databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	faction	subtitle	cost	requires	provides	fighting	power	body	rarity	designators	text
10kbullets_heat_of_battle_10kb	Heat of Battle	shadowfist/10-000-bullets/Shadowfist-10000Bullets-HeatOfBattle.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Guiding Hand	Event	0	{han}					Fixed	heat battle	Play during an attack on a card you control by an opponent who controls more Power-generating Sites than you. Gain Power equal to the cost of target attacking Character. You can play only one "Heat of Battle" each attack.
10kbullets_helix_rethread_10kb	Helix Rethread	shadowfist/10-000-bullets/Shadowfist-10000Bullets-HelixRethread.jpg	default	State	10,000 Bullets	10kbullets	playerNDeck	Architects of the Flesh	State	0	{arc}					Fixed	helix rethread	Play on a Character controlled by an opponent. When subject is smoked, you gain 1 Power.
10kbullets_hidden_sanctuary_10kb	Hidden Sanctuary	shadowfist/10-000-bullets/Shadowfist-10000Bullets-HiddenSanctuary.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Fixed	hidden sanctuary	Limited. At the end of an attack you declared, you may remove up to X damage from each Character that attacked. X = the number of <Sanctuary> cards you control.
10kbullets_homemade_tank_10kb	Homemade Tank	shadowfist/10-000-bullets/Shadowfist-10000Bullets-HomemadeTank.jpg	default	State	10,000 Bullets	10kbullets	playerNDeck	Jammers	State	2	{jam}{tek}					Fixed	homemade tank	Toast It. Vehicle. Subject Character gains Toughness: 1 and +4 Fighting. Flip a coin at the start of your turn. Heads: Toast Homemade Tank.
10kbullets_ice_diadem_10kb	Ice Diadem	shadowfist/10-000-bullets/Shadowfist-10000Bullets-IceDiadem.jpg	default	State	10,000 Bullets	10kbullets	playerNDeck	Four Monarchs	State	1	{mon}{mag}					Fixed	ice diadem	Turn Ice Diadem to heal subject Character.
10kbullets_ice_healer_10kb	Ice Healer	shadowfist/10-000-bullets/Shadowfist-10000Bullets-IceHealer.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Four Monarchs	Netherworld Sorceress	1		{mon}{mag}	1			Fixed	ice healer netherworld sorceress	When an opponent turns a Character to heal, you may remove one damage from a Character you control.
10kbullets_inner_sanctum_10kb	Inner Sanctum	shadowfist/10-000-bullets/Shadowfist-10000Bullets-InnerSanctum.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Feng Shui Site					1	11	Fixed	inner sanctum	If Inner Sanctum is revealed, you may not place another Feng Shui Site at its location.
10kbullets_inoue_oram_10kb	Inoue Oram	shadowfist/10-000-bullets/Shadowfist-10000Bullets-InoueOram.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Purists	Sorcerer Mastermind	2	{pur}	{pur}{mag}	2			Fixed	inoue oram sorcerer mastermind	Unique. Gain 1 power at the start of your Main Shot if you drew any cards during your Draw Phase and the number of cards drawn was even.
10kbullets_instrument_of_the_hand_10kb	Instrument of the Hand	shadowfist/10-000-bullets/Shadowfist-10000Bullets-InstrumentOfTheHand.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Guiding Hand	Martial Artist	2		{han}{chi}	2			Fixed	instrument hand martial artist	
10kbullets_iron_and_silk_10kb	Iron and Silk	shadowfist/10-000-bullets/Shadowfist-10000Bullets-IronAndSilk.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Guiding Hand	Event	0	{han}					Fixed	iron silk	Choose any Character :: Until the end of the turn, all combat damage inflicted on that Character while it is intercepting is reduced to 0.
10kbullets_isomorphic_spirit_10kb	Isomorphic Spirit	shadowfist/10-000-bullets/Shadowfist-10000Bullets-IsomorphicSpirit.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Purists	Paradox Construct	4	{pur}{pur}	{pur}	6			Fixed	isomorphic spirit paradox construct	+2 Fighting while two or more non-Edge cards in play have the same title.
10kbullets_jade_valley_10kb	Jade Valley	shadowfist/10-000-bullets/Shadowfist-10000Bullets-JadeValley.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Fixed	jade valley	Limited. While any Feng Shui Site you own is controlled by an opponent or in an opponent's burned-for-victory pile, and you are not closer to victory than all opponents, Jade Valley generates +1 Power and gains +4 Body.
10kbullets_jaded_cop_10kb	Jaded Cop	shadowfist/10-000-bullets/Shadowfist-10000Bullets-JadedCop.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Ascended	Corrupt Pawn	3	{asc}	{asc}	3			Fixed	jaded cop corrupt pawn	Not affected by 0 or 1-cost Events.
10kbullets_johnny_tso_10kb	Johnny Tso	shadowfist/10-000-bullets/Shadowfist-10000Bullets-JohnnyTso.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Dragons	Heroic Gunman	3	{dra}{dra}{dra}	{dra}	4			Fixed	johnny tso heroic gun man	Unique. Assassinate against {lot} Characters. You may play Weapons on Johnny Tso at no cost.
10kbullets_just_another_consumer_10kb	Just Another Consumer	shadowfist/10-000-bullets/Shadowfist-10000Bullets-JustAnotherConsumer.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Jammers	Scrappy Rebel	1		{jam}	1			Fixed	just another consumer scrappy rebel	When Just Another Consumer turns to attack a Site that shares a designator with another Site in play, he gains +1 Fighting until the end of the turn.
10kbullets_kallisti_10kb	Kallisti	shadowfist/10-000-bullets/Shadowfist-10000Bullets-Kallisti.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Purists	Daughter of Entropy	5	{pur}{pur}	{pur}{mag}	8			Fixed	kallisti daughter entropy	Unique. Flip a coin when Kallisti smokes a Character by inflicting combat damage. Heads: remove 3 damage from her and you may inflict 3 damage on any Character.
10kbullets_kan_li_10kb	Kan Li	shadowfist/10-000-bullets/Shadowfist-10000Bullets-KanLi.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Eaters of the Lotus	Martial Artist	4	{lot}{lot}{lot}	{lot}	7			Fixed	kan li martial artist	Unique. When Kan Li enters combat, you may smoke any States on Characters he is in combat with.
10kbullets_kar_fais_crib_10kb	Kar Fai's Crib	shadowfist/10-000-bullets/Shadowfist-10000Bullets-KarFaisCrib.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Dragons	Site	2	{dra}	{dra}{chi}		1	7	Fixed	kar fai crib	Unique. You may play {dra} States at -1 cost. Turn :: Play a Character, ignoring one resource condition.
10kbullets_karate_cop_10kb	Karate Cop	shadowfist/10-000-bullets/Shadowfist-10000Bullets-KarateCop.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Dragons	Martial Artist	3	{dra}	{dra}	4			Fixed	karate cop martial artist	Gains +2 damage and Toughness: 1 while any opponent is closer to victory than you.
10kbullets_kinoshita_house_10kb	Kinoshita House	shadowfist/10-000-bullets/Shadowfist-10000Bullets-KinoshitaHouse.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Feng Shui Site					1	4	Fixed	kinoshita house	Unique. Turn and target an attacking Character :: Target attacker unturns and ceases attacking.
10kbullets_kung_fu_student_10kb	Kung Fu Student	shadowfist/10-000-bullets/Shadowfist-10000Bullets-KungFuStudent.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Guiding Hand	Fledgling Shaolin	1		{han}	1			Fixed	kung fu student fledgling shaolin	+1 Fighting while any non-Unique Feng Shui Site in your front row has a Body of 4 or less.
10kbullets_liquidators_10kb	Liquidators	shadowfist/10-000-bullets/Shadowfist-10000Bullets-Liquidators.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Ascended	Pledged Enforcers	3		{asc}	3			Fixed	liquidator pledged enforcer	+1 damage while you control any <Lodge> Characters.
10kbullets_lord_hawksmoor_10kb	Lord Hawksmoor	shadowfist/10-000-bullets/Shadowfist-10000Bullets-LordHawksmoor.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Four Monarchs	Thunder Champion	5	{mon}{mon}	{mon}	8			Fixed	lord hawksmoor thunder champion	Unique. Guts. Gain 2 Power if he is smoked by an opponent.
10kbullets_lord_shi_10kb	Lord Shi	shadowfist/10-000-bullets/Shadowfist-10000Bullets-LordShi.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Four Monarchs	Netherworld Warrior	4	{mon}{mon}	{mon}	6			Fixed	lord shi netherworld warrior	Unique. When Lord Shi attacks, until the end of the attack, all attackers (including him) gain +1 Fighting and Tactics.
10kbullets_magog_10kb	Magog	shadowfist/10-000-bullets/Shadowfist-10000Bullets-Magog.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Architects of the Flesh	Unstoppable Abomination	6	{arc}{arc}{arc}{tek}{tek}	{arc}	11			Fixed	magog unstoppable abomination	Unique. Guts. When an opponent's Site generates an effect while Magog is attacking, inflict 2 damage on that Site.
10kbullets_mark_of_fire_10kb	Mark of Fire	shadowfist/10-000-bullets/Shadowfist-10000Bullets-MarkOfFire.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Four Monarchs	Event	1	{mon}					Fixed	mark fire	Target exactly four Characters and/or Sites :: Inflict 1 damage on each target.
10kbullets_mathemagician_10kb	Mathemagician	shadowfist/10-000-bullets/Shadowfist-10000Bullets-Mathemagician.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Purists	Arcane Student	1		{pur}{mag}	1			Fixed	mathemagician arcane student	Provides an additional {pur} while in play.
10kbullets_mole_network_10kb	Mole Network	shadowfist/10-000-bullets/Shadowfist-10000Bullets-MoleNetwork.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Ascended	Event	0	{asc}					Fixed	mole network	Play during your Main Shot. Target an opponent who has completed at least one turn :: Steal 1 Power from that opponent.
10kbullets_napalm_addict_10kb	Napalm Addict	shadowfist/10-000-bullets/Shadowfist-10000Bullets-NapalmAddict.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Jammers	Pyromaniac Anarchist	4	{jam}{jam}	{jam}	6			Fixed	napalm addict pyromaniac anarchist	Guts while attacking. When he smokes a Site by inflicting combat damage, gain Power equal to that Site's printed cost, or 2 Power if it has no printed cost.
10kbullets_nerve_gas_10kb	Nerve Gas	shadowfist/10-000-bullets/Shadowfist-10000Bullets-NerveGas.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Architects of the Flesh	Event	1	{arc}					Fixed	nerve gas	Smoke target Character. Does not affect Characters with {mag} or {tek} resource conditions.
10kbullets_neutron_bomb_10kb	Neutron Bomb	shadowfist/10-000-bullets/Shadowfist-10000Bullets-NeutronBomb.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Architects of the Flesh	Event	3	{arc}{arc}{tek}					Fixed	neutron bomb	Smoke all Characters.
10kbullets_night_market_10kb	Night Market	shadowfist/10-000-bullets/Shadowfist-10000Bullets-NightMarket.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Feng Shui Site					1	8	Fixed	night market	Limited. Turn during your turn in response to an opponent's Event :: Gain Power equal to that Event's cost.
10kbullets_nightclub_10kb	Nightclub	shadowfist/10-000-bullets/Shadowfist-10000Bullets-Nightclub.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Fixed	nightclub	Turn to inflict 1 damage on target interceptor.
10kbullets_nine_dragon_temple_10kb	Nine Dragon Temple	shadowfist/10-000-bullets/Shadowfist-10000Bullets-NineDragonTemple.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Fixed	nine dragon temple	When an opponent reduces Nine Dragon Temple's Body to 0, gain 3 Power if that opponent is now closer to victory than you.
10kbullets_operation_killdeer_10kb	Operation Killdeer	shadowfist/10-000-bullets/Shadowfist-10000Bullets-OperationKilldeer.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Ascended	Event	0	{asc}					Fixed	operation killdeer	Until the end of the turn, target Character inflicts no damage.
10kbullets_pain_feedback_10kb	Pain Feedback	shadowfist/10-000-bullets/Shadowfist-10000Bullets-PainFeedback.jpg	default	State	10,000 Bullets	10kbullets	playerNDeck	Purists	State	0	{pur}					Fixed	pain feedback	One point of subject Character's combat damage is redirected back onto itself.
10kbullets_paradox_garden_10kb	Paradox Garden	shadowfist/10-000-bullets/Shadowfist-10000Bullets-ParadoxGarden.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Purists	Site	2		{pur}		1	5	Fixed	paradox garden	Turn to look at the top card of your deck. You may put it on the bottom.
10kbullets_payback_time_10kb	Payback Time	shadowfist/10-000-bullets/Shadowfist-10000Bullets-PaybackTime.jpg	default	Edge	10,000 Bullets	10kbullets	playerNDeck	Jammers	Edge	0	{jam}					Fixed	payback time	Limited. When an opponent reduces the Body of a Site you control to 0, you gain 1 Power and may inflict 1 damage each on up to 3 Sites controlled by that opponent.
10kbullets_phillipe_benoit_10kb	Phillippe Benoit	shadowfist/10-000-bullets/Shadowfist-10000Bullets-PhillippeBenoit.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Ascended	Pledged Assassin	4	{asc}{asc}	{asc}	5			Fixed	phillippe benoit pledged assassin	Unique. Stealth.
10kbullets_pocket_demon_10kb	Pocket Demon	shadowfist/10-000-bullets/Shadowfist-10000Bullets-PocketDemon.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Magic	Event	0	{mag}					Fixed	pocket demon	Play at the start of your turn and target an opponent :: Generate X Power. X = the number of Power-generating Sites controlled by the target plus the number of cards in their burned-for-victory pile, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during this Establishing Shot.
10kbullets_poison_thorns_10kb	Poison Thorns	shadowfist/10-000-bullets/Shadowfist-10000Bullets-PoisonThorns.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Eaters of the Lotus	Dangerous Hoods	3	{lot}	{lot}	4			Fixed	poison thorn dangerous hood	Toughness: 2 against <Cop> and <Police> cards. When they inflict combat damage on a Site controlled by a player who is closer to victory than you, gain 1 Power.
10kbullets_professional_killer_10kb	Professional Killer	shadowfist/10-000-bullets/Shadowfist-10000Bullets-ProfessionalKiller.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Jammers	Mercenary Hood	3	{jam}	{jam}	4			Fixed	professional killer mercenary hood	Stealth while attacking alone.
10kbullets_pumpaction_shotgun_10kb	Pump-Action Shotgun	shadowfist/10-000-bullets/Shadowfist-10000Bullets-PumpActionShotgun.jpg	default	State	10,000 Bullets	10kbullets	playerNDeck	Unaligned	Gun State	1						Fixed	pump action shot gun	Weapon. When a Unique Character you control is smoked by an opponent, unturn this card. Turn this card :: subject Character inflicts +3 damage until the end of the turn.
10kbullets_purist_aspirant_10kb	Purist Aspirant	shadowfist/10-000-bullets/Shadowfist-10000Bullets-PuristAspirant.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Purists	Expendable Lackey	1		{pur}	1			Fixed	purist aspirant expendable lackey	Sacrifice :: Reduce to 0 all non-combat damage from a single source to Characters you control.
10kbullets_quantum_sorcery_10kb	Quantum Sorcery	shadowfist/10-000-bullets/Shadowfist-10000Bullets-QuantumSorcery.jpg	default	Edge	10,000 Bullets	10kbullets	playerNDeck	Purists	Edge	1	{pur}{pur}{mag}{mag}					Fixed	quantum sorcery	Turn this card and a {mag} Character you control :: Gain one Power or draw a card.
10kbullets_rachel_mcshane_10kb	Rachel McShane	shadowfist/10-000-bullets/Shadowfist-10000Bullets-RachelMcShane.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Ascended	Lodge Enforcer	5	{asc}{asc}{asc}	{asc}	8			Fixed	rachel mc shane lodge enforcer	Unique. Rachel McShane is not affected by opponents' effects that are generated by turning a card.
10kbullets_realpolitik_10kb	Realpolitik	shadowfist/10-000-bullets/Shadowfist-10000Bullets-Realpolitik.jpg	default	Event	10,000 Bullets	10kbullets	playerNDeck	Ascended	Event	1	{asc}					Fixed	realpolitik	Smoke target Edge or State.
10kbullets_redeemed_gunman_10kb	Redeemed Gunman	shadowfist/10-000-bullets/Shadowfist-10000Bullets-RedeemedGunman.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Dragons	Reforming Hood	1		{dra}	1			Fixed	redeemed gun man reforming hood	Cannot intercept. When Redeemed Gunman turns to attack a turned Site, he gains +2 Fighting until the end of the turn.
10kbullets_resistance_squad_10kb	Resistance Squad	shadowfist/10-000-bullets/Shadowfist-10000Bullets-ResistanceSquad.jpg	default	Character	10,000 Bullets	10kbullets	playerNDeck	Jammers	Techie Guerrillas	2		{jam}{tek}	2			Fixed	resistance squad techie guerrilla	When this card is in your hand and an opponent attempts to look at your hand or force you to discard a card, you may play this card at no cost :: Cancel that effect.
10kbullets_rust_garden_10kb	Rust Garden	shadowfist/10-000-bullets/Shadowfist-10000Bullets-RustGarden.jpg	default	Site	10,000 Bullets	10kbullets	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	7	Fixed	rust garden netherworld	If an opponent seizes or burns Rust Garden, inflict 2 damage on every other Site he or she controls.
