cardid,name,cost,color,threshold,type,traits,unique,faction,text,attack,defense,setcode,source,rarity,pve,aionly,socketed,number,block,released,ingame,original,aaprint,reprint,aa,version,banned,notcollectable,artist,guid
95,Inferno,2,R,RR,Constant,,0,,"<b>Deploy</b> - Add an inferno counter to this.<p><p>At the start of each champion's turn, choose one at random: Add an inferno counter to this; or This deals 1 damage to that champion for each inferno counter on this.",,,sof,,r,0,0,0,191,0,1,1,0,0,0,0,0,,0,Anders Finer,a0e08e35-6084-42b8-a2d8-ccf513d8bed0
96,Echo of Lodegan,7,S,SS,Troop,Human Mage Illusion,0,Ardent,,3,3,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Justin Gerrard,5b48d01d-ec9f-45c0-880e-fbf9c1e5c92a
97,Legionnaire of Gawaine,5,R,R,Troop,Human Warrior,0,Ardent,<b>Deploy</b> - This deals 1 damage to all opposing champions and troops for each card that inspired it.,4,4,sof,,r,0,0,0,193,0,1,1,0,0,0,0,0,,0,Mike Penn,19bbbcfe-2768-494a-b5a3-d97ca0ddb801
98,"Lord Alexander, the Courageous",3,R,R,Troop,Human Warrior,1,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than Lord Alexander, the Courageous's cost enters play under your control, that troop gets <b>Speed</b>.",3,3,sof,,r,0,0,0,194,0,1,1,0,0,0,0,0,,0,Filip Acovic,359afc56-3a73-4d39-a9e8-ca71226b52d6
99,Master Theorycrafter,5,R,RR,Troop,Dwarf Warlock,0,Underworld,"<b>SOCKETABLE MAJOR</b><p><p>[(2)], [ACT] [ARROWR] Summon a <b>War Bot</b>. It gets all socketed powers of this. It gets <b>Speed</b>. It gets ""At the end of turn, void this.""",2,2,sof,,r,0,0,2,196,0,1,1,0,722,0,0,0,,0,Yang Ho,4ae6376e-0668-4783-81c0-6c5e39250742
100,Mortar Strike,5,R,R,Basic Action,,0,,Deal 3 damage to target opposing troop. Put all troops from the top three cards of that troop's controller's deck into their crypt.,,,sof,,c,0,0,0,198,0,1,1,0,0,0,0,0,,0,Anders Finer,d6f4e3ff-1d90-4827-b388-7ed94930b6ea
102,Monika'shin,3,W,WW,Troop,Shin'hare Ranger,1,Underworld,"<b>Swiftstrike</b>, <b>Crush</b><p><p>When Monika'shin deals damage to an opposing champion, summon three <b>Battle Hoppers</b>.",3,2,ai,,e,1,1,0,35,0,1,1,0,0,0,0,0,,1,Red Hot CG,9dd76b54-f61a-48a2-b4dd-1ba3131ad7af
103,Soul Cube,4,,,Artifact,,0,,"When a troop dies, add a soul counter to it.<p><p>[(4)] [ARROWR] Transform this into <b>Genesis Cube</b>.",,,arenarewards,,l,1,0,0,0,0,1,1,0,0,0,0,0,,0,Grzegorz Pedrycz,93c793fc-0afc-425f-834f-c5a32e042628
104,Ragefire,2,R,RR,Basic Action,,0,,Deal <b>2</b> damage to target champion or troop.<p><b>Escalation</b>.,,,sof,,r,0,0,0,200,0,1,1,0,533,0,0,0,,0,Zoltan Boros,3301f958-d3ad-42a1-a78d-612ac293abd3
105,Rampaging Tarasque,5,R,RRRRR,Troop,Avatar of Destruction,0,,"<b>Crush</b>, <b>Speed</b>",8,1,sof,,l,0,0,0,201,0,1,1,0,0,0,0,0,,0,Thomas M Baxa,f4e226dd-36a5-4842-91c4-da98d8a0bc49
106,Ruby Pyromancer,2,R,R,Troop,Human Mage,0,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than this troop's cost enters play under your control, that troop gets +1[ATK]/+0[DEF].",2,1,sof,,c,0,0,0,208,0,1,1,0,0,0,0,0,,0,Anders Finer,735f467f-f465-4c67-a85a-86d2d1421663
107,Savage Raider,1,R,R,Troop,Orc Ranger,0,Ardent,Must attack.,2,1,sof,,c,0,0,0,209,0,1,1,0,854,0,0,0,,0,El Garing,1326f86c-8d30-4af0-a2d1-2facda8739eb
108,Sniper of Gawaine,5,R,RR,Troop,Human Ranger,0,Ardent,<b>Deploy</b> - This deals damage equal to its [ATK] to target champion or troop.,2,2,sof,,c,0,0,0,212,0,1,1,0,0,0,0,0,,0,Kieran Yanner,e09f7b29-1a8e-4661-8b07-c979a829046c
109,Sword Trainer,4,R,R,Troop,Human Warrior,0,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than this troop's cost enters play under your control, that troop gets +X[ATK]/+0[DEF], where X is this troop's [ATK].",2,2,sof,,u,0,0,0,214,0,1,1,0,0,0,0,0,,0,Neal Hanson,1e2af9df-03b3-4b19-85f1-47b6938ae985
110,"Te'talca, High Cleric",5,R,RR,Troop,Orc High Cleric,1,Ardent,Your cards and effects deal double damage.,5,5,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Anders Finer,a3b71fe9-9004-4809-9e1e-22a3a8d105bd
111,"Te'talca, Orc Gladiator",5,R,RR,Troop,Orc Warrior,1,Ardent,"[(3)], [ACT] [ARROWR] Te'talca battles target opposing troop.<p>When that troop dies this turn, if Te'talca is in play, transform her into <b>Te'talca, High Cleric</b>.",4,4,sof,,r,0,0,0,215,0,1,1,0,0,0,0,0,,0,Anders Finer,56cba828-8489-4bc5-977e-c25009679857
112,The Crowd Roars!,4,R,R,Quick Action,,0,,"When a troop you control deals combat damage to a champion, if this is in your hand, this gets cost -[(1)] this turn.<p><p>Draw three cards. Those cards get ""At end of turn, if this is in your hand, discard this"" this turn.",,,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Anders Finer,005e573c-0287-4c54-bd96-11f67e327547
113,The Wrath of Zakiir,8,R,RRR,Basic Action,,0,,"You transform into <b>Zakiir</b>. Then, deal 5 damage to each non-Dragon champion and each non-Dragon troop.",,,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Raymond Swanland,9d8c42f9-bc5a-4a42-b904-0f98ae83945e
114,Wrathseeker,3,R,R,Troop,Orc Warrior,0,Ardent,"<b>Rage 2</b> <i>(When this attacks, it gets +2[ATK]/+0[DEF].)</i>",1,1,sof,,c,0,0,0,220,0,1,1,0,0,0,0,0,,0,Anders Finer,e072ecea-83b1-4730-9e24-f45974bf2c0a
115,Zoltog,4,R,RR,Troop,Orc Ranger,1,Ardent,"When an Orc troop you control deals damage to a champion, summon a <b>Savage Raider</b>.",4,4,sof,,l,0,0,0,221,0,1,1,0,0,0,0,0,,0,Filip Acovic,adfab238-fcfd-4a0f-9b0f-887ed7cb3f6e
116,Cerulean Grand Strategist,1,S,S,Troop,Human Warrior,0,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than this troop's cost enters play under your control, that troop gets ""[ACT] [ARROWR] Exhaust target troop with [ATK] equal to or less than this troop's [ATK].""",1,1,sof,,u,0,0,0,228,0,1,1,0,0,0,0,0,,0,Xia Taptara,d41a725d-69bc-40b3-9774-dc10373aac99
117,Cerulean Mirror Knight,2,S,S,Troop,Human Warrior,0,Ardent,"<b>Inspire</b> - As another troop with cost equal to or greater than this troop's cost enters play under your control, that troop gets ""<b>Deathcry</b> - Draw a card.""",1,2,sof,,r,0,0,0,230,0,1,1,0,860,0,0,0,,0,Mike Penn,522ac1ea-cd6a-427d-a9b5-86fb6743456a
118,Eurig the Robomancer,4,S,SS,Troop,Dwarf Cleric,1,Underworld,[ACT] [ARROWR] Summon a <b>Worker Bot</b>.<p><p>[ACT] [ARROWR] Transform target <b>Worker Bot</b> you control into a <b>War Bot</b>.<p><p>[ACT] [ARROWR] Transform target <b>War Bot</b> you control into a <b>War Hulk</b>.,2,3,sof,,r,0,0,0,241,0,1,1,0,0,0,0,0,,0,Pablo Fernandez,aee3f4b8-6739-4316-b263-31fa43372c17
119,Princess Cory,0,DS,DS,Champion,Human Princess,0,,"[BASIC]: [5] [ARROWR] Summon a <b>Shroom Party</b>.<p><p>At the start of the game, gain [BLOOD][DIAMOND][RUBY][SAPPHIRE][WILD].<p><p>At the start of your turn, choose one at random: Create a <b>Blood Shard</b> and put it into your hand; Create a <b>Diamond Shard</b> and put it into your hand; Create a <b>Ruby Shard</b> and put it into your hand; Create a <b>Sapphire Shard</b> and put it into your hand; or Create a <b>Wild Shard</b> and put it into your hand.",,30,aiarena,,g,1,1,0,0,0,1,1,0,0,0,0,0,,1,NULL,494d3e07-6865-4530-b584-21d2a6d970ce
120,Menacing Gralk,5,S,SSS,Troop,Beast,0,,<b>Flight</b><p><p><b>Deploy</b> - Stun each opposing troop.,2,2,sof,,r,0,0,0,247,0,1,1,0,721,0,0,0,,0,Zoltan Boros,6b351cde-5bb0-47b9-a5ab-b020c0499341
121,Stoneclaw Gargoyle,5,S,SS,Troop,Gargoyle,0,,"<b>Flight</b><p><p><b>Deploy</b> - Draw a card, then choose and discard a card.",3,3,sof,,c,0,0,0,269,0,1,1,0,0,0,0,0,,0,Filip Acovic,a2ba0967-51a4-4976-8c2b-101cef12a8de
122,Peek,2,S,S,Quick Action,,0,,Look at cards from the top of your deck equal to the [SAPPHIRE] you have. Put a revealed card into your hand. Put the remaining cards into your deck.,,,sof,,c,0,0,0,255,0,1,1,0,0,0,0,0,,0,Alan Pollack,da519959-c662-4b92-b0d3-f66d1af7f946
123,Prophet of Lodegan,7,S,SS,Troop,Human Mage,0,Ardent,<b>Deploy</b> - Summon three <b>Echoes of Lodegan</b>.,3,3,sof,,r,0,0,0,259,0,1,1,0,0,0,0,0,,0,Justin Gerrard,d343f00c-b26b-41f5-8cbd-3b996a055c92
124,Replicator's Gambit,1,S,S,Basic Action,,0,,"Put target troop you control into your deck. It gets ""<b>Deploy</b> - Summon six replicas of this"".<p>Draw a card.",,,sof,,r,0,0,0,260,0,1,1,0,534,0,0,0,,0,Kieran Yanner,73cd244b-7d9b-4706-a855-926096ad753d
125,Research Librarian,2,S,S,Troop,Dwarf Mage,0,Underworld,"[(7)], [ACT] [ARROWR] Draw a card. You pay [(1)] less to use this power for each artifact you control.",1,2,sof,,u,0,0,0,261,0,1,1,0,0,0,0,0,,0,Turovec Konstantin,f48e14f5-f20b-4cd2-89cc-177b592a14d0
126,Sabotage,3,S,SS,Basic Action,,0,,Create four <b>Booby Traps</b> for target opposing champion and put them into their deck.,,,sof,,r,0,0,0,263,0,1,1,0,0,0,0,0,,0,Grzegorz Pedrycz,04a37bb9-4fde-4cd0-8729-5ba59cb25926
127,Spectral Assassin,5,S,SS,Troop,Spirit,0,,"Before the start of the game, if this is in your deck, a random troop in an opposing champion's deck gets <b>Death Sentence</b>.<p><p>When an opposing champion plays a troop with <b>Death Sentence</b>, if this is in your hand, this gets cost -[(5)] this turn.<p><p><b>Deploy</b> - Interrupt target troop.",2,2,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Tomasz Jedruszek,2a19015a-cdb4-4d6e-9cb1-532b6a225a2b
128,Thunderbird,2,S,SS,Troop,Bird Spirit,0,,"<b>Flight</b>, <b>Rage 1</b><p><p><i>(When this attacks, it gets +1[ATK]/+0[DEF])</i>",1,1,sof,,c,0,0,0,275,0,1,1,0,0,0,0,0,,0,El Garing,1664435a-f7cb-44d7-8b76-2caaee219d65
129,Slithering Marauder,10,S,SS,Troop,Typhonian,0,,"This has cost -[(1)] in all zones for each action in your crypt.<p><p><b>Deploy</b> - You may have target action in your crypt get ""Void this."" Then, play that action for free.<p><p>When this deals combat damage to an opposing champion, you may have target action in your crypt get ""Void this."" Then, play that action for free.",4,5,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Joshua Cairos,36097418-d845-44b7-910d-16f79f17e459
130,Zodiac Shaman,5,S,S,Troop,Coyotle Warlock,0,Ardent,,2,5,sof,,c,0,0,0,281,0,1,1,0,0,0,0,0,,0,Ellis Q Clark,8e1a7f6c-534c-4c75-8412-ee4bd155915e
132,Boulder Brute,5,W,W,Troop,Elemental,0,,<b>SOCKETABLE MINOR</b>,4,4,sof,,c,0,0,1,284,0,1,1,0,0,5645,0,0,,0,Velvet Engine,4a52d446-e618-41d3-a05f-76170e551bac
133,Bucktooth Commander,3,W,WW,Troop,Shin'hare Cleric,0,Underworld,Other Shin'hare you control have +1[ATK]/+1[DEF].,2,2,sof,,u,0,0,0,287,0,1,1,0,0,0,0,0,,0,Andres Blanco,c93f16a7-6080-4776-b0da-c4f4bbbc81d6
134,Chlorophyllia,2,W,W,Basic Action,,0,,Play a random <b>Wild Shard</b> from your deck.,,,sof,,u,0,0,0,288,0,1,1,0,4651,0,0,0,,0,Alan Pollack,faa2061e-0519-4d75-ae01-7db899f85d5b
135,Concubunny,2,W,W,Troop,Shin'hare Concubunny,0,Underworld,"[(1)], [ACT], Exhaust another Shin'hare you control [ARROWR] Summon a <b>Battle Hopper</b>.",0,1,sof,,c,0,0,0,289,0,1,1,0,937,0,0,0,,0,Kieran Yanner,bfce3e26-1d85-4d9f-a72a-f4cead4c93c1
136,Evolve,3,W,W,Basic Action,,0,,Each troop you control gets +1[ATK]/+1[DEF].,,,sof,,c,0,0,0,294,0,1,1,0,0,0,0,0,,0,Ellis Q Clark,dada8b50-5c78-483a-a7c3-acca2fd4d7f2
137,Genesis Cube,4,,,Artifact,,0,,[BASIC] [ACT] [ARROWR] Put target troop with a soul counter from a crypt into play under your control. Remove all soul counters from it.,,,token,,g,1,0,0,0,0,1,1,0,0,0,0,0,,1,Joe Wilson,8c6930bf-2c6c-453b-bdcf-98d5cc7bb77f
138,Glimmerglen Witch,3,W,W,Troop,Witch,0,,<b>Deploy</b> - Gain 3 health.,2,3,sof,,c,0,0,0,303,0,1,1,0,4057,0,0,0,,0,Elsevilla,c7a2cf87-5412-4d38-b83f-796c4f118d1b
139,Nelebrin Skirmisher,3,W,W,Troop,Elf Ranger,0,Ardent,"<b>SOCKETABLE MINOR</b><p><p>When this deals damage to an opposing champion, this gets +1[ATK]/+1[DEF].",2,1,sof,,u,0,0,1,311,0,1,1,0,0,0,0,0,,0,Rob Rey,f2935c30-67d0-4be8-9be6-b002aab41625
140,Orson's Dream,2,W,WW,Troop,Dream,0,,[(X)] [ARROWR] Transform this into a random troop with cost [(X)].,1,3,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Anders Finer,6d037ea3-f06c-4b6f-8388-c21d30fc5b98
141,Pack Raptor,1,W,W,Troop,Dinosaur,0,,<b>Swiftstrike</b><p><p><b>Deploy</b> - Create four <b>Pack Raptors</b> and put them into your deck.<p><p>This has +1[ATK]/+1[DEF] for each other <b>Pack Raptor</b> you control.,1,1,sof,,l,0,0,0,315,0,1,1,0,530,0,0,0,,0,Derk Venneman,b1c80936-b1a9-4a65-8919-2f89895ec4ac
142,Verdant Wyldeboar,2,W,W,Troop,Plant Beast,0,,"<b>Speed</b><p><p>At end of turn, put this into your deck. This gets +4[ATK]/+4[DEF]. This loses this power.",4,4,sof,,r,0,0,0,334,0,1,1,0,0,0,0,0,,0,El Garing,15bfdb99-7a05-46f8-9da3-d90b213eaa19
143,"Prospero, Sylvan Enchanter",3,W,WW,Troop,Elf Mage,1,Ardent,"At the start of your turn, create a <b>Tempest Hymn</b> and put it into your hand.",2,2,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Joshua Cairos,44f75ecb-0d9c-4b79-b84d-e8eab190648c
144,Ritualist of the Spring Litter,1,W,W,Troop,Shin'hare Cleric,0,Underworld,"If one of your cards or effects would create one or more Shin'hare, create that many +1 instead.",1,1,sof,,r,0,0,0,320,0,1,1,0,0,0,0,0,,0,Kieran Yanner,3324f10c-f9d3-4abe-a84e-2ed2d2315df6
145,Runts of the Litter,1,W,W,Basic Action,,0,,Summon two <b>Battle Hoppers</b>.,,,sof,,c,0,0,0,322,0,1,1,0,0,0,0,0,,0,Robb Mommaerts,eeca14ff-e8f8-4d2c-93a8-a369ab811493
146,Shin'hare Militia,1,W,W,Troop,Shin'hare,0,Underworld,,1,2,sof,,c,0,0,0,324,0,1,1,0,0,0,0,0,,0,Velvet Engine,d4fdd87f-0f95-4ce5-9a88-7e1f48e3e9b8
147,Spirit Dance,5,W,WW,Basic Action,,0,,Troops in your deck get +2[ATK]/+2[DEF] and cost -[(2)].,,,sof,,r,0,0,0,326,0,1,1,0,0,0,0,0,,0,Jakub Kasper,34b9d06a-8a97-48c3-857b-25af96a5b86f
148,Succulent Roostasaur,2,W,W,Troop,Bird Dinosaur,0,,<b>Crush</b><p><p>Exhaust another troop you control [ARROWR] This gets +1[ATK]/+1[DEF] this turn.<p><p>Sacrifice this [ARROWR] Gain health equal to this troop's [DEF].,1,1,sof,,u,0,0,0,328,0,1,1,0,0,0,0,0,,0,El Garing,f5f4c0ff-8a10-471c-acbd-33bf9cfee12b
149,Blood Sphinx,,BS,BBSS,Champion,Sphinx,0,,"[BASIC] [SAPPHIRE][SAPPHIRE][BLOOD][BLOOD]: [4] [ARROWR] Put target action from your crypt into your hand, it gets ""Void this.""<p><p>At the start of the game, each champion chooses a target action in their hand. It gets ""When you play this, copy it.""",,23,aiarena,,g,1,1,0,0,0,1,1,0,0,0,0,0,,1,NULL,9c9029bb-f90f-41db-9f24-0eabf17091f0
150,Wild Aura,4,W,W,Quick Action,,0,,Target troop gets +2[ATK]/+2[DEF] and <b>Crush</b>.,,,sof,,c,0,0,0,336,0,1,1,0,0,0,0,0,,0,Sami Iivonen,735070e3-3540-4750-b1d3-a8884fe8a679
151,Wild Growth,1,W,W,Quick Action,,0,,Target troop gets +3[ATK]/+3[DEF] this turn.<p><p>This gets cost [(0)]. Put this into your deck.,,,sof,,c,0,0,0,338,0,1,1,0,0,0,0,0,,0,Ludo Lullabi,340bbb6c-0eb7-4c39-b0e1-9e8f98634ec8
152,Jadiim,5,W,WWW,Troop,Dragon,1,,"<b>Flight</b><p><p>When you play a non-resource card, Jadiim gets +X[ATK]/+X[DEF] this turn, where X is that card's cost.",5,5,sof,,l,0,0,0,307,0,1,1,0,0,0,0,0,,0,Raymond Swanland,7319c52f-6de0-41e3-bdb8-047099606d63
154,Eye of Creation,3X,W,WWW,Basic Action,,0,,Reveal the top X cards of your deck. Put each revealed troop into play. Put the remaining cards into your deck.,,,sof,,l,0,0,0,295,0,1,1,0,0,0,0,0,,0,Kieran Yanner,eb5d0e7c-a16b-4fa5-a2fd-0fad63f09adf
155,Ambershire Instigator,5,W,WW,Troop,Elf Ranger,0,Ardent,"<b>Crush</b>, <b>Rage 2</b>",2,4,sof,,u,0,0,0,282,0,1,1,0,0,0,0,0,,0,Velvet Engine,9a011344-5310-45d3-a8f3-a9cd00b42df4
156,Briar Legion,3,W,W,Troop,Plant,0,,This has +2[ATK]/+2[DEF] for each time a <b>Briar Legion</b> entered play under your control this game.,0,0,sof,,c,0,0,0,285,0,1,1,0,0,0,0,0,,0,Robb Mommaerts,b790dd4f-074a-464e-b5e5-cdab993c2a62
157,Xentoth's Inquisitor,4,B,BB,Troop,Vennen Warlock,0,Underworld,<b>SOCKETABLE MAJOR</b><p><p><b>Deathcry</b> - Put this into your hand and it gets cost +[(2)].,3,1,sof,,r,0,0,2,99,0,1,1,0,720,0,0,0,,0,Concept Art House,258fea18-26c0-4361-9552-0ee2ec3872e9
158,Adamanthian Scrivener,1,D,D,Troop,Human Cleric,0,Ardent,"When a troop enters play under your control, gain 1 health.",1,1,sof,,c,0,0,0,102,0,1,1,0,838,0,0,0,,0,Justin Gerrard,2ce8233b-c5bd-4be0-86c6-a17021b071ee
159,Adaptable Infusion Device,1,,,Artifact,,0,,"<b>Deploy</b> - Choose a Standard resource in your deck. Gain the thresholds it provides.<p><p>[(4)], Sacrifice this [ARROWR] Draw a card.",,,sof,,c,0,0,0,2,0,1,1,0,0,0,0,0,,0,Steven Donegani,cbf1f848-d447-4914-8daa-c5a9b726595e
160,Angel,5,D,D,Troop,Avatar,0,,<b>Flight</b>,4,4,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Michael Komarck,754c0605-1109-4f85-8471-772827daa8c7
161,Angelic Ascension,5,D,DD,Quick Action,,0,,Transform target troop into an <b>Angel</b>.,,,sof,,u,0,0,0,104,0,1,1,0,0,0,0,0,,0,Reynan Sanchez,76cf86bb-6737-4ca3-8717-865edbdaae3f
162,Archmage Wrenlocke,4,S,SS,Troop,Human Mage,1,Ardent,"When you play an action, draw a card.",3,3,sof,,l,0,0,0,224,0,1,1,0,0,0,0,0,,0,Xia Taptara,e40559d0-ca0d-48ce-a25c-a335e4442666
163,Assault Bot,4,,,"Artifact, Troop",Robot,0,,,4,2,sof,,c,0,0,0,4,0,1,1,0,0,0,0,0,,0,Jeremy Love,4af069b0-ba22-45cc-bdeb-18175abc2b4e
164,Blood Cauldron Ritualist,3,B,B,Troop,Shin'hare Warlock,0,Underworld,Sacrifice another troop [ARROWR] This becomes 5[ATK]/5[DEF] this turn.,1,1,sof,,c,0,0,0,45,0,1,1,0,0,0,0,0,,0,Ellis Q Clark,e316b8e3-e828-4475-9494-d2de482dfdab
165,Blood Savant,2,B,B,Troop,Necrotic Warlock,0,Underworld,[BLOOD][BLOOD][BLOOD]: [BASIC] [(1)] [ARROWR] This gets +1[ATK]/+1[DEF] this turn.,0,1,sof,,u,0,0,0,46,0,1,1,0,0,0,0,0,,0,Rogier van de Beek,c190125e-830f-4993-a098-c0b48cf6163e
166,Captain of the Dragon Guard,6,D,DD,Troop,Human Warlock,0,Ardent,<b>Deploy</b> - You may put target troop in your crypt on top of your deck. That troop gets +1[ATK]/+1[DEF].,4,4,sof,,c,0,0,0,109,0,1,1,0,0,0,0,0,,0,Jeremy Wilson,548aadae-036a-4c19-8e06-10dd8a834ea0
167,Chest'O Hex,2,,,Artifact,,1,,"[(1)], [ACT] [ARROWR] Add a treasure counter to Chest'O Hex.<p><p>[(5)], [ACT], Remove all treasure counters from this and sacrifice it [ARROWR] Create a random card for each treasure counter removed this way and put them into your hand.",,,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Robb Mommaerts,54188c0e-42d5-4770-8b2d-196aaffcb4fd
169,Chimera Guard Outrider,4,D,D,Troop,Human Warrior,0,Ardent,"When this attacks, it gets +[ATK] equal to this troop's [DEF] this turn.",0,4,sof,,u,0,0,0,110,0,1,1,0,0,0,0,0,,0,Velvet Engine,9d5b36f9-6dda-4699-8aea-ad0a908ba2e1
170,Chronic Madness,1,S,S,Basic Action,,0,,Bury the top <b>4</b> cards of target champion's deck.<p><b>Escalation</b>.,,,sof,,r,0,0,0,231,0,1,1,0,1993,0,0,0,,0,Anders Finer,b717f238-7488-46fd-82a6-0d7f2efc9623
171,Axe Bot,4,,,"Artifact, Troop",Robot,0,,<b>Deathcry</b> - Target troop you control gets +2[ATK]/+0[DEF].,2,2,sof,,c,0,0,0,5,0,1,1,0,0,0,0,0,,0,Jeremy Love,9c0ad719-2ca8-4e85-b428-6d4d487db971
172,Command Tower,3,,,Artifact,,0,,Troops you control have +1[ATK]/+0[DEF].,,,sof,,u,0,0,0,11,0,1,1,0,0,0,0,0,,0,Anton Kokarev,171dc660-b8b1-49cf-981d-1de17e8e2478
173,Construction Plans: Ingenuity Engine,2,,,Artifact,Plans,0,,"Exhaust one or more Dwarves and/or Robots you control [ARROWR] Add a construction counter to this for each troop exhausted this way. Then, if there are ten or more, remove them all, exhaust this, and transform this into an <b>Ingenuity Engine</b>.",,,sof,,r,0,0,0,12,0,1,1,0,0,0,0,0,,0,Steven Stahlberg,82623da8-02c8-4743-ae26-fc72455b2685
174,Darkspire Enforcer,3,B,B,Troop,Orc Rogue,0,Ardent,,3,2,sof,,c,0,0,0,56,0,1,1,0,0,0,0,0,,0,Anders Finer,d790e8b9-a000-475e-8350-d11be117d6bc
175,Dream Dance,2,S,S,Basic Action,,0,,"Troops in your deck get ""<b>Deploy</b> - Draw a card. Choose and discard a card.""",,,sof,,r,0,0,0,237,0,1,1,0,0,0,0,0,,0,Ludo Lullabi,7c331255-ce89-4b12-ae14-6146644c1cde
176,Dwarven Turbine,1,,,Artifact,Engine,0,,"[(1)], [ACT] [ARROWR] Ready another target artifact.",,,sof,,u,0,0,0,18,0,1,1,0,0,0,0,0,,0,Steven Stahlberg,8a2e9305-86a1-42b1-9bfc-2d75b08811c0
177,Emberspire Witch,2,R,RR,Troop,Witch,0,,<b>Swiftstrike</b><p><p>Champions can't gain health.,2,2,sof,,r,0,0,0,179,0,1,1,0,0,0,0,0,,0,Jason Engle,ecc1fc8b-a86c-4330-908a-e15ba445f2f0
178,Eternal Youth,3,D,DD,Basic Action,,0,,Gain <b>4</b> health.<p><b>Escalation</b>.,,,sof,,r,0,0,0,113,0,1,1,0,0,0,0,0,,0,Kieran Yanner,ec78ce90-4343-4e2f-a1b9-acadee12c2b0
179,Fang of the Mountain God,1,B,B,Troop,Orc Warrior,0,Ardent,"At the start of your turn, this deals 1 damage to you.",2,2,sof,,u,0,0,0,62,0,1,1,0,0,0,0,0,,0,Rogier van de Beek,c30e0f73-034f-4798-93f6-e676433abe84
180,Furious Taskmaster,2,R,R,Troop,Orc Cleric,0,Ardent,[(1)] [ARROWR] Target Orc you control gets <b>Speed</b> this turn.,2,2,sof,,u,0,0,0,181,0,1,1,0,0,0,0,0,,0,Robbie Trevino,1c0b0ad3-812d-49e3-8ff8-a57bc326927a
183,Heavy Welding Bot,6,,,"Artifact, Troop",Robot,0,,<b>Deploy</b> - Put target artifact with cost [(1)] or less from your crypt into play.,4,5,sof,,c,0,0,0,23,0,1,1,0,0,0,0,0,,0,Concept Art House,8de67cf5-5538-4fa2-93ce-8fe77b02fd64
184,Hex Engine,4,,,Artifact,Engine,0,,[ACT] [ARROWR] Gain [L2][R0].,,,sof,,u,0,0,0,24,0,1,1,0,535,0,0,0,,0,Alan Pollack,e3a05d16-7ee2-4fc2-9dea-c2e3cd28a8e8
185,Ingenuity Engine,2,,,Artifact,Engine,0,,[ACT] [ARROWR] Summon a random artifact.,,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Steven Stahlberg,ca74a0ba-79d6-4a77-ab84-35d0e98abe23
186,Ivory Pawn,2,,,Artifact,,0,,[ACT] [ARROWR] Gain 1 health.,,,sof,,c,0,0,0,27,0,1,1,0,0,0,0,0,,0,Alan Pollack,0f21cc07-670b-4875-933e-882bdc0d31d1
187,Mayor Galway,3,D,DD,Troop,Human,1,Ardent,Other Humans you control have +1[ATK]/+1[DEF].,2,2,ai,,e,1,1,0,18,0,1,0,0,0,0,0,0,,1,Filip Acovic,8ce99699-7558-4156-b1bf-91fef2793f6a
188,Misfortune,5,B,BB,Basic Action,,0,,"Deal 2 damage to each opposing champion, and they each choose and discard two cards.",,,sof,,c,0,0,0,76,0,1,1,0,0,5599,0,0,,0,Velvet Engine,e43d9a57-2516-4748-98e1-034a24380d19
189,Ninja Training,0,B,BB,Quick Action,,0,,"[BLOOD][BLOOD], Once per turn: [(2)], Reveal this from your hand [ARROWR] Target attacking troop gets -1[ATK]/-1[DEF] this turn. This gets cost +[(1)].",,,kickstarter,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,Kieran Yanner,b9feebf7-8c0c-41fc-a29d-c143fc8fb086
190,Oracle Song,3,S,S,Basic Action,,0,,Target champion draws 2 cards.,,,sof,,c,0,0,0,254,0,1,1,0,0,5635,0,0,,0,Alan Pollack,1ad1e06f-5fa3-4d0a-9716-14c39c551b2e
191,Phoenix Guard Aeronaut,5,D,D,Troop,Human Mage,0,Ardent,<b>SOCKETABLE MINOR</b><p><p><b>Flight</b>,3,2,sof,,u,0,0,1,137,0,1,1,0,0,0,0,0,,0,Justin Gerrard,7fa4370a-ab43-438e-b4b8-d693a494569e
192,Princess Cory,6,D,DD,Troop,Human Princess,1,Ardent,"If Princess Cory is in your opening hand, he gets +6[ATK]/+6[DEF].<p><p>When Princess Cory deals damage to an opposing champion, summon a random legendary troop for each damage dealt.",1,1,kickstarter,,l,1,0,0,0,0,1,1,0,0,0,0,0,,0,Robb Mommaerts,c91fe44d-b480-49b7-9c68-e0ac84dee81d
