databaseId	name	imageUrl	cardBack	type	set	rarity	cost	keywords	inspiration	stage	subtitle	text	loadGroupId
BP02-SR04	Applejack (BP02 7)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP027.jpg	default	Character	BP02	SR	1	Earth Pony / Applejack	2			|Appear| If there are 5 or more Scenes in your Scene Area, choose 1 face-down Scene in your Scene Area, turn it up.	playerNDeck
BP02-SR05	Rainbow Dash (BP02 7)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP027.jpg	default	Character	BP02	SR	6	Pegasus / Rainbow Dash	6			|Farewell| If there is no Character in your Adventure Area, choose 1 Character with Inspiration 6 or more in Rival's Adventure Area to Retire.	playerNDeck
BP02-SR06	Rarity (BP02 7)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP027.jpg	default	Character	BP02	SR	2	Unicorn / Rarity	2			|Appear| Choose 1 Character in your Adventure Area, it gets +1 Inspiration for each Unicorn in your Adventure Area until the end of turn.	playerNDeck
BP02-SR07	Spike (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-SpikeBP023.jpg	default	Character	BP02	SR	7	Dragon / Spike	6			|Appear| If Rival has more Plans than you in Story Area, move 1 Hand to Story Area, it becomes the Plan.	playerNDeck
BP02-SR08	Discord (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-DiscordBP022.jpg	default	Character	BP02	SR	6	Draconequis / Discord / Villian	5			|Farewell| Choose 1 Plan in Rival's Story Area, Remove it.	playerNDeck
BP02-SR09	Apple Bloom (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-AppleBloomBP022.jpg	default	Character	BP02	SR	3	Earth Pony / Apple Bloom	3			|Adventure| This Character gets +1 Inspiration for each <Earth Pony> in your Adventure Area.	playerNDeck
BP02-SR10	Sweetie Belle (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-SweetieBelleBP022.jpg	default	Character	BP02	SR	3	Unicorn / Sweetie Belle	3			|Adventure| This Character gets +1 Inspiration for each <Unicorn> in your Adventure Area.	playerNDeck
BP02-SR11	Scootaloo (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-ScootalooBP022.jpg	default	Character	BP02	SR	3	Pegasus / Scootaloo	3			|Adventure| This Character gets +1 Inspiration for each <Pegasus> in your Adventure Area.	playerNDeck
BP02-SR12	Daring Do (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-DaringDoBP021.jpg	default	Character	BP02	SR	6	Pegasus / Daring Do	5			|Farewell| Reveal the top 3 cards of your Scene Deck, choose 1 Scene from them, add it to Scene Area face-up, tap it, move the rest to the bottom of the Scene Deck.	playerNDeck
BP02-SR13	Philomena (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-PhilomenaBP021.jpg	default	Character	BP02	SR	6	Phoenix / Philomena / Pet	5			|Farewell| Choose 1 <Pheonix> with Cost of Force of Harmony 5 or less in your Retirement Area, move it to Adventure Area.	playerNDeck
BP02-SR14	Big McIntosh (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-BigMcIntoshBP021.jpg	default	Character	BP02	SR	4	Earth Pony / Big McIntosh	4			|Appear| If there is any other <Earth Pony> in your Adventure Area, choose 2 face-down Scenes in your Scene Area, turn them up.	playerNDeck
BP02-U01	Twilight Sparkle (BP02 8)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP028.jpg	default	Character	BP02	U	9	Unicorn / Twilight Sparkle	8			This Character gets -1 Cost of Force of Harmony when played from Hand for each Plan in your Story Area.	playerNDeck
BP02-U02	Twilight Sparkle (BP02 9)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP029.jpg	default	Character	BP02	U	4	Unicorn / Twilight Sparkle	6				playerNDeck
BP02-U03	Fluttershy (BP02 8)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP028.jpg	default	Character	BP02	U	4	Pegasus / Fluttershy	5			|Appear| If there is any <Pet> in your Retirement Area, choose 1 <Pegasus> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
BP02-U04	Fluttershy (BP02 9)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP029.jpg	default	Character	BP02	U	2	Pegasus / Fluttershy	4				playerNDeck
BP02-U05	Pinkie Pie (BP02 8)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP028.jpg	default	Character	BP02	U	3	Earth Pony / Pinkie Pie	4			|Appear| Choose 1 face-up Scene in Rival's Scene Area, turn it down.	playerNDeck
BP02-U06	Pinkie Pie (BP02 9)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP029.jpg	default	Character	BP02	U	7	Earth Pony / Pinkie Pie	9				playerNDeck
BP02-U07	Applejack (BP02 8)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP028.jpg	default	Character	BP02	U	4	Earth Pony / Applejack	6			|Preplan| Choose 1 face-down Scene in your Scene Area, turn it up.	playerNDeck
BP02-U08	Applejack (BP02 9)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP029.jpg	default	Character	BP02	U	3	Earth Pony / Applejack	5				playerNDeck
BP02-U09	Rainbow Dash (BP02 8)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP028.jpg	default	Character	BP02	U	5	Pegasus / Rainbow Dash	6			|Adventure| This Character gets +1 Inspiration for each empty Slot in your Adventure Area.	playerNDeck
BP02-U10	Rainbow Dash (BP02 9)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP029.jpg	default	Character	BP02	U	7	Pegasus / Rainbow Dash	9				playerNDeck
BP02-U11	Rarity (BP02 8)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP028.jpg	default	Character	BP02	U	3	Unicorn / Rarity	4			|Adventure| When your Plan is Removed, this Character gets +1 Inspiration until the end of turn.	playerNDeck
BP02-U12	Rarity (BP02 9)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP029.jpg	default	Character	BP02	U	7	Unicorn / Rarity	9				playerNDeck
BP02-U13	Spike (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-SpikeBP024.jpg	default	Character	BP02	U	9	Dragon / Spike	8			This Character gets -1 Cost of Force of Harmony when played from Hand for each Plan in Rival's Story Area.	playerNDeck
BP02-U14	Apple Bloom (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-AppleBloomBP023.jpg	default	Character	BP02	U	5	Earth Pony / Apple Bloom	6			This Character gets -1 Cost of Force of Harmony when played from Hand for each <Sweetie Belle> or <Scootaloo> in your Adventure Area.	playerNDeck
BP02-U15	Sweetie Belle (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-SweetieBelleBP023.jpg	default	Character	BP02	U	5	Unicorn / Sweetie Belle	6			This Character gets -1 Cost of Force of Harmony when played from Hand for each <Apple Bloom> or <Scootaloo> in your Adventure Area.	playerNDeck
BP02-U16	Scootaloo (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-ScootalooBP023.jpg	default	Character	BP02	U	5	Pegasus / Scootaloo	6			This Character gets -1 Cost of Force of Harmony when played from Hand for each <Apple Bloom> or <Sweetie Belle> in your Adventure Area.	playerNDeck
BP02-U17	Discord (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-DiscordBP023.jpg	default	Character	BP02	U	4	Draconequis / Discord / Villian	4			|Farewell| Choose 1 Rival's Hand randomly, move it to Retirement Area.	playerNDeck
BP02-U18	Discord (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-DiscordBP024.jpg	default	Character	BP02	U	5	Draconequis / Discord / Villian	7			|Appear| Choose 1 Scene in Rival's Scene Area, move it to the bottom of Rival's Scene Deck, Rival adds 1 Scene.	playerNDeck
BP01-C25	The Ticket Master (I)	my-little-pony/bp01/MyLittlePony-BP01-TheTicketMasterI.jpg	default	Story	BP01	C			-	I	Two Tickets to the Gala	When promoted to this stage, draw 1 card.	playerNStoryDeck
BP01-C26	The Ticket Master (II)	my-little-pony/bp01/MyLittlePony-BP01-TheTicketMasterII.jpg	default	Story	BP01	C			-	II	Friends Frenzy	When promoted to this stage, choose 1 <Twilight Sparkle> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNStoryDeck
BP01-C27	The Ticket Master (III)	my-little-pony/bp01/MyLittlePony-BP01-TheTicketMasterIII.jpg	default	Story	BP01	C			-	III	All or None	When promoted to this stage, add 1 Scene.	playerNStoryDeck
BP01-C28	The Ticket Master (IV)	my-little-pony/bp01/MyLittlePony-BP01-TheTicketMasterIV.jpg	default	Story	BP01	C			-	IV	Wish Granted	When promoted to this stage, you win the game.	playerNStoryDeck
BP01-C29	Curing Philomena (I)	my-little-pony/bp01/MyLittlePony-BP01-CuringPhilomenaI.jpg	default	Story	BP01	C			-	I	A Very Sick Patient	When promoted to this stage, draw 1 card.	playerNStoryDeck
BP01-C30	Curing Philomena (II)	my-little-pony/bp01/MyLittlePony-BP01-CuringPhilomenaII.jpg	default	Story	BP01	C			-	II	Intensive Care	When promoted to this stage, choose 1 <Fluttershy> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNStoryDeck
BP01-C31	Curing Philomena (III)	my-little-pony/bp01/MyLittlePony-BP01-CuringPhilomenaIII.jpg	default	Story	BP01	C			-	III	Turning to Ash	When promoted to this stage, if there is any <Pet> in your Adventure Area, reveal the top 3 cards of the deck, choose 2 Characters from them, add them to Hand, move the rest to Retirement Area.	playerNStoryDeck
BP01-C32	Curing Philomena (IV)	my-little-pony/bp01/MyLittlePony-BP01-CuringPhilomenaIV.jpg	default	Story	BP01	C			-	IV	Rebirth	When promoted to this stage, you win the game.	playerNStoryDeck
BP01-C33	Party of One (I)	my-little-pony/bp01/MyLittlePony-BP01-PartyOfOneI.jpg	default	Story	BP01	C			-	I	Invitation Declined	When promoted to this stage, draw 1 card.	playerNStoryDeck
BP01-C34	Party of One (II)	my-little-pony/bp01/MyLittlePony-BP01-PartyOfOneII.jpg	default	Story	BP01	C			-	II	Something Fishy	When promoted to this stage, reveal the top 3 cards of the Deck, choose 1 Item from them, add it to Hand, move the rest to Retirement Area.	playerNStoryDeck
BP01-C35	Party of One (III)	my-little-pony/bp01/MyLittlePony-BP01-PartyOfOneIII.jpg	default	Story	BP01	C			-	III	Sad & Lonely Pinkie	When promoted to this stage, choose 1 Character in Rival's Adventure Area, it gets -3 Inspiration until the end of turn.	playerNStoryDeck
BP01-C36	Party of One (IV)	my-little-pony/bp01/MyLittlePony-BP01-PartyOfOneIV.jpg	default	Story	BP01	C			-	IV	Surprise Birthday Party	When promoted to this stage, you win the game.	playerNStoryDeck
BP01-C37	Over a Barrel (I)	my-little-pony/bp01/MyLittlePony-BP01-OverABarrelI.jpg	default	Story	BP01	C			-	I	Bedtime Story	When promoted to this stage, draw 1 card.	playerNStoryDeck
BP01-C38	Over a Barrel (II)	my-little-pony/bp01/MyLittlePony-BP01-OverABarrelII.jpg	default	Story	BP01	C			-	II	Train Heist	When promoted to this stage, all Characters in Rival's Adventure Area get -1 Inspiration until the end of turn.	playerNStoryDeck
BP01-C39	Over a Barrel (III)	my-little-pony/bp01/MyLittlePony-BP01-OverABarrelIII.jpg	default	Story	BP01	C			-	III	Tit for Tat	When promoted to this stage, choose 1 <Applejack> in your Adventure Area, it gets +4 Inspiration until the end of turn.	playerNStoryDeck
BP01-C40	Over a Barrel (IV)	my-little-pony/bp01/MyLittlePony-BP01-OverABarrelIV.jpg	default	Story	BP01	C			-	IV	Bury the Hatchet	When promoted to this stage, you win the game.	playerNStoryDeck
BP01-C41	Griffon the Brush Off (I)	my-little-pony/bp01/MyLittlePony-BP01-GriffonTheBrushOffI.jpg	default	Story	BP01	C			-	I	Old Pal Here	When promoted to this stage, draw 1 card.	playerNStoryDeck
BP01-C42	Griffon the Brush Off (II)	my-little-pony/bp01/MyLittlePony-BP01-GriffonTheBrushOffII.jpg	default	Story	BP01	C			-	II	Welcome Party	When promoted to this stage, choose 1 Character with Inspiration 6 or more in Rival's Adventure Area, it gets -3 Inspiration until the end of turn.	playerNStoryDeck
BP01-C43	Griffon the Brush Off (III)	my-little-pony/bp01/MyLittlePony-BP01-GriffonTheBrushOffIII.jpg	default	Story	BP01	C			-	III	Losing Her Temper	When promoted to this stage, choose 1 <Rainbow Dash> in your Adventure Area, it gets +4 inspiration until the end of turn.	playerNStoryDeck
BP01-C44	Griffon the Brush Off (IV)	my-little-pony/bp01/MyLittlePony-BP01-GriffonTheBrushOffIV.jpg	default	Story	BP01	C			-	IV	The Party Goes On	When promoted to this stage, you win the game.	playerNStoryDeck
BP01-C45	Suited for Success (I)	my-little-pony/bp01/MyLittlePony-BP01-SuitedForSuccessI.jpg	default	Story	BP01	C			-	I	Too Much Advice	When promoted to this stage, draw 1 card.	playerNStoryDeck
BP01-C46	Suited for Success (II)	my-little-pony/bp01/MyLittlePony-BP01-SuitedForSuccessII.jpg	default	Story	BP01	C			-	II	Fashion Flops	When promoted to this stage, choose 1 <Rarity> in your Retirement Area, add it to hand.	playerNStoryDeck
BP01-C47	Suited for Success (III)	my-little-pony/bp01/MyLittlePony-BP01-SuitedForSuccessIII.jpg	default	Story	BP01	C			-	III	First Edition	When promoted to this stage, choose 1 Character with Inspiration 4 or less in Rival's Adventure Area to Retire.	playerNStoryDeck
BP01-C48	Suited for Success (IV)	my-little-pony/bp01/MyLittlePony-BP01-SuitedForSuccessIV.jpg	default	Story	BP01	C			-	IV	Suited Up!	When promoted to this stage, you win the game.	playerNStoryDeck
SD01A-C06	Searching for Elements of Harmony (I)	my-little-pony/sd01/MyLittlePony-SD01-SearchingForElementsOfHarmonyI.jpg	default	Story	SD01	C			-	I	Consulting the Guide	When promoted to this stage, draw 1 card.	playerNStoryDeck
SD01A-C07	Searching for Elements of Harmony (II)	my-little-pony/sd01/MyLittlePony-SD01-SearchingForElementsOfHarmonyII.jpg	default	Story	SD01	C			-	II	Through the Everfree Forest	When promoted to this stage, draw 2 cards, discard 1 card.	playerNStoryDeck
SD01A-C08	Searching for Elements of Harmony (III)	my-little-pony/sd01/MyLittlePony-SD01-SearchingForElementsOfHarmonyIII.jpg	default	Story	SD01	C			-	III	Facing Nightmare Moon	When promoted to this stage, choose 1 Event in your Retirement Area, add it to Hand.	playerNStoryDeck
SD01A-C09	Searching for Elements of Harmony (IV)	my-little-pony/sd01/MyLittlePony-SD01-SearchingForElementsOfHarmonyIV.jpg	default	Story	SD01	C			-	IV	Igniting the Sixth Element	When promoted to this stage, you win the game.	playerNStoryDeck
SD01B-C06	Dragonshy (I)	my-little-pony/sd01/MyLittlePony-SD01-DragonshyI.jpg	default	Story	SD01	C			-	I	Ominous Black Smoke	When promoted to this stage, draw 1 card.	playerNStoryDeck
SD01B-C07	Dragonshy (II)	my-little-pony/sd01/MyLittlePony-SD01-DragonshyII.jpg	default	Story	SD01	C			-	II	Towards the Cliff	When promoted to this stage, choose 1 Character in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNStoryDeck
SD01B-C08	Dragonshy (III)	my-little-pony/sd01/MyLittlePony-SD01-DragonshyIII.jpg	default	Story	SD01	C			-	III	Over the Gorge	When promoted to this stage, choose 1 <Pet> in your Retirement Area, add it to Hand.	playerNStoryDeck
SD01B-C09	Dragonshy (IV)	my-little-pony/sd01/MyLittlePony-SD01-DragonshyIV.jpg	default	Story	SD01	C			-	IV	Facing the Dragon	When promoted to this stage, you win the game.	playerNStoryDeck
SD01C-C06	Feeling Pinkie Keen (I)	my-little-pony/sd01/MyLittlePony-SD01-FeelingPinkieKeenI.jpg	default	Story	SD01	C			-	I	The Prediction	When promoted to this stage, draw 1 card.	playerNStoryDeck
SD01C-C07	Feeling Pinkie Keen (II)	my-little-pony/sd01/MyLittlePony-SD01-FeelingPinkieKeenII.jpg	default	Story	SD01	C			-	II	The Giant Hydra	When promoted to this stage, choose 1 Character in Rival's Adventure Area, it gets -2 Inspiration until the end of turn.	playerNStoryDeck
SD01C-C08	Feeling Pinkie Keen (III)	my-little-pony/sd01/MyLittlePony-SD01-FeelingPinkieKeenIII.jpg	default	Story	SD01	C			-	III	Crisis Averted	When promoted to this stage, choose 1 Item in your Retirement Area, add it to Hand.	playerNStoryDeck
SD01C-C09	Feeling Pinkie Keen (IV)	my-little-pony/sd01/MyLittlePony-SD01-FeelingPinkieKeenIV.jpg	default	Story	SD01	C			-	IV	The Real Doozy	When promoted to this stage, you win the game.	playerNStoryDeck
SD01D-C06	Applebuck Season (I)	my-little-pony/sd01/MyLittlePony-SD01-ApplebuckSeasonI.jpg	default	Story	SD01	C			-	I	Harvest of One	When promoted to this stage, draw 1 card.	playerNStoryDeck
SD01D-C07	Applebuck Season (II)	my-little-pony/sd01/MyLittlePony-SD01-ApplebuckSeasonII.jpg	default	Story	SD01	C			-	II	Stubborn Applejack	When promoted to this stage, choose 1 Scene in your Scene Area, untap it.	playerNStoryDeck
SD01D-C08	Applebuck Season (III)	my-little-pony/sd01/MyLittlePony-SD01-ApplebuckSeasonIII.jpg	default	Story	SD01	C			-	III	Asking for Help	When promoted to this stage, choose 1 <Applejack> in your Retirement Area, add it to Hand.	playerNStoryDeck
SD01D-C09	Applebuck Season (IV)	my-little-pony/sd01/MyLittlePony-SD01-ApplebuckSeasonIV.jpg	default	Story	SD01	C			-	IV	Appreciation and Apology	When promoted to this stage, you win the game.	playerNStoryDeck
SD01E-C06	The Best Young Flyer (I)	my-little-pony/sd01/MyLittlePony-SD01-TheBestYoungFlyerI.jpg	default	Story	SD01	C			-	I	Anxious Rainbow Dash	When promoted to this stage, draw 1 card.	playerNStoryDeck
SD01E-C07	The Best Young Flyer (II)	my-little-pony/sd01/MyLittlePony-SD01-TheBestYoungFlyerII.jpg	default	Story	SD01	C			-	II	The Competition	When promoted to this stage, choose 1 Character with Inspiration 2 or less in Rival's Adventure Area to Retire.	playerNStoryDeck
SD01E-C08	The Best Young Flyer (III)	my-little-pony/sd01/MyLittlePony-SD01-TheBestYoungFlyerIII.jpg	default	Story	SD01	C			-	III	Sonic RainBoom	When promoted to this stage, choose 1 <Rainbow Dash> in your Retirement Area, add it to Hand.	playerNStoryDeck
SD01E-C09	The Best Young Flyer (IV)	my-little-pony/sd01/MyLittlePony-SD01-TheBestYoungFlyerIV.jpg	default	Story	SD01	C			-	IV	Grand Prize	When promoted to this stage, you win the game.	playerNStoryDeck
SD01F-C06	A Dog and Pony Show (I)	my-little-pony/sd01/MyLittlePony-SD01-ADogAndPonyShowI.jpg	default	Story	SD01	C			-	I	Hunt for Gems	When promoted to this stage, draw 1 card.	playerNStoryDeck
SD01F-C07	A Dog and Pony Show (II)	my-little-pony/sd01/MyLittlePony-SD01-ADogAndPonyShowII.jpg	default	Story	SD01	C			-	II	Rarity Gets Ponynapped	When promoted to this stage, all Characters in your Adventure Area get +1 Inspiration until the end of turn.	playerNStoryDeck
SD01F-C08	A Dog and Pony Show (III)	my-little-pony/sd01/MyLittlePony-SD01-ADogAndPonyShowIII.jpg	default	Story	SD01	C			-	III	Outwitting the Hounds	When promoted to this stage, choose 1 <Rarity> in your Retirement Area, add it to hand.	playerNStoryDeck
SD01F-C09	A Dog and Pony Show (IV)	my-little-pony/sd01/MyLittlePony-SD01-ADogAndPonyShowIV.jpg	default	Story	SD01	C			-	IV	Back with Full Load	When promoted to this stage, you win the game.	playerNStoryDeck
BP02-C25	Lesson Zero (I)	my-little-pony/bp02/MyLittlePony-BP02-LessonZeroI.jpg	default	Story	BP02	C			-	I	Deadline Dilemma	When promoted to this stage, draw 1 card, discard 1 card.	playerNStoryDeck
BP02-C26	Lesson Zero (II)	my-little-pony/bp02/MyLittlePony-BP02-LessonZeroII.jpg	default	Story	BP02	C			-	II	A Desperate Situation	When promoted to this stage, choose 1 <Unicorn> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNStoryDeck
BP02-C27	Lesson Zero (III)	my-little-pony/bp02/MyLittlePony-BP02-LessonZeroIII.jpg	default	Story	BP02	C			-	III	The Wrong Solution	When promoted to this stage, reveal the top 3 cards of the Deck, choose 1 <Unicorn> from them, add it to Hand, move the rest to Retirement Area.	playerNStoryDeck
BP02-C28	Lesson Zero (IV)	my-little-pony/bp02/MyLittlePony-BP02-LessonZeroIV.jpg	default	Story	BP02	C			-	IV	A Lesson Learned	When promoted to this stage, you win the game.	playerNStoryDeck
BP02-C29	Hurricane Fluttershy (I)	my-little-pony/bp02/MyLittlePony-BP02-HurricaneFluttershyI.jpg	default	Story	BP02	C			-	I	Sick Day	When promoted to this stage, choose 1 Character in Rival's Adventure Area, it gets -1 Inspiration until the end of turn.	playerNStoryDeck
BP02-C30	Hurricane Fluttershy (II)	my-little-pony/bp02/MyLittlePony-BP02-HurricaneFluttershyII.jpg	default	Story	BP02	C			-	II	Flight Training	When promoted to this stage, you can choose 1 <Pegasus> in your Adventure Area, Move it to an empty Slot in your Adventure Area.	playerNStoryDeck
BP02-C31	Hurricane Fluttershy (III)	my-little-pony/bp02/MyLittlePony-BP02-HurricaneFluttershyIII.jpg	default	Story	BP02	C			-	III	A Step Further	When promoted to this stage, draw 1 card for each Character in your Adventure Area.	playerNStoryDeck
BP02-C32	Hurricane Fluttershy (IV)	my-little-pony/bp02/MyLittlePony-BP02-HurricaneFluttershyIV.jpg	default	Story	BP02	C			-	IV	No.1 Flyer	When promoted to this stage, you win the game.	playerNStoryDeck
BP02-C33	Baby Cakes (I)	my-little-pony/bp02/MyLittlePony-BP02-BabyCakesI.jpg	default	Story	BP02	C			-	I	Leave It to Pinkie!	When promoted to this stage, choose 1 face-up Scene in each Scene Area, turn them down.	playerNStoryDeck
BP02-C34	Baby Cakes (II)	my-little-pony/bp02/MyLittlePony-BP02-BabyCakesII.jpg	default	Story	BP02	C			-	II	Under "Control"	When promoted to this stage, if there is any <Earth Pony> in your Adventure Area, choose 1 Item in your Retirement Area, add it to Hand.	playerNStoryDeck
BP02-C35	Baby Cakes (III)	my-little-pony/bp02/MyLittlePony-BP02-BabyCakesIII.jpg	default	Story	BP02	C			-	III	Little Big Trouble	When promoted to this stage, if there is any Character adorned with an Item in your Adventure Area, choose 1 Character in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNStoryDeck
BP02-C36	Baby Cakes (IV)	my-little-pony/bp02/MyLittlePony-BP02-BabyCakesIV.jpg	default	Story	BP02	C			-	IV	Fast Asleep	When promoted to this stage, you win the game.	playerNStoryDeck
BP02-C37	The Last Roundup (I)	my-little-pony/bp02/MyLittlePony-BP02-TheLastRoundupI.jpg	default	Story	BP02	C			-	I	To the Rodeo	When promoted to this stage, choose 1 Character in your Adventure Area, it gets +1 Inspiration until the end of turn.	playerNStoryDeck
BP02-C38	The Last Roundup (II)	my-little-pony/bp02/MyLittlePony-BP02-TheLastRoundupII.jpg	default	Story	BP02	C			-	II	No Return	When promoted to this stage, if there is any <Earth Pony> in your Adventure Area, choose 1 face-down Scene in your Scene Area, turn it up.	playerNStoryDeck
BP02-C39	The Last Roundup (III)	my-little-pony/bp02/MyLittlePony-BP02-TheLastRoundupIII.jpg	default	Story	BP02	C			-	III	Her Lips Are Sealed	When promoted to this stage, add 1 Scene.	playerNStoryDeck
BP02-C40	The Last Roundup (IV)	my-little-pony/bp02/MyLittlePony-BP02-TheLastRoundupIV.jpg	default	Story	BP02	C			-	IV	You are still No.1!	When promoted to this stage, you win the game.	playerNStoryDeck
BP02-C41	May the Best Pet Win! (I)	my-little-pony/bp02/MyLittlePony-BP02-MayTheBestPetWinI.jpg	default	Story	BP02	C			-	I	So Many Choices	When promoted to this stage, choose 1 <Pet> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNStoryDeck
BP02-C42	May the Best Pet Win! (II)	my-little-pony/bp02/MyLittlePony-BP02-MayTheBestPetWinII.jpg	default	Story	BP02	C			-	II	Pet Contest	When promoted to this stage, choose 1 <Pet> in your Adventure Area, it gets +1 Inspiration until the end of turn, Move it to an empty Slot in your Adventure Area.	playerNStoryDeck
BP02-C43	May the Best Pet Win! (IIII)	my-little-pony/bp02/MyLittlePony-BP02-MayTheBestPetWinIIII.jpg	default	Story	BP02	C			-	III	The Accident	When promoted to this stage, draw 2 cards.	playerNStoryDeck
BP02-C44	May the Best Pet Win! (IV)	my-little-pony/bp02/MyLittlePony-BP02-MayTheBestPetWinIV.jpg	default	Story	BP02	C			-	IV	Tank's Tenacity	When promoted to this stage, you win the game.	playerNStoryDeck
BP02-C45	Sweet and Elite (I)	my-little-pony/bp02/MyLittlePony-BP02-SweetAndEliteI.jpg	default	Story	BP02	C			-	I	A Newcomer	When promoted to this stage, draw 1 card.	playerNStoryDeck
BP02-C46	Sweet and Elite (II)	my-little-pony/bp02/MyLittlePony-BP02-SweetAndEliteII.jpg	default	Story	BP02	C			-	II	The Hot Spot	When promoted to this stage, Look at each Plan in your Story Area, then return them in any order.	playerNStoryDeck
BP02-C47	Sweet and Elite (III)	my-little-pony/bp02/MyLittlePony-BP02-SweetAndEliteIII.jpg	default	Story	BP02	C			-	III	Double Booked	When promoted to this stage, choose 1 <Unicorn> in your Retirement Area, add it to Hand.	playerNStoryDeck
BP02-C48	Sweet and Elite (IV)	my-little-pony/bp02/MyLittlePony-BP02-SweetAndEliteIV.jpg	default	Story	BP02	C			-	IV	Best Friends Ever	When promoted to this stage, you win the game.	playerNStoryDeck
BP01-RR01	Twilight Sparkle (BP01 MC)	my-little-pony/bp01/MyLittlePony-BP01-TwilightSparkleBP01MC.jpg	default	Main Character	BP01	RR	-	-	-				playerNMC
BP01-RR01star	Twilight Sparkle (BP01 MC*)	my-little-pony/bp01/MyLittlePony-BP01-TwilightSparkleBP01MC-2.jpg	default	Main Character	BP01	RR*	-	-	-				playerNMC
BP01-RR02	Fluttershy (BP01 MC)	my-little-pony/bp01/MyLittlePony-BP01-FluttershyBP01MC.jpg	default	Main Character	BP01	RR	-	-	-				playerNMC
BP01-RR02star	Fluttershy (BP01 MC*)	my-little-pony/bp01/MyLittlePony-BP01-FluttershyBP01MC-2.jpg	default	Main Character	BP01	RR*	-	-	-				playerNMC
BP01-RR03	Pinkie Pie (BP01 MC)	my-little-pony/bp01/MyLittlePony-BP01-PinkiePieBP01MC.jpg	default	Main Character	BP01	RR	-	-	-				playerNMC
BP01-RR03star	Pinkie Pie (BP01 MC*)	my-little-pony/bp01/MyLittlePony-BP01-PinkiePieBP01MC-2.jpg	default	Main Character	BP01	RR*	-	-	-				playerNMC
BP01-RR04	Applejack (BP01 MC)	my-little-pony/bp01/MyLittlePony-BP01-ApplejackBP01MC.jpg	default	Main Character	BP01	RR	-	-	-				playerNMC
BP01-RR04star	Applejack (BP01 MC*)	my-little-pony/bp01/MyLittlePony-BP01-ApplejackBP01MC-2.jpg	default	Main Character	BP01	RR*	-	-	-				playerNMC
BP01-RR05	Rainbow Dash (BP01 MC)	my-little-pony/bp01/MyLittlePony-BP01-RainbowDashBP01MC.jpg	default	Main Character	BP01	RR	-	-	-				playerNMC
BP01-RR05star	Rainbow Dash (BP01 MC*)	my-little-pony/bp01/MyLittlePony-BP01-RainbowDashBP01MC-2.jpg	default	Main Character	BP01	RR*	-	-	-				playerNMC
BP01-RR06	Rarity (BP01 MC)	my-little-pony/bp01/MyLittlePony-BP01-RarityBP01MC.jpg	default	Main Character	BP01	RR	-	-	-				playerNMC
BP01-RR06star	Rarity (BP01 MC*)	my-little-pony/bp01/MyLittlePony-BP01-RarityBP01MC-2.jpg	default	Main Character	BP01	RR*	-	-	-				playerNMC
SD01-RR01	Twilight Sparkle (SD01 MC)	my-little-pony/sd01/MyLittlePony-SD01-TwilightSparkleSD01MC.jpg	default	Main Character	SD01	RR	-	-	-				playerNMC
SD01-RR01star	Twilight Sparkle (SD01 MC*)	my-little-pony/sd01/MyLittlePony-SD01-TwilightSparkleSD01MC-2.jpg	default	Main Character	SD01	RR*	-	-	-				playerNMC
