databaseId	name	imageUrl	cardBack	type	set	class	race	skills	homeSite	mind	influence	gi	prowess	body	strikes	playable	mp	sp	magic	specific	corruption	region	sitePath	draw	opponentDraw	rarity	text	loadGroupId
AgainstShadow_NurniagCamp	Nurniag Camp	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-NurniagCamp.jpg	default	Hero Site	AgainstShadow	{S}										Information, Items (minor, major)						Nurn	{w}{f}{c}{w}{s}	3	5	U2	Nearest Haven: Edhellond. Automatic-attacks: Men - 4 strikes with 7 prowess.	playerNLocationDeck
AgainstShadow_Raiderhold	Raider-hold	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-RaiderHold.jpg	default	Hero Site	AgainstShadow	{B}										Items (minor, major)						Horse Plains	{w}{s}{s}{s}	3	4	U2	Nearest Haven: Lorien. Automatic-attacks: Men - 4 strikes with 9 prowess (detainment).	playerNLocationDeck
AgainstShadow_TheWorthyHills	The Worthy Hills	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-TheWorthyHills.jpg	default	Hero Site	AgainstShadow	{R}										Information						Cardolan	{w}{w}	1	2	U2	Nearest Haven: Rivendell. Automatic-attacks: Men - each character faces 1 strike at 9 (detainment). Special: You may tap a sage and a scout during the site phase to untap this site.	playerNLocationDeck
AgainstShadow_Burat	Burat	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Burat.jpg	default	Minion Character	AgainstShadow		Troll	Warrior/Ranger	Any Ruins and Lairs	4	0		5	8			1									U2	"Unique. Manifestation of ""Bert"". May not be included with a starting company. May be played on the same turn Tuma and/or Wuluag is played. Discard on a body check result of 8. +1 prowess against Dwarves. Tap Burat to untap Tuma or Wuluag if at same site. If Tuma and/or Wuluag is in his company, Burat's mind is reduced by one."	playerNDeck
AgainstShadow_Mauhur	Mauhur	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Mauhur.jpg	default	Minion Character	AgainstShadow		Orc	Warrior	Dol Guldur	5	0		6	9			2									R2	Unique. Leader. Warrior Orc. Discard on a body check result of 9. +2 DI against Orcs and Orc factions.	playerNDeck
AgainstShadow_Mionid	Mionid	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Mionid.jpg	default	Minion Character	AgainstShadow		Man	Warrior/Ranger	Variag Camp	4	0		5	8			1									U2	Unique. Warrior/Ranger Man. +2 DI against any faction playable at Variag Camp.	playerNDeck
AgainstShadow_Perchen	Perchen	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Perchen.jpg	default	Minion Character	AgainstShadow		Man	Scout/Diplomat	Dunnish Clan-hold	5	2		3	9			2									U2	Unique. Scout/Diplomat Man. +3 DI against any faction playable at Dunnish Clan-hold.	playerNDeck
AgainstShadow_Tuma	Tuma	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Tuma.jpg	default	Minion Character	AgainstShadow		Troll	Warrior	Any Ruins and Lairs	4	0		6	8			1									U2	"Unique. Manifestation of ""Tom"". Warrior Troll. May not be included with a starting company. May be played on the same turn Burat and/or Wuluag is played. Discard on a body check result of 8. +1 prowess against Dwarves. Tap Tuma to untap Burat or Wuluag if at same site. If Burat and/or Wuluag is in his company, Tuma's mind is reduced by one."	playerNDeck
AgainstShadow_Wuluag	Wuluag	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Wuluag.jpg	default	Minion Character	AgainstShadow		Troll	Warrior/Scout	Any Ruins and Lairs	4	0		5	8			1									U2	"Unique. Manifestation of ""William"". Warrior/Scout Troll. May not be included with a starting company. May be played on the same turn Tuma and/or Burat is played. Discard on a body check result of 8. +1 prowess against Dwarves. Tap Wuluag to untap Tuma or Burat if at same site. If Tuma and/or Burat is in his company, Wuluag's mind is reduced by one."	playerNDeck
AgainstShadow_AbovetheAbyss	Above the Abyss	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-AboveTheAbyss.jpg	default	Minion Resource	AgainstShadow	Short-event																				C3	Playable on a tapped non-Ringwraith character if your opponent is a Wizard and your Ringwraith is in play. Untap target character.	playerNDeck
AgainstShadow_AncientBlackAxe	Ancient Black Axe	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-AncientBlackAxe.jpg	default	Minion Resource	AgainstShadow	Special Item											4				4					R2	"Unique. Weapon. Playable at any Under-deeps Shadow-hold [{S}]. +2 DI. Warrior only: +3 prowess (to a maximum of 11); -1 to strike's body; tap item to make a character at site automatically pass a corruption check (bearer makes a corruption check)."	playerNDeck
AgainstShadow_Angmarim2	Angmarim	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Angmarim-2.jpg	default	Minion Resource	AgainstShadow	Faction	Man										1									R2	Unique. Playable at Carn Dum if influence check is greater than 10. Modifications: Easterlings (+2), Hillmen (+2). Influenced as 0 once in play.	playerNDeck
AgainstShadow_Asdriags	Asdriags	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-Asdriags.jpg	default	Minion Resource	AgainstShadow	Faction	Man										2									U2	Unique. Playable at Nurniag Camp if influence check is greater than 10. Modifications: Nurniags (+2), Variags of Khand (+2), Balchoth (-2).	playerNDeck
AgainstShadow_BairanaxRoused	Bairanax Roused	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-BairanaxRoused.jpg	default	Minion Resource	AgainstShadow	Faction	Dragon										3									R1	Unique. Manifestation of Bairanax. Playable at Ovir Hollow if influence check is greater than 11. Modifications: influencer discards a major (+3) or greater item (+6). Attacks by Bairanax against any of your companies are canceled. Any company moving in Withered Heath, Gundabad, Anduin Vales, and/or Grey Mountains Narrows faces one attack: Dragon - 2 strikes at 14/7 (attacker chooses defending characters).	playerNDeck
AgainstShadow_BlackHorse	Black Horse	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-BlackHorse.jpg	default	Minion Resource	AgainstShadow	Ally		Warrior		2			4	6												C3	Playable on a Ringwraith at a Darkhaven (does not tap the site). Each Horse allows you to play one Ringwraith who requires no direct influence to control. If each Ringwraith in company has a Horse, company is in Black Rider mode and may move as such. You may include up to 9 copies of this card in your play deck and sideboard. Return controller to your hand if Horse leaves play. {cyan} UEP: A Ringwraith with a mode ally (Black Horse or Creature of an Older World) will not return to hand on a body check (bc) of a 7 or 8. When a minion company consists entirely of Ringwraiths and Black Horses its maximum company size is increased to 9.	playerNDeck
AgainstShadow_BlackNumenoreans	Black Numenoreans	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-BlackNumenoreans.jpg	default	Minion Resource	AgainstShadow	Faction	Dunadan										2									U2	Unique. Playable at Gobel Mirlond if influence check is greater gran 8. Modifications: Umbarean Corsairs (+2).	playerNDeck
AgainstShadow_CorsairsofRhun	Corsairs of Rhun	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-CorsairsOfRhun.jpg	default	Minion Resource	AgainstShadow	Faction	Man										2									U2	Unique. Playable at Raider-hold if influence check is greater than 9. Modifications: Easterlings (+2), Men of Dorwinion (-2).	playerNDeck
AgainstShadow_CreatureofanOlderWorld	Creature of an Older World	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-CreatureOfAnOlderWorld.jpg	default	Minion Resource	AgainstShadow	Ally		Warrior		3			5	8			1									R2	Unique. Play on your Ringwraith at a tapped or untapped Barad-dur (does not tap). Ringwraith gets +2 prowess and, if only character in company, is in Fell Rider mode and may move as such. Tap ally to: cancel a strike against your Ringwraith or to assign your Ringwraith's strikes against a hero company as you choose. Return Ringwraith to your hand if ally leaves play. {cyan} UEP: A Ringwraith with a mode ally (Black Horse or Creature of an Older World) will not return to hand on a body check (bc) of a 7 or 8.	playerNDeck
AgainstShadow_DaelominRoused	Daelomin Roused	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-DaelominRoused.jpg	default	Minion Resource	AgainstShadow	Faction	Dragon										4									R1	Unique. Manifestation of Daelomin. Playable at Dancing Spire if influence check is greater than 12. Modifications: influencer discards a major (+3) or greater item (+6). Attacks by Daelomin against any of your companies are canceled. Any company moving in Withered Heath, Grey Mountains Narrows, Iron Hills, and/or Northern Rhovanion faces one attack: Dragon - 3 strikes at 13/8 (attacker chooses defending characters).	playerNDeck
AgainstShadow_DarkTryst	Dark Tryst	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-DarkTryst.jpg	default	Minion Resource	AgainstShadow	Short-event																				C3	Draw three cards and remove this card from the game.	playerNDeck
AgainstShadow_DrivenasbyaMadness	Driven as by a Madness	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-DrivenAsByAMadness.jpg	default	Minion Resource	AgainstShadow	Short-event													Spirit-magic							U3	Magic. Spirit-magic. Playable on a spirit-magic using character facing an attack. All characters in his company receive +2 prowess and -1 body against the attack. Character makes a corruption check modified by -3. Cannot be duplicated against a given check.	playerNDeck
AgainstShadow_DwarvenRingofThelorsTribe2	Dwarven Ring of Thelor's Tribe *	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-DwarvenRingOfThelorsTribe.jpg	default	Minion Resource	AgainstShadow	Special Item											4				3(5)					U2	Unique. Dwarven Ring. Tap a Dwarf bearer to search your play deck and/or discard pile for one or two minor items to put in your hand. Bearer then makes a corruption check modified by +2.	playerNDeck
AgainstShadow_DwarvenRingofThrarsTribe2	Dwarven Ring of Thrar's Tribe *	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-DwarvenRingOfThrarsTribe.jpg	default	Minion Resource	AgainstShadow	Special Item											4				3(5)					U2	Unique. Dwarven Ring. Tap a Dwarf bearer to search your play deck and/or discard pile for one or two minor items to put in your hand. Bearer then makes a corruption check modified by +2.	playerNDeck
AgainstShadow_EarcaraxeRoused	Earcaraxe Roused	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-EarcaraxeRoused.jpg	default	Minion Resource	AgainstShadow	Faction	Dragon										4									R1	Unique. Manifestation of Earcaraxe. Playable at Isle of Ulond if influence check is greater than 11. Modifications: influencer discards a major (+2) or greater item (+5). Attacks by Earcaraxe against any of your companies are canceled. Any company moving in Andrast Coast, Bay of Belfalas, Eriadoran Coast, and/or Andrast faces one attack: Dragon - 2 strikes at 17/7 (attacker chooses defending characters).	playerNDeck
AgainstShadow_EyeNeverSleeping	Eye Never Sleeping	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-EyeNeverSleeping.jpg	default	Minion Resource	AgainstShadow	Short-event																				U3	Playable if you are Sauron. Cancel one hazard creature attack.	playerNDeck
AgainstShadow_FaithlessSteward	Faithless Steward	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-FaithlessSteward.jpg	default	Minion Resource	AgainstShadow	Permanent-event																				R2	Playable on an agent character at a Darkhaven who has a Border-hold or Free-hold as a home site. If target character is unwounded and at one of his home sites, no factions can be played at any version of that site and you receive this card's marshalling points. Cannot be duplicated on a given character.	playerNDeck
AgainstShadow_FarBelowtheDeepestDelvings	Far Below the Deepest Delvings	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-FarBelowTheDeepestDelvings.jpg	default	Minion Resource	AgainstShadow	Short-event																				U3	Playable during the movement/hazard phase on a company moving to an Under-deeps site. At the end of its movement/hazard phase, target company may attempt to move to an additional site. Another site card is played and another movement/hazard phase immediately follows.	playerNDeck
AgainstShadow_GoblinEarthplumb	Goblin Earth-plumb	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-GoblinEarthPlumb.jpg	default	Minion Resource	AgainstShadow	Minor Item															1					C2	Playable only on an Orc or Troll. +1 to all rolls required for bearer's company to move to adjacent Under-deeps site.	playerNDeck
AgainstShadow_GreatBats	Great Bats	middle-earth-ccg/againstshadow/MiddleEarthCCG-AgainstShadow-GreatBats.jpg	default	Minion Resource	AgainstShadow	Ally				1							1									C3	"Playable at a tapped or untapped Shadow-hold. May not be attacked. Discard if controlling character is wounded. Tap to remove the effect of an attack against its controlling character's company that states ""attacker chooses defending characters"". Cannot be duplicated on a given company."	playerNDeck
