databaseId	name	imageUrl	cardBack	type	attributes	languages	value	sanity	summon	unique	dimension	past	region	city	beginningSanity	maxSanity	education	handSize	minimum	maximum	rarity	text	packName	set	loadGroupId
B2CR_B2CR305	R'lyeh Disk Right Fragment	mythos/cthulhu-rising/Mythos-CthulhuRising-RlyehDiskRightFragment.jpg	default	Artifact				-1		Unique											U	There are three parts to this Artifact; you must have all three to play the R'lyeh Card. Each portion of the disk in your possesion increase the value of Star Spawn by one point	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR306	R'lyeh Disk Top Fragment	mythos/cthulhu-rising/Mythos-CthulhuRising-RlyehDiskTopFragment.jpg	default	Artifact				-1		Unique											U	There are three parts to this Artifact; you must have all three to play the R'lyeh Card. Each portion of the disk in your possesion increase the value of Star Spawn by one point	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR307	Space Mead	mythos/cthulhu-rising/Mythos-CthulhuRising-SpaceMead.jpg	default	Artifact				-1													U	Enchantedour Investigator and all Allies are protected while Space is an attribute of your current Location	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR401	Aldebaran Moves in the Sky	mythos/cthulhu-rising/Mythos-CthulhuRising-AldebaranMovesInTheSky.jpg	default	Event	Star																C	If Aldebaran is not already in play, then play this card as normal. If it is already in play, then Bury it and Bury this card. When revealed, Bury all other Events (except Travel cards). While in play, only one Phobia can affect any Investigator (randomly choosen).	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR402	Astrophobia	mythos/cthulhu-rising/Mythos-CthulhuRising-Astrophobia.jpg	default	Event	Phobia																R	Fear of the Stars. Event is played concerning a Star or Stars, and whenever it changes from Day to Night	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR403	Schizophrenia	mythos/cthulhu-rising/Mythos-CthulhuRising-Schizophrenia.jpg	default	Event	Phobia																C	Multiple personalities. Lose 1 additional Sanity point each time that you cast a Spell	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR404	Seaplane	mythos/cthulhu-rising/Mythos-CthulhuRising-Seaplane.jpg	default	Event	Travel by Air																R	On a following turn, play any new Location card featuring the Water attribute, in either the same or different Region, right-side up on top of your Story Deck. May travel to Locations (except Exotic) where Air Travel is normally forbidden	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR405	Tramp Steamer	mythos/cthulhu-rising/Mythos-CthulhuRising-TrampSteamer.jpg	default	Event	Travel by Sea																C	On a following Turn play a new Location card featuring the Water attribute in either the same Region or a different Region, right-side up on top of your Story Deck	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR406	U-Boat	mythos/cthulhu-rising/Mythos-CthulhuRising-UBoat.jpg	default	Event	Travel by Sea																U	Play this card at a Location featuring the Water attribute. On a following turn play a new Location card featuring the Water attribute either in the same Region, in a different Region, or Underwater	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR501	Bal Sagoth	mythos/cthulhu-rising/Mythos-CthulhuRising-BalSagoth.jpg	default	Location	Cemetery, Forest, Water, Artifact, Gate, Island,			-1					South Pacific								R	This island has no airstrips. You must use a Travel by Sea card to get to this Location. May use this Gate more than once, but must pay this card's Sanity cost for each subsequent Gate use	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR502	Celeano	mythos/cthulhu-rising/Mythos-CthulhuRising-Celeano.jpg	default	Location	Inside, Tome, Gate, Library, Site, Space,			-2		Unique			Exotic								U	Beginning each Turn, you must be able to Survive in Space or lose 5 points of Sanity. Celeano is not affected by Events or Spells that directly affect the top Location card of your Story Deck. May use this Gate more than once, but must pay this card's Sanity cost for each subsequent Gate use	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR503	Devil Reef	mythos/cthulhu-rising/Mythos-CthulhuRising-DevilReef.jpg	default	Location	Water, Outside, Gate, Country, Site,								Lovecraft	Innsmouth							C	From this Location, just off the coast of Innsmouth, you may Walk to Y'ha-Nthlei	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR504	Easter Island	mythos/cthulhu-rising/Mythos-CthulhuRising-EasterIsland.jpg	default	Location	Cemetery, Water, Outside, Artifact, Gate, Island, Site,								South Pacific								C	This island has no airstrips. You must use a Travel by Sea card to get to this Location.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR505	Harvard University Houghton Library	mythos/cthulhu-rising/Mythos-CthulhuRising-HarvardUniversityHoughtonLibrary.jpg	default	Location	Water, Inside, Tome, City, Library, Press, University,			1					Lovecraft	Boston							U	All Professors and Students add 1 point to their card value when this card is your current Location	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR506	Lost Temple of Atlantis	mythos/cthulhu-rising/Mythos-CthulhuRising-LostTempleOfAtlantis.jpg	default	Location	Forest, Water, Inside, Tome, Gate, Site, Underwater			-2		Unique			Exotic								U	Beginning each turn, your Investigator must be able to Breath Underwater or lose 5 points of Sanity. The Lost Temple is not affected by Events or Spells that directly affects the top Location card of your Story Deck. May use this Gate more than once, but must pay this card's Sanity cost for each subsequent Gate use	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR507	Otaheite	mythos/cthulhu-rising/Mythos-CthulhuRising-Otaheite.jpg	default	Location	Cemetery, Forest, Water, Artifact, Island, Site,			1					South Pacific								C	This island has no airstrips. You must use a Travel by Sea card to get to this Location	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR508	Ponape	mythos/cthulhu-rising/Mythos-CthulhuRising-Ponape.jpg	default	Location	Cemetery, Forest, Water, Outside, Tome, Gate, Island, Sit			-1					South Pacific								C	This island has no airstrips. You must use a Travel by Sea card to get to this Location. May use this Gate more than once, but must pay this card's Sanity cost for each subsequent Gate use.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR509	Retoka	mythos/cthulhu-rising/Mythos-CthulhuRising-Retoka.jpg	default	Location	Cemetery, Forest, Water, Outside, Tome, Gate, Island, Site								South Pacific								C	This island has no airstrips. You must use a Travel by Sea card to get to this Location	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR510	R'lyeh	mythos/cthulhu-rising/Mythos-CthulhuRising-Rlyeh.jpg	default	Location	Cemetery, Forest, Water, Outside, Tome, Gate, Island,			-2		Unique			Exotic								U	You can only play this card if your Investigator has all three pieces of the R'lyeh Disk. You must use a Travel by Sea card to get to this location. May use this Gate more than once, but must pay this card's Sanity cost for each subsequent Gate use	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR511	Y'ha-Nthlei	mythos/cthulhu-rising/Mythos-CthulhuRising-YhaNthlei.jpg	default	Location	Forest, Water, Inside, Gate, Site, Underwater			-2		Unique			Exotic								R	Beginning each Turn, you must be able to Breath Underwater or lose 5 points of Sanity. Y'ha-Nthlei is not affected by Events or Spells that directly affect the top Location card of your Story Deck. May use this Gate more than once, but must pay this card's Sanity cost for each subsequent Gate use.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR701	Abhoth	mythos/cthulhu-rising/Mythos-CthulhuRising-Abhoth.jpg	default	Monster	Outer God		OG		Underground, Eclipse												U	Every Location gains the Gate attribute and each Gate can be used more than once (pay Location Sanity cost each time). Investigators may not gain Sanity.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR702	Byakhee	mythos/cthulhu-rising/Mythos-CthulhuRising-Byakhee.jpg	default	Monster	Lesser Servitor		4														C	Value is 6 when Aldebaran Moves in the Sky is in play. Can only affect Allies/Investigator at an Outside Location. If Contolled, can be used to Travel by Air. Can Fly to Space Locations.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR703	Cthulhu	mythos/cthulhu-rising/Mythos-CthulhuRising-Cthulhu.jpg	default	Monster	Great Old One		GOO		Island, Waxing Moon												U	All Monsters may join. Investigators may not gain Sanity.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR704	Dimensional Shambler (v2)	mythos/cthulhu-rising/Mythos-CthulhuRising-DimensionalShamblerV2.jpg	default	Monster	Lesser Independent		4	-1													C	Bypasses your Opponents Threat. Add 1 point to the va of this card if your Investigator is in any Time other than the present, or in any Exotic Location, during Combat. Joins Dimensional Shamblers.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR705	Hastur	mythos/cthulhu-rising/Mythos-CthulhuRising-Hastur.jpg	default	Monster	Great Old One		GOO		Outside/Country/Gate, Aldebaran Moves in the Sky												R	It is always Night. Bury all Day cards in play. Day cards may not be played. Treat all Locations (including Exotic) as if they belong to the same Region. Investigators may not gain Sanity.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR706	Star Spawn of Cthulhu	mythos/cthulhu-rising/Mythos-CthulhuRising-StarSpawnOfCthulhu.jpg	default	Monster	Greater Servitor		5	-2													C	Add 1 point to the value of this card for each portion of the R'lyeh Disk that your Investigator has in play. Subtract 1 point from the value of this card for each Tome featuring the Cthulhu sign possessed by the opponent this Monster attacks	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR801	Become Spectral Hunter	mythos/cthulhu-rising/Mythos-CthulhuRising-BecomeSpectralHunter.jpg	default	Spell	Eye			-2													R	Treat target Ally as if bearing an Enchanted Weapon, and Invisible, for the remainder of this Round. Bury Ally at the conclusion of Combat.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR802	Body Warping of Gorgoroth	mythos/cthulhu-rising/Mythos-CthulhuRising-BodyWarpingOfGorgoroth.jpg	default	Spell	Yellow Sign			-1													R	Place target Ally face-down in his or her Investigator's Threat. Ally now functions as a Monster. Bury Ally after Combat	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR803	Call Power of Nyambe	mythos/cthulhu-rising/Mythos-CthulhuRising-CallPowerOfNyambe.jpg	default	Spell	Yellow Sign			-2													R	Choose Allies to be affected. Tally value of cards chosen excluding Weapons or other Artifacts, and add that value to your Investigator's Sanity points. Bury the chosen Allies.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR804	Create Time Warp	mythos/cthulhu-rising/Mythos-CthulhuRising-CreateTimeWarp.jpg	default	Spell	Eye			-2													R	Move any Location in your Story Deck to the top of the deck. Ignore Sanity gain/loss; may reuse Gate	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR805	Devolution	mythos/cthulhu-rising/Mythos-CthulhuRising-Devolution.jpg	default	Spell	Yellow Sign			-2													C	Replace target Corrupt Ally with a Monster card chosen from that Investigator's Story Deck. That Monster now functions as an Ally	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR806	Dread Curse of Azathoth	mythos/cthulhu-rising/Mythos-CthulhuRising-DreadCurseOfAzathoth.jpg	default	Spell	Yellow Sign			-3													R	Bury the target Ally	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR807	Elder Sign	mythos/cthulhu-rising/Mythos-CthulhuRising-ElderSign.jpg	default	Spell	Eye			-2													C	Make this sign to cause a Great Old One or Outer God card to be Buried. Bury this spell when used	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR808	Fly	mythos/cthulhu-rising/Mythos-CthulhuRising-Fly.jpg	default	Spell	Folk			-1													C	Travel to any location as if Walking. May travel between Regions. May not travel to Exotic Locations	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR809	Kiss of Dagon	mythos/cthulhu-rising/Mythos-CthulhuRising-KissOfDagon.jpg	default	Spell	Water			-1													C	Growing gills temporarily, your Investigator and all Allies are able to Breathe Underwater until the start of the next Round	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR810	Mao Ceremony	mythos/cthulhu-rising/Mythos-CthulhuRising-MaoCeremony.jpg	default	Spell	Cthulhu			-1													R	Use this Spell to avoid the effects of all Great Old Ones or Outer Gods in play for the remainder of this Round, including Combat. You may gain Sanity	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR811	Mist of R'lyeh	mythos/cthulhu-rising/Mythos-CthulhuRising-MistOfRlyeh.jpg	default	Spell	Cthulhu			-1													C	Target Monster becomes invisible for the remainder of this Round	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR812	Powder of Ibn Ghazi	mythos/cthulhu-rising/Mythos-CthulhuRising-PowderOfIbnGhazi.jpg	default	Spell	Eye			-1													C	Attacking Invisible Monsters are now Visible for the remainder of this Round	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR813	Radiance of Alsophocus	mythos/cthulhu-rising/Mythos-CthulhuRising-RadianceOfAlsophocus.jpg	default	Spell	Eye			-1													C	Eliminate the benefits of Night for all Threats for the remainder of this Round and through Combat	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR814	Sarnath Sigil	mythos/cthulhu-rising/Mythos-CthulhuRising-SarnathSigil.jpg	default	Spell	Cthulhu			-1													C	Reduce the attack of all Greater Servitors by 3 points per Monster Card	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR815	Song of Hastur	mythos/cthulhu-rising/Mythos-CthulhuRising-SongOfHastur.jpg	default	Spell	Yellow Sign			-2													R	Destroy knowledge! A random Spell from chosen Tome or Ally is Buried. If cast while a Waning Moon is in play, choose any Tome (plus all Spells) for your opponent to Bury	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR816	Soul Singing	mythos/cthulhu-rising/Mythos-CthulhuRising-SoulSinging.jpg	default	Spell	Skull			-1													C	Gain 3 Sanity points when cast during a Full Moon	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR817	Steal Life	mythos/cthulhu-rising/Mythos-CthulhuRising-StealLife.jpg	default	Spell	Yellow Sign			-2													R	Transfer to your Investigator's Sanity points the value of one opponent's Ally, excluding the value of any Artifacts or Weapons. Flip that Ally face-down	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR818	Thirty-Five Abominable Adulations	mythos/cthulhu-rising/Mythos-CthulhuRising-ThirtyFiveAbominableAdulations.jpg	default	Spell	Yellow Sign			-1													R	Extend the time that a Great Old One or Outer God card remain in play by one full Round	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR819	Voola Ritual	mythos/cthulhu-rising/Mythos-CthulhuRising-VoolaRitual.jpg	default	Spell	Cthulhu			-2													C	Summon or Control a Greater Servitor	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR901	Book of Dzyan (Atlantean)	mythos/cthulhu-rising/Mythos-CthulhuRising-BookOfDzyanAtlantean.jpg	default	Tome	Folk, Yellow Sign, Water	Atlantean	3	-3													U	You know the languages of Chinese and Hyperborean while this card is in play.	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR902	Book of Eibon (Atlantean)	mythos/cthulhu-rising/Mythos-CthulhuRising-BookOfEibonAtlantean.jpg	default	Tome	Skull, Water	Atlantean	3	-3													C	Draw one additional card at the beginning of each Round while this card is in play. Not cumulative with other cards that allow you to increase hand size	Cthulhu Rising	B2CR	playerNDeck
B2CR_B2CR903	Book of Eibon (Hyperborean)	mythos/cthulhu-rising/Mythos-CthulhuRising-BookOfEibonHyperborean.jpg	default	Tome	Skull, Water	Hyperborean	4	-4													U	Draw one additional card at the beginning of each Round while this card is in play. Not cumulative with other cards that allow you to increase Hand size	Cthulhu Rising	B2CR	playerNDeck
