databaseId	name	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	clan	legal	cost	focus	force	chi	personalHonor	honorReq	goldProduction	provinceStrength	startingHonor	rarity	artist	flavour	text
AD169	Hiruma Sensei	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HirumaSenseiMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HirumaSenseiMaster.jpg	default	Sensei	Anvil of Despair	AD	playerNSensei		open jade		2					+0	+0	-2	u			<B>Crab. Crane. Monk. Naga. Phoenix. Shadowlands. Toturi's Army. Sensei.</B> <BR>Each player with one or more units in a defensive army may play actions in that battle regardless of card effects. Negate all costs for such players to take actions. While this card is in play, card effects created by the attacker cannot end a Battle Action Segment.
AD113	Honor, Bah!	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HonorBahMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HonorBahMaster.jpg	fate	Strategy	Anvil of Despair	AD	playerNFate		open jade	0	1								r			<B>Political Reaction:</B> Immediately after gaining Honor, instead gain equal Gold that you can use toward paying the Gold cost for one card before your next End Phase ends. <BR><B>Political Reaction:</B> Immediately after gaining Honor, instead draw a number of cards equal to a third of the Honor, rounding up any fractions.
TG2071	Honor's Cost	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HonorsCostMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HonorsCostMaster.jpg	fate	Strategy	Anvil of Despair	AD	playerNFate		open jade diamond lotus	*	2								f			<B>Political Open:</B> If it is the Action Phase, bow a target Personality. The printed Gold cost of this card equals the target's Chi plus Personal Honor.
AD027	Hoshi Kumonosu	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HoshiKumonosuMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-HoshiKumonosuMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty		open jade	8		4	3	2	6				u			<B>Unaligned Monk. Tattooed.</B> <BR>Each card in Kumonosu's unit contributes its Force to its army's total even if Kumonosu is bowed.
AD063	Ichiro Kihongo	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IchiroKihongoMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IchiroKihongoMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty		open jade	6		3	2	2	0				u			<B>Unaligned Badger Clan Elite Guardsman. Samurai.</B> <BR><B>Reaction:</B> When a player commits or moves a unit to attack one of your Provinces, move Kihongo to the Province.
AD040	Ikoma Ryozo - exp2	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaRyozoExp2Master.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaRyozoExp2Master.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	lion	open jade	10		4	5	3	0				f			<B>Lion Clan Samurai. Unique. Experienced 2. Shadowlands.</B> If the Imperial Favor targets a card in a battle Ryozo is in, Ryozo returns to your fief bowed. <BR><B>Battle:</B> Once per turn, Ryozo gains +1F for each Oni in his army.
AD170	Ikoma Sensei	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaSenseiMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaSenseiMaster.jpg	default	Sensei	Anvil of Despair	AD	playerNSensei		open jade		2					+0	+0	+0	u			<B>All Clans. Sensei.</B> <BR>You may play Technique cards as if you were playing their required Clans.
AD041	Ikoma Tsanuri - exp2	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaTsanuriExp2Master.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaTsanuriExp2Master.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	lion	open jade	14		5	4	4	10				r			<B>Lion Clan Champion. Samurai. Double Chi. Tactician. Experienced 2. Unique.</B> Tsanuri will only join a Lion player. While Tsanuri is unbowed in a battle, she negates all effects of Regions and Terrains in the battle. <BR><B>Battle:</B> Bow Tsanuri. Destroy an opposing Personality with lower Force.
AD042	Ikoma Yosei	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaYoseiMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkomaYoseiMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	lion	open jade	7		2	3	3	8				u			<B>Lion Clan Strategist.</B> <BR><B>Reaction:</B> Immediately before playing a Terrain, if Yosei is in your fief, bow him. Play the Terrain as if Yosei were in the current battle.
AD028	Ikudaiu - exp	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkudaiuExpMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IkudaiuExpMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty		open jade	6		3	3	1	-				r			<B>Unaligned Monk. Kolat. Experienced. Unique.</B> <BR><B>Battle:</B> Once per turn, move into this battle a number of your unbowed Monk Personalities up to the number of your Elemental Rings in play.
AD085	Imperial Highway	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-ImperialHighwayMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-ImperialHighwayMaster.jpg	default	Region	Anvil of Despair	AD	playerNDynasty		open jade										c			<B>Reaction:</B> Once per turn, during the defensive part of the Cavalry Maneuvers Segment, commit an Infantry unit to defend this or an adjacent Province.
Lotus296	In Search of the Future	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-InSearchOfTheFutureMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-InSearchOfTheFutureMaster.jpg	fate	Strategy	Anvil of Despair	AD	playerNFate		open jade gold diamond lotus	0	3								c			<b>Battle:</b> Even if you control no units at the current battlefield: Reduce all existing Force bonuses applying to cards at the current battlefield to +0F until the turn ends. This does not affect bonuses applied by a card to itself or to another card in the same unit.
AD117	Infantry Square	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-InfantrySquareMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-InfantrySquareMaster.jpg	fate	Strategy	Anvil of Despair	AD	playerNFate		open jade	0	4								c			<B>Battle:</B> If the opposing army has more Cavalry units than yours has Infantry units, target an Infantry Personality in your army. The Personality gains Force equal to his or her Force until the battle ends. You cannot play more than one copy of this card per battle.
AD052	Isawa Kaede - exp2	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IsawaKaedeExp2Master.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IsawaKaedeExp2Master.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	phoenix	open jade	15		4	5	4	10				r			<B>Phoenix Clan Oracle of the Void. Shugenja. Double Chi. Experienced 2. Unique.</B> <BR>While Kaede is in play, straightening a Ninja card costs 2 gold. <BR><B>Limited:</B> Discard one of your Elemental Rings from play. You cannot bring the Ring into play this game. Destroy a Ninja card in play.
AD053	Isawa Mitori	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IsawaMitoriMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IsawaMitoriMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	phoenix	open jade	8		2	4	3	8				u			<B>Phoenix Clan Judge. Shugenja.</B> <BR><B>Battle:</B> Bow Mitori and discard a Kiho or Spell from your hand. Each other player with an unbowed Personality in this battle must either discard a Kiho or Spell from his or her hand or bow one of his or her Personalities at the battle.
AD050	Issut	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IssutMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-IssutMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	naga	open jade	5		3	2	1	0				c			<B>Naga Defender. Bushi.</B> <BR><B>Battle:</B> Bow one of your Forests. Move Issut into an army defending one of your Provinces.
Gold215	Judgment of Toshiken	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-JudgmentOfToshikenMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-JudgmentOfToshikenMaster.jpg	fate	Strategy	Anvil of Despair	AD	playerNFate		open jade gold	0	2								u	Heather Bruton		<b>Reaction</b>: Play this card after players reveal Focus cards in a duel. Resolve the duel only by the Chi (or other stat noted on the card creating the duel) of the dueling Personalities before the challenge, plus the Focus cards' printed Focus values. The <b>Double Chi</b> trait works as usual. If either Personality has not focused, each can focus an extra time, starting with the challenged Personality.
AD064	Kage - exp4	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KageExp4Master.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KageExp4Master.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty		open jade	9		2	5	1	-				r			<B>Unaligned Kolat Master. Tactician. Experienced 4. Unique.</B> <BR><B>Reaction:</B> When a Human Personality is being discarded during a player's Dynasty Phase, bow Kage and pay the Personality's costs. The Personality enters play under your control, ignoring Honor requirements, and permanently gains the <B>Kolat</B> trait.
AD171	Kage Sensei	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KageSenseiMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KageSenseiMaster.jpg	default	Sensei	Anvil of Despair	AD	playerNSensei		open jade		2					+0	+0	-2	u			<B>All Clans. Sensei.</B> <BR>Your Kolat Personalities are members of your Clan. Each of your Kolat Personalities has these abilities: <BR><B>Limited:</B> Bow this Personality. Place a Sleeper token on any Personality in play. <BR><B>Reaction:</B> When a Personality with a Sleeper token is taking an action, bow this Personality and destroy a Sleeper token on the Personality taking the action. Cancel the action.
AD036	Kakita Aihara	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KakitaAiharaMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KakitaAiharaMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	crane	open jade	8		2	3	2	3				u			<B>Crane Clan Peacemaker. Samurai.</B> <BR><B>Reaction:</B> Immediately after a Personality takes a Political Action, bow Aihara to issue an unrefusable challenge to the Personality.
AD119	Kakita Teacher	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KakitaTeacherMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KakitaTeacherMaster.jpg	fate	Strategy	Anvil of Despair	AD	playerNFate		open jade	5	2								u			This card costs 1 less Gold when targeting a Crane Personality. <BR><B>Limited:</B> Bow one of your Samurai. The Samurai permanently gains the <B>Double Chi</B> trait.
AD046	Kitsune Diro - exp	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KitsuneDiroExpMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KitsuneDiroExpMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	mantis	open jade	10		4	4	2	8				r			<B>Fox Clan. Yoritomo's Alliance. Experienced. Unique.</B> When Diro enters play, he permanently gains either the <B>Samurai</B> or the <B>Shugenja</B> trait. <BR><B>Open:</B> Once per turn, if Diro is a Shugenja, he gains the <B>Cavalry</B> trait until the turn ends. <BR><B>Battle:</B> Once per turn, if Diro is a Samurai, he gains +1F/+1C.
AD120	Kolat Bookkeeping	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KolatBookkeepingMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KolatBookkeepingMaster.jpg	fate	Strategy	Anvil of Despair	AD	playerNFate		open jade	0	1								u			<B>Reaction:</B> When a Stronghold bows to produce Gold for bringing a Personality into play and the Stronghold's controller has, face-up in a Province, a Gold-producing Holding for which the Stronghold alone could have paid, the Stronghold produces no Gold.
Diamond175	Kukanchi	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KukanchiMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KukanchiMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	shadowlands	open jade diamond	4		1	2	0	-				c			<B>Elemental Terror &#8226; Void Oni &#8226; Nonhuman &#8226; Shadowlands</B> &#8226; Lose 4 Honor. <br>Cannot attach Followers or Items. <BR><B>Elemental Open:</B> Discard a card from your hand to give Kukanchi +1F. <BR><B>Elemental Open:</B> Discard a card from your hand to give Kukanchi +1C.
AD172	Kuro Sensei	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KuroSenseiMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KuroSenseiMaster.jpg	default	Sensei	Anvil of Despair	AD	playerNSensei		open jade		2					+0	+0	+0	r			<B>Lion. Mantis. Monk. Phoenix. Toturi's Army. Sensei.</B> <BR>Your Personalities may refuse challenges, that are normally unrefusable. Your Personalities will not issue challenges. If one of your Personalities refuses a challenge with no given penalty for refusal, you lose 3 Honor and the Personality becomes Dishonored.
Lotus401	Kuro's Fire	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KurosFireMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-KurosFireMaster.jpg	fate	Spell	Anvil of Despair	AD	playerNFate		open jade diamond lotus	5	3								r			<b>Elemental Fire Battle:</b> Bow this Shugenja: Announce a number of Ranged Attacks up to the caster's Chi, with a total base strength up to his Force plus Chi. Target and resolve these attacks consecutively in the order announced.
AD019	Large Shrine	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-LargeShrineMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-LargeShrineMaster.jpg	default	Holding	Anvil of Despair	AD	playerNDynasty		open jade	1									c			When the Large Shrine enters play, target a player. Whenever the player resolves an Event, place a Shrine token on the Large Shrine. Whenever you resolve an Event, remove a Shrine token from the Large Shrine. <BR>Bow the Large Shrine to produce Gold equal to the number of Shrine tokens on the Large Shrine.
Gold242	Last Stand Plain	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-LastStandPlainMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-LastStandPlainMaster.jpg	default	Region	Anvil of Despair	AD	playerNDynasty		open jade gold										u	Thomas Manning	They could not escape. The oni had caught them. It toyed with them, sending their fallen comrades, one by one, against them. Their discover would die with them.	Each duel during a battle at this Province compares Force versus Force instead of the stat noted on the card creating the duel.
Gold253	Lookout Mountain	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-LookoutMountainMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-LookoutMountainMaster.jpg	default	Region	Anvil of Despair	AD	playerNDynasty		open jade gold										c			When a player assigns or moves units to battle at this Province, the player may show any number of cards from his or her hand to the Defender. During battle at this Province, players cannot play any cards from their hands that they did not show to the Defender.
AD147	Mantis Marine Troops	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-MantisMarineTroopsMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-MantisMarineTroopsMaster.jpg	fate	Follower	Anvil of Despair	AD	playerNFate		open jade	2	2	1	0	-	1				r			<B>Open:</B> Bow a Port in play. Mantis Marine Troops gain +1F. You cannot bow another player's Port during the player's turn.
AD043	Matsu Daoquan	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-MatsuDaoquanMaster.jpg	legend-of-the-five-rings/anvil-of-despair/LegendOfTheFiveRings-AnvilOfDespair-MatsuDaoquanMaster.jpg	default	Personality	Anvil of Despair	AD	playerNDynasty	lion	open jade	5		1	1	3	5				c			<B>Lion Clan Samurai. Shadowlands.</B> <BR>While each other player has higher Family Honor than you, Daoquan gains +2F/+2C.
