databaseId	name	imageUrl	cardBack	type	set	legal	rarity	keywords	alignment	affiliation	cost	asset	attack	armor	structure	speed	mass	armament	text	loadGroupId
AR070	Partisan-3058	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-Partisan3058.jpg	default	Unit	Arsenal	4	Uncommon	Vehicle	Inner Sphere	Inner Sphere	2+1L+2T		2	3	4	Slow	80	2 AC/10s	Alpha Strike: +2 attack Vehicle (If Partisan-3058 is damaged, roll a die. On a 5 or 6, scrap it.) C3 (Each 'Mech with C3 in a group that includes at least one other 'Mech with C3 gets +2 attack.) [Errata]	playerNStockpile
AR071	Pillager (PLG-3Z)	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-PillagerPLG3Z.jpg	default	Unit	Arsenal	4	Rare	Mech	Inner Sphere	Inner Sphere	11+4L+4M		8	4	11	Slow	100	2 Gauss Rifles, Lg Laser, 4 Med Lasers	Jump (-1 attack: +1 initiative) If Pillager attacks and is blocked, it may deal up to 2 of its damage to the target.	playerNStockpile
AR072	Pinto	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-Pinto.jpg	default	Unit	Arsenal	4	Uncommon	Vehicle	Inner Sphere	ComStar	2+2T		2	0	4	Fast	30	3 Med Lasers	Vehicle (If Pinto is damaged, roll a die. On a 5 or 6, scrap it.)VTOL (Vehicles with VTOL cannot be blocked by patrolling 'Mechs or by patrolling vehicles without VTOL.) If Pinto is fully constructed when you reveal it, you may immediately place it in your Patrol region. [Errata]	playerNStockpile
AR073	Pouncer D	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-PouncerD.jpg	default	Unit	Arsenal	4	Uncommon	Mech - Omni	Clan	Wolf	8+4A+4M+4T		6	1	5	Moderate	40	6 Med Lasers, 12 SRMs	Overheat 3: +4 attack Jump (-1 attack: +1 initiative)	playerNStockpile
AR074	Primus Sharilar Mori	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-PrimusSharilarMori.jpg	default	Command	Arsenal	4	Rare	Unique	Inner Sphere	ComStar	2+6P	L		4	4				Counts as Sharilar Mori while in play. {T}: Scrap a Resource card from your hand to draw a card. Use this ability only during your Deploy phase. Logistics (If you have Logistics in play, you may restock a card from your hand at the end of your turn.)	playerNStockpile
AR075	Puma	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-Puma.jpg	default	Unit	Arsenal	4	Rare	Vehicle	Inner Sphere	Inner Sphere	5+2A+2L		2	3	7	Slow	95	PPC, 2 Med Lasers, 40 LRMs	Missile 3 Vehicle (If Puma is damaged, roll a die. On a 5 or 6, scrap it.) [Errata]	playerNStockpile
AR076	Ramming Speed!	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-RammingSpeed.jpg	default	Mission	Arsenal	4	Uncommon		Generic										Choose a Vehicle you control. Roll a die: 1-2: No effect. 3-6: That Vehicle gets +(3-6) attack. Scrap that Vehicle at end of mission.	playerNStockpile
AR077	Resource Broker	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-ResourceBroker.jpg	default	Command	Arsenal	4	Uncommon	Resource	Generic		1+2L			3	3				{T}: Put three investment counters on Resource Broker. Use this ability only during your Deploy phase. {T}: Remove any number of investment counters from Resource Broker to put an equal number of construction counters on any card in your Under Construction region. Show that card to all players. Use this ability only during your Deploy phase.	playerNStockpile
AR078	Saladin	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-Saladin.jpg	default	Unit	Arsenal	4	Common	Vehicle	Inner Sphere	Inner Sphere	0+2M		1	0	2	Fast	35	AC/20	Alpha Strike: +2 attack Vehicle (If Saladin is damaged, roll a die. On a 5 or 6, scrap it.) You may deploy Saladin revealed to gain an additional deployment this turn. [Errata]	playerNStockpile
AR079	Schrek	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-Schrek.jpg	default	Unit	Arsenal	4	Common	Vehicle	Inner Sphere	Inner Sphere	2+1L+2T		4	3	3	Slow	80	3 PPCs	Vehicle (If Schrek is damaged, roll a die. On a 5 or 6, scrap it.) If Schrek attacks and is blocked, it may deal 1 of its damage to the target. [Errata]	playerNStockpile
AR080	Secret Buildup	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SecretBuildup.jpg	default	Command	Arsenal	4	Uncommon		Inner Sphere	St. Ives	2+3L								Scrap Secret Buildup when it is revealed. Look at the top four cards of your Stockpile, choose up to two of those cards which aren't Mission cards, show them to all players, and deploy them. These do not count as deployments. Scrap the rest of those cards.	playerNStockpile
AR081	Shadow Cat A	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-ShadowCatA.jpg	default	Unit	Arsenal	4	Common	Mech - Omni	Clan	Smoke Jaguar Steel Viper	5+2T		5	1	6	Moderate	45	2 Lg Lasers, 6 SRMs	Jump (-1 attack: +1 initiative)	playerNStockpile
AR082	Shadow Cat B	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-ShadowCatB.jpg	default	Unit	Arsenal	4	Rare	Mech - Omni	Clan	Smoke Jaguar Steel Viper	7+3A+3M+3T		3	1	6	Moderate	45	2 Med Lasers, 30 LRMs	Missile 3 Jump (-1 attack: +1 initiative) ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.)	playerNStockpile
AR083	Skirmisher Elemental Point	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SkirmisherElementalPoint.jpg	default	Unit	Arsenal	4	Uncommon	Battle Armor	Clan	Clan	1+3L		3	0	4	Slow			Battle Armor (Activates, attacks, guards, and blocks like a 'Mech, and cannot attack or block alone.) Jump (-1 attack: +1 initiative) AP (Skirmisher Elemental Point deals +1 damage to any target other than a 'Mech.) Attacks or blocks at the speed of the fastest Omni 'Mech in the group accompanying it, if any. {T}: Deal 1 structure damage to a 'Mech that has damage counters on it. Use this ability only during your Missions phase, but not during a mission.	playerNStockpile
AR084	Sloth Squad	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SlothSquad.jpg	default	Unit	Arsenal	4	Uncommon	Battle Armor	Inner Sphere	Davion Steiner	1+2L		2	0	2	Slow			Battle Armor (Activates, attacks, guards, and blocks like a 'Mech, and cannot attack or block alone.) Sloth Squad cannot block unless guarding. Choose an engaged 'Mech and roll a die: 1-3: That 'Mech receives 1-3 structure damage. 4-6: No effect. Use this ability only during battle. You may deploy Sloth Squad revealed to gain an additional deployment this turn. Draw a card when you activate Sloth Squad.	playerNStockpile
AR085	Spartan (SPT-N2)	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SpartanSPTN2.jpg	default	Unit	Arsenal	4	Common	Mech	Inner Sphere	Inner Sphere	7+1A+1T		4	3	8	Moderate	80	PPC, 3 Med Lasers	Overheat 1: +1 attack Anti-missile (Each missile assigned to a 'Mech in a group that includes Spartan deals -1 damage.) If Spartan attacks and is blocked, it may deal 1 of its damage to the target.	playerNStockpile
AR086	Spector (SPR-5F)	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SpectorSPR5F.jpg	default	Unit	Arsenal	4	Common	Mech	Inner Sphere	Inner Sphere	3+2A+2T		2	0	6	Fast	35	Lg Laser, 2 Med Lasers	Jump (-1 attack: +1 initiative) ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.)	playerNStockpile
AR087	SRM Carrier	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SRMCarrier.jpg	default	Unit	Arsenal	4	Uncommon	Vehicle	Inner Sphere	Inner Sphere	5+1L+1M		9	1	1	Slow	60	60 SRMs	Vehicle (If SRM Carrier is damaged, roll a die. On a 5 or 6, scrap it.) [Errata]	playerNStockpile
AR088	Steel Talons	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SteelTalons.jpg	default	Mission	Arsenal	4	Rare		Clan	Jade Falcon									Roll a die. 1: Opponent chooses a 'Mech. 2-6: Choose a 'Mech. Remove the chosen 'Mech from battle.	playerNStockpile
AR089	Strength of the Bear	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-StrengthOfTheBear.jpg	default	Mission	Arsenal	4	Common		Clan	Ghost Bear									Double the total armor value of each of your 'Mechs.	playerNStockpile
AR090	Suicide Troops	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-SuicideTroops.jpg	default	Command	Arsenal	4	Uncommon	Enhancement	Inner Sphere	Kurita Liao	2+3T								Play Suicide Troops only on a Vehicle. If Vehicle enhanced by Suicide Troops attacks a site and is not blocked, put a guerrilla counter on that site. During your opponent's Repair/Reload phase, for each guerrilla counter on each site, Suicide Troops deals 2 damage to that site. During his or her Deploy phase, opponent may tap any number of 'Mechs and/or Vehicles to remove that many guerrilla counters from any combination of sites and scrap twice that many cards from his or her Stockpile.	playerNStockpile
AR091	Takashi Kurita's Legacy	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TakashiKuritasLegacy.jpg	default	Command	Arsenal	4	Rare	Unique - Legacy	Inner Sphere	Kurita	3+3P								If you control no Kurita cards in play, scrap Takashi Kurita's Legacy; otherwise, Takashi Kurita's Legacy cannot be scrapped from play. Choose one of your attacking 'Mechs. That 'Mech gets +2 attack. Use this ability only during a mission.	playerNStockpile
AR092	Tanya O'Bannon	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TanyaOBannon.jpg	default	Command	Arsenal	4	Rare	Pilot - Unique	Inner Sphere	Inner Sphere	3+2T		+2						Pilot: +1 initiative, +2 attack When you activate Tanya O'Bannon you may search your Stockpile, Scrapheap, and/or hand for Elizabeth O'Bannon. You may deploy and activate that card without paying its construction cost. This does not count as a deployment. If you search your Stockpile, shuffle it afterwards.	playerNStockpile
AR093	Thor M (Summoner)	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-ThorMSummoner.jpg	default	Unit	Arsenal	4	Rare	Mech - Omni	Clan	Jade Falcon	6+3A+3L+3T		6	2	6	Moderate	70	PPC, 6 SRMs, AC/10	Jump (-1 attack: +1 initiative) If Thor M attacks and is blocked, it may deal 1 of its damage to the target.	playerNStockpile
AR094	Tormano Liao	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TormanoLiao.jpg	default	Command	Arsenal	4	Rare	Unique	Inner Sphere	St. Ives - Steiner	2+3P			4	1				{T}: Tap or untap a Command card. Use this ability only during your Missions phase, but not during a mission.	playerNStockpile
AR095	Trial of Bloodright	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TrialOfBloodright.jpg	default	Command	Arsenal	4	Rare		Clan	Clan	1+3P								Scrap Trial of Bloodright when it is revealed. Search your Stockpile for any Pilot card, deploy that card, and activate it without paying its construction cost. This does not count as a deployment. Shuffle your Stockpile afterwards.	playerNStockpile
AR096	Trial of Grievance	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TrialOfGrievance.jpg	default	Command	Arsenal	4	Common		Clan	Clan	0								Scrap Trial of Grievance when it is revealed. Gain {A}, {L}, {M}, {P}, and {T} until end of turn. You may deploy Trial of Grievance revealed to make an additional deployment this turn. Draw a card when you activate Trial of Grievance.	playerNStockpile
AR097	Trial of Position	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TrialOfPosition.jpg	default	Command	Arsenal	4	Uncommon		Clan	Clan	1+3P								Scrap Trial of Position when it is revealed. Search your Stockpile for any 'Mech card, show that card to all players, and deploy it. This does not count as a deployment. Shuffle your Stockpile afterwards.	playerNStockpile
AR098	Trial of Possession	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TrialOfPossession.jpg	default	Command	Arsenal	4	Uncommon		Clan	Clan	7+4P								Scrap Trial of Possession when it is revealed. Gain control of any non-Unique Clan card an opponent controls and untap it.	playerNStockpile
AR099	Trial of Refusal	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-TrialOfRefusal.jpg	default	Command	Arsenal	2	Rare		Clan	Clan	1+3P								Scrap Trial of Refusal when it is revealed. Until the beginning of your next turn, Clan 'Mechs cannot go on missions. When you activate Trial of Refusal, gain an additional deployment this turn.	playerNStockpile
AR100	Uller S (Kit Fox)	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-UllerSKitFox.jpg	default	Unit	Arsenal	4	Uncommon	Mech - Omni	Clan	Jade Falcon	3+2M+2T		5	0	4	Moderate	30	Lg Laser, Med Laser, 4 SRMs	Jump (-1 attack: +1 initiative)	playerNStockpile
AR101	Unlikely Love Affair	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-UnlikelyLoveAffair.jpg	default	Command	Arsenal	4	Rare		Generic		1								Scrap Unlikely Love Affair when it is revealed. Choose any Unique command card in play and restock it in its owner's deck. Draw a card when you activate Unlikely Love Affair.	playerNStockpile
AR102	Vehicle Repair Barn	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-VehicleRepairBarn.jpg	default	Command	Arsenal	4	Common	Resource	Inner Sphere	Inner Sphere	0			4	3				{T}: {R} {T}: Repair 1 point of damage to each of your Vehicles. Use this ability only during your Repair/Reload phase.	playerNStockpile
AR103	War Funds	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-WarFunds.jpg	default	Command	Arsenal	4	Common	Resource	Generic		1			4	3				{T}: {R} Scrap War Funds to search your Stockpile for any Resource card, show that card to all players, and deploy it. This does not count as a deployment. Shuffle your Stockpile afterwards. Use this ability only during your Deploy phase.	playerNStockpile
AR104	Warrior H-8	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-WarriorH8.jpg	default	Unit	Arsenal	4	Common	Vehicle	Inner Sphere	Davion Steiner	1		1	0	3	Fast	20	4 SRMs	Vehicle (If Warrior H-8 is damaged, roll a die. On a 5 or 6, scrap it.) VTOL (Vehicles with VTOL cannot be blocked by patrolling 'Mechs or by patrolling vehicles without VTOL.) If Warrior H-8 is fully constructed when you reveal it, you may immediately place it in your Patrol region. [Errata]	playerNStockpile
AR105	Weapons Depot	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-WeaponsDepot.jpg	default	Command	Arsenal	4	Common	Resource	Generic		1	L, M		3	3				{T}: {R} Logistics (If you have Logistics in play, you may restock a card from your hand at the end of your turn.) Munitions (If you have Munitions in play and you roll a 3 on a missile roll, each of your missiles deals 3 damage.)	playerNStockpile
AR106	Yellow Jacket	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-YellowJacket.jpg	default	Unit	Arsenal	4	Common	Vehicle	Inner Sphere	Davion Steiner	0+3A+2L		2	0	3	Moderate	30	Gauss Rifle	Vehicle (If Yellow Jacket is damaged, roll a die. On a 5 or 6, scrap it.) VTOL (Vehicles with VTOL cannot be blocked by patrolling 'Mechs or by patrolling vehicles without VTOL.) If Yellow Jacket attacks and is blocked, it may deal 1 of its damage to the target. You may deploy Yellow Jacket revealed to gain an additional deployment this turn. [Errata]	playerNStockpile
AR107	Zephyr	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-Zephyr.jpg	default	Unit	Arsenal	4	Uncommon	Vehicle	Inner Sphere	Inner Sphere	5+1L+1T		3	1	5	Fast	40	3 Med Lasers, 6 SRMs	Vehicle (If Zephyr is damaged, roll a die. On a 5 or 6, scrap it.) ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.) If Zephyr is fully constructed when you reveal it, you may immediately place it in your Patrol region. [Errata]	playerNStockpile
AR108	Zhanzheng de Guang Terrorism	battletech-tactics-2/arsenal/BattletechTactics2-Arsenal-ZhanzhengDeGuangTerrorism.jpg	default	Command	Arsenal	4	Uncommon	Subterfuge	Inner Sphere	Liao	3+4P								Scrap Zhanzheng de Guang Terrorism when it is revealed. Choose an opponent. If that opponent makes any deployments during his or her next turn, deal 4 damage to his or her Stockpile. If not, deal 2 damage to your Stockpile. You may make an additional deployment this turn when you activate Zhanzheng de Guang Terrorism.	playerNStockpile
gbp4-12AdvanceAttheReady.jpg	Advance At The Ready	battletech-tactics-2/btt2-boxpowers/BattletechTactics2-Btt2Boxpowers-AdvanceAtTheReady.jpg	default	Box Power	btt2-boxpowers	0	N/A		Generic										{T}: Scrap a card from your hand and a card from your Stockpile to choose up to two Mechs. These Units may attack as if they were one speed faster this turn. Use this ability only during your Missions phase, but not during a mission. This Box Power may be used in place of a Faction Box Power if the deck contains at most 12 Units affiliated with your chosen Faction. Affiliations granted to Units by Alliances do not count for this total.	playerNStockpile
gbp5-12AggressiveLogistics.jpg	Aggressive Logistics	battletech-tactics-2/btt2-boxpowers/BattletechTactics2-Btt2Boxpowers-AggressiveLogistics.jpg	default	Box Power	btt2-boxpowers	0	N/A		Generic										{T}: Scrap a card from your hand and a card from your Stockpile to gain {R} and an additional deployment. Use this ability only during your Deploy phase. This Box Power may be used in place of a Faction Box Power if the deck contains at most 12 Units affiliated with your chosen Faction. Affiliations granted to Units by Alliances do not count for this total.	playerNStockpile
bpComstar.jpg	ComStar	battletech-tactics-2/btt2-boxpowers/BattletechTactics2-Btt2Boxpowers-ComStar.jpg	default	Box Power	btt2-boxpowers	0	N/A		Inner Sphere	Comstar									{T}: Scrap a card from your hand to look at your opponent's hand. They must discard a random card from their hand. Then they may draw a card. Use this ability during your Missions phase, but not during a mission.	playerNStockpile
bpDavion.jpg	Davion	battletech-tactics-2/btt2-boxpowers/BattletechTactics2-Btt2Boxpowers-Davion.jpg	default	Box Power	btt2-boxpowers	0	N/A		Inner Sphere	Davion									{T}: Scrap a card from your hand to gain +1 initiative. You may choose to win or lose initiative. Use this ability only during a mission.	playerNStockpile
bpDiamondShark.jpg	Diamond Shark	battletech-tactics-2/btt2-boxpowers/BattletechTactics2-Btt2Boxpowers-DiamondShark.jpg	default	Box Power	btt2-boxpowers	0	N/A		Clan	Diamond Shark									{T}: Scrap a card and an additional non-Mech card from your hand, to choose a Mech in your Scrapheap and deploy it revealed. This does not count as a deployment. Use this ability only during your Deploy phase.	playerNStockpile
