databaseId	name	imageUrl	cardBack	type	category	set	officialSet	brigade	strength	toughness	class	identifier	rarity	reference	alignment	legality	text	loadGroupId
Pat__Abraham's_Servant_to_Ur_(Pa)	Abraham's Servant to Ur	redemption/pat/Redemption-Pat-AbrahamsServantToUr.jpg	default	Good Enhancement	Good Enhancement	Pat	Patriarchs	Blue	2	3			Rare	Genesis 24:10	Good		All special abilities except banding on characters and enhancements, except this one, are negated.  Battle is determined by the numbers.	playerNDeck
LoC__LR37-Abrahams-Servant-to-Ur	Abraham's Servant to Ur (LoC)	redemption/loc/Redemption-LoC-AbrahamsServantToUrLoC.jpg	default	Good Enhancement	Good Enhancement	LoC	Lineage of Christ	Blue	2	3			Legacy Rare	Genesis 24:10	Good	Rotation	Negate abilities (except band abilities) on characters and other Enhancements.	playerNDeck
RR__036-Abram	Abram, the Blameless (Roots)	redemption/rr/Redemption-RR-AbramTheBlamelessRoots.jpg	default	Hero	Hero	RR	Roots	Blue	10	11	Warrior	Patriarch, Prophet		Genesis 17:1	Good	Rotation	Negate Lost Souls. Protect this card from evil O.T. humans. Cannot be prevented.	playerNDeck
Pmo-P2__Abrams_Army_(Promo)	Abram's Army	redemption/pmo-p2/Redemption-PmoP2-AbramsArmy.jpg	default	Hero	Hero	Pmo-P2	Promo	Blue/Red	4	4	Warrior	Generic	Promo	Genesis 14:14	Good	Rotation	You may release a captured Hero to negate and discard a single-color Site, Artifact or evil card. Cannot be interrupted by O.T. Evil Characters.	playerNDeck
Pat__Abram_Abraham_(Pa)	Abram/Abraham	redemption/pat/Redemption-Pat-AbramAbraham.jpg	default	Hero	Hero	Pat	Patriarchs	Blue	5/10	6/11			Ultra Rare	Genesis 17:4-5	Good		Hero starts as Abram.  After he makes a successful rescue, he becomes Abraham and can interrupt and prevent all special abilities on all Lost Soul cards except the Proverbs 22:14 Lost Souls card.	playerNDeck
Ki__Absalom_(Ki)	Absalom (Ki)	redemption/ki/Redemption-Ki-AbsalomKi.jpg	default	Evil Character	Evil Character	Ki	Kings	Pale Green	6	7	Warrior	Israelite Royalty	Uncommon	II Samuel 15:12	Evil		May band with any Evil Character with a reference from 2 Samuel 14-18.  While Absalom is in play, David cannot enter battle.	playerNDeck
War__Absalom_(Wa)	Absalom (Wa)	redemption/war/Redemption-War-AbsalomWa.jpg	default	Evil Character	Evil Character	War	Warriors	Pale Green	6	7			Uncommon	II Samuel 15:12	Evil		May band with Shimei or Ahithophel (not both).	playerNDeck
Ki__Absalom's_Soldiers_(Ki)	Absalom's Soldiers	redemption/ki/Redemption-Ki-AbsalomsSoldiers.jpg	default	Evil Character	Evil Character	Ki	Kings	Pale Green	5	4	Warrior		Uncommon	II Samuel 15:12	Evil		Place David beneath owner's draw pile.  May band to Absalom's Soldier.	playerNDeck
GoC__217-Abusive-Soldiers	Abusive Soldiers (GoC)	redemption/goc/Redemption-GoC-AbusiveSoldiersGoC.jpg	default	Evil Character	Evil Character	GoC	Gospel of Christ	Gold	2	1	Warrior	Generic, Gospel	Common	Luke 23:11	Evil	Rotation	You may reserve a Hero from opponent’s hand. Protect gold Evil Characters from the next good Enhancement played in battle.	playerNDeck
K1P__K36-1P-Abusive-Taskmaster	Abusive Taskmaster (1st Print - K)	redemption/k1p/Redemption-K1P-AbusiveTaskmaster1stPrintK.jpg	default	Evil Character	Evil Character	K1P	K Starter (1st Print)	Pale Green	8	9		Generic, Egyptian	Starter	Exodus 2:11	Evil	Rotation	Negate a Hero.	playerNDeck
K__K36-Abusive-Taskmaster	Abusive Taskmaster [K]	redemption/k/Redemption-K-AbusiveTaskmasterK.jpg	default	Evil Character	Evil Character	K	K Starter	Pale Green	8	9		Generic, Egyptian	Starter	Exodus 2:11	Evil	Rotation	Negate a Hero. You may topdeck an evil card from Reserve.	playerNDeck
Pat__Abusive_Taskmasters_(Pa)	Abusive Taskmasters	redemption/pat/Redemption-Pat-AbusiveTaskmasters.jpg	default	Evil Enhancement	Evil Enhancement	Pat	Patriarchs	Gold	2	4			Common	Exodus 1:11	Evil		Selected Hero decreases 1/1 for every evil enhancement currently in battle, until the end of the turn.	playerNDeck
PoC__044-Accursed-of-God	Accursed of God	redemption/poc/Redemption-PoC-AccursedOfGod.jpg	default	Evil Enhancement	Evil Enhancement	PoC	Prophecies of Christ	Brown/Pale Green	3	3			Common	Deuteronomy 21:22-23 (Galatians 3:13)	Evil	Rotation	(Star) Exchange this card with a Curse from Reserve. (EE) Discard a Hero. Cannot be prevented if a Curse is in play.	playerNDeck
TEC__Achaicus	Achaicus	redemption/tec/Redemption-TEC-Achaicus.jpg	default	Hero	Hero	TEC	Early Church	Clay	5	5		[X = # of characters set aside by this card] Corinth	Common	I Corinthians 16:17	Good	Rotation	Set aside any number of your Corinth Heroes for one turn. One retrun, reveal the top X cards of an opponent's deck; put Lost Souls in play and underdeck the rest.	playerNDeck
I__Achan_(I)	Achan (I)	redemption/i/Redemption-I-AchanI.jpg	default	Evil Character	Evil Character	I	I	Brown	3	4	Warrior		Deck	Joshua 7:18	Evil	Rotation		playerNDeck
Pat__Achan_(Pa)	Achan (Pa)	redemption/pat/Redemption-Pat-AchanPa.jpg	default	Evil Character	Evil Character	Pat	Patriarchs	Pale Green	5	6			Common	Joshua 7:18	Evil		Joshua's strength (*/) is reduced by 5 while Achan remains in play.	playerNDeck
I__Achan's_Sin_(I)	Achan's Sin (I)	redemption/i/Redemption-I-AchansSinI.jpg	default	Evil Enhancement	Evil Enhancement	I	I	Brown	1	1			Deck	Joshua 7:25	Evil	Rotation	Negate the last good card played this battle. Discard all cards in battle.	playerNDeck
Pat__Achan's_Sin_(Pa)	Achan's Sin (Pa)	redemption/pat/Redemption-Pat-AchansSinPa.jpg	default	Evil Enhancement	Evil Enhancement	Pat	Patriarchs	Pale Green	1	1			Rare	Joshua 7:25	Evil		Interrupt the battle and remove all cards in battle from the game.	playerNDeck
LoC__LoC_101-Achim-R	Achim, the Compiler / Achim, the Talmid (LoC)	redemption/loc/Redemption-LoC-AchimTheCompilerAchimTheTalmidLoC.jpg	default	Hero	Hero	LoC	Lineage of Christ	Gold (Gold/Red)	4(8)	5(7)	Territory, Star	O.T., Postexilic, X = # of evil cards in opponent’s banish pile (O.T., Postexilic)	Rare	Matthew 1:14	Good	Rotation	STAR: Topdeck an O.T. card from a Reserve. TOP: While you control a meek Hero, negate opponents’ neutral cards. If attacking, you may draw X (limit 3). BOTTOM: Meek	playerNDeck
LoC__LoC_048-Acts-of-Manasseh-R	Acts of Manasseh (LoC)	redemption/loc/Redemption-LoC-ActsOfManassehLoC.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	LoC	Lineage of Christ	Purple/Brown			Territory	Unity: Lost Souls (Meek)	Rare	II Chronicles 33:18	Neutral	Rotation	Place in territory: You may discard this card to negate and discard an Enhancement or the last Enhancement played. Cannot be negated if used by a dual icon character.	playerNDeck
Ki__Acts_of_Uzziah_(Ki)	Acts of Uzziah	redemption/ki/Redemption-Ki-ActsOfUzziah.jpg	default	Good Enhancement	Good Enhancement	Ki	Kings	Purple	3	1			Common	II Chronicles 26:22	Good		Discard Household Idols.  Return all Evil Characters in set aside areas to owner's territory at face value.	playerNDeck
Pat__Adam_(Pa)	Adam	redemption/pat/Redemption-Pat-Adam.jpg	default	Hero	Hero	Pat	Patriarchs	Red	8	4			Common	Genesis 2:7	Good		Adam may band to Eve.	playerNDeck
FoM__001-Adam	Adam (FoM)	redemption/fom/Redemption-FoM-AdamFoM.jpg	default	Hero	Hero	FoM	Fall of Man	Blue	1	X		Antediluvian, X = # of humans in play	Common	Genesis 2:7	Good	Rotation	Protect Adam from non-humans. You may topdeck an antediluvian human or a Genesis 1-7 Enhancement from Reserve. May band to Eve. Cannot be interrupted by a human.	playerNDeck
LoC__LoC_076-Adam	Adam, the Exile / Adam (Man) (LoC)	redemption/loc/Redemption-LoC-AdamTheExileAdamManLoC.jpg	default	Hero	Hero	LoC	Lineage of Christ	Blue (Blue/Red)	10(1)	2(3)	Star	Antediluvian	Common	Genesis 2:7	Good	Rotation	STAR: Topdeck a human from Reserve. TOP: You may take a * human from deck. May band to an antediluvian or a meek blue Hero. Cannot be interrupted. BOTTOM: Meek	playerNDeck
Ki__Adino_(Ki)	Adino (Ki)	redemption/ki/Redemption-Ki-AdinoKi.jpg	default	Hero	Hero	Ki	Kings	Red	6	6	Warrior		Common	II Samuel 23:8	Good		If Adino is holding a spear he gains 3/3 and prevents all special abilities except banding on non-weapon class enhancements.	playerNDeck
Main__Adino_(UL)	Adino (L)	redemption/main/Redemption-Main-AdinoL.jpg	default	Hero	Hero	Main	Main	Red	6	6			Uncommon	II Samuel 23:8	Good			playerNDeck
Main UL__Adino_(UL)	Adino (UL)	redemption/main-ul/Redemption-MainUL-AdinoUL.jpg	default	Hero	Hero	Main UL	Main Unlimited	Red	6	6			Uncommon	II Samuel 23:8	Good			playerNDeck
Ki__Adino's_Spear_(Ki)	Adino's Spear (Ki)	redemption/ki/Redemption-Ki-AdinosSpearKi.jpg	default	Good Enhancement	Good Enhancement	Ki	Kings	Red	3	2	Weapon		Common	II Samuel 23:8	Good		Hero is immune to Gold Brigade.	playerNDeck
War__Adino's_Spear_(Wa)	Adino's Spear (Wa)	redemption/war/Redemption-War-AdinosSpearWa.jpg	default	Good Enhancement	Good Enhancement	War	Warriors	Red	3	3			Common	II Samuel 23:8	Good		Hero is immune to Gold Brigade.	playerNDeck
TEC__Adjourn_(EC)	Adjourn	redemption/tec/Redemption-TEC-Adjourn.jpg	default	Evil Enhancement	Evil Enhancement	TEC	Early Church	Black	0	X		X = # of your Greek Evil Characters	Common	Acts 17:32	Evil	Rotation	Paralyze X Heroes in opponent's territory for 2 turns. If all Evil Characters in battle are Greek, end the battle.	playerNDeck
RR__153-Adjourn	Adjourn (Roots)	redemption/rr/Redemption-RR-AdjournRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Black	3	2				Acts 17:32	Evil	Rotation	You may negate a good card or withdraw all Heroes. Cannot be prevented if used by a Greek.	playerNDeck
AW__Admiral_(AW)	Admiral	redemption/aw/Redemption-AW-Admiral.jpg	default	Evil Character	Evil Character	AW	Angel Wars	Brown	6	7	Warrior		Common	I Corinthians 10:20	Evil		Kingdoms of this World fortresses do not protect Evil Characters this turn.  You may release your demon from any evil fortress in play or set aside area and band it into battle.	playerNDeck
Pmo-P1__Adonijah_(Promo)	Adonijah	redemption/pmo-p1/Redemption-PmoP1-Adonijah.jpg	default	Evil Character	Evil Character	Pmo-P1	Promo	Black	8	11		Israelite Royalty	Promo	I Kings 1:41	Evil		Look at opponent's hand. Convert Joab to a black brigade Evil Character. May band to Joab. Cannot be interrupted.	playerNDeck
RR__159-Adonijah	Adonijah, the Usurper (Roots)	redemption/rr/Redemption-RR-AdonijahTheUsurperRoots.jpg	default	Evil Character	Evil Character	RR	Roots	Brown	8	11		Royalty		I Kings 1:5	Evil	Rotation	You may convert an O.T. human in a territory to a brown Evil Character this turn. May band to that character.	playerNDeck
GoC__161-Afflicting-Spirit	Afflicting Spirit (GoC)	redemption/goc/Redemption-GoC-AfflictingSpiritGoC.jpg	default	Evil Character	Evil Character	GoC	Gospel of Christ	Black/Orange	4	2		Canaanite, Demon, Generic, Gospel	Common	Matthew 15:22	Evil	Rotation	You may exchange a Hero in battle with opponent’s Hero. After battle, you may place this card on a good card: Negate that card (and paralyze it if it is a Hero).	playerNDeck
RoJ (AB)__RoJ_AB_N40-Affliction-of-Job	Affliction of Job (RoJ AB)	redemption/roj-ab/Redemption-RoJAB-AfflictionOfJobRoJAB.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	RoJ (AB)	Revelation of John (Alternate Border)	Blue/Brown	1	4	Territory	X = # of opponent’s brigades	Common	Job 2:7-8	Neutral	Rotation	Search deck or discard pile for Dust and Ashes. If used during battle, decrease an opposing character X/X.	playerNDeck
RoJ__40-Affliction-of-Job	Affliction of Job (RoJ)	redemption/roj/Redemption-RoJ-AfflictionOfJobRoJ.jpg	default	Good/Evil Enhancement	Good/Evil Enhancement	RoJ	Revelation of John	Blue/Brown	1	4	Territory	X = # of opponent's  brigades	Common	Job 2:7-8	Neutral	Rotation	Search deck or discard pile for Dust and Ashes. If used during battle, decrease an opposing character X/X.	playerNDeck
Prp__Agabus_(Pr)	Agabus	redemption/prp/Redemption-Prp-Agabus.jpg	default	Hero	Hero	Prp	Prophets	Green	5	4			Uncommon	Acts 21:10	Good			playerNDeck
TPC__Agabus_(PC)	Agabus (PC)	redemption/tpc/Redemption-TPC-AgabusPC.jpg	default	Hero	Hero	TPC	Persecuted Church	Clay/Green	5	4		Prophet, Jerusalem	Rare	Acts 21:10	Good	Rotation	Negate O.T. Artifacts. You may reveal a hand: if it contains a card with a capture or decrease ability, search discard pile for an Enhancement with one of those abilities.	playerNDeck
Pri__Agur_(Pi)	Agur	redemption/pri/Redemption-Pri-Agur.jpg	default	Hero	Hero	Pri	Priests	Gold	8	9			Rare	Proverbs 30:1	Good		You may place an O.T.  Enhancement from hand (or discard pile if Book of the Law is active) on a human Hero of matching brigade in your territory.  The next time that Hero enters battle, that Enhancement activates and is discarded immediately.	playerNDeck
2E__Ahab_(C)	Ahab ( C)	redemption/2e/Redemption-2E-AhabC.jpg	default	Evil Character	Evil Character	2E	2nd Edition	Brown	6	6			Deck	I Kings 21:25	Evil			playerNDeck
Main__Ahab_(UL)	Ahab (L)	redemption/main/Redemption-Main-AhabL.jpg	default	Evil Character	Evil Character	Main	Main	Brown	6	6			Uncommon	I Kings 21:25	Evil			playerNDeck
Main UL__Ahab_(UL)	Ahab (UL)	redemption/main-ul/Redemption-MainUL-AhabUL.jpg	default	Evil Character	Evil Character	Main UL	Main Unlimited	Brown	6	6			Uncommon	I Kings 21:25	Evil			playerNDeck
Pri__Ahab's_Armor_(Pi)	Ahab's Armor	redemption/pri/Redemption-Pri-AhabsArmor.jpg	default	Evil Enhancement	Evil Enhancement	Pri	Priests	Brown	0	5	Weapon		Uncommon	I Kings 22:34	Evil		Protect Evil Character from capture and convert abilities.  Discard that Evil Character after battle if Syrian Archer is in play.  Ahab may retain as a weapon until discarded.	playerNDeck
LoC__LoC_182-Ahaz-R	Ahaz, the Unfaithful (LoC)	redemption/loc/Redemption-LoC-AhazTheUnfaithfulLoC.jpg	default	Evil Character	Evil Character	LoC	Lineage of Christ	Brown	9	12	Warrior, Star	King of Judah	Rare	II Kings 15:38	Evil	Rotation	STAR: Underdeck a meek Lost Soul. EC: Negate protect abilities on other cards. Opponent may discard their human. If they do not, protect meek Lost Souls from rescue. Cannot be prevented.	playerNDeck
Prp__Ahaziah_(Pr)	Ahaziah	redemption/prp/Redemption-Prp-Ahaziah.jpg	default	Evil Character	Evil Character	Prp	Prophets	Brown	5	7			Uncommon	I Kings 22:53	Evil			playerNDeck
LoC__LoC_183-Ahaziah	Ahaziah, the Wicked (LoC)	redemption/loc/Redemption-LoC-AhaziahTheWickedLoC.jpg	default	Evil Character	Evil Character	LoC	Lineage of Christ	Brown	2	3	Warrior, Star	King of Judah	Common	II Kings 8:24	Evil	Rotation	STAR: Topdeck a brown human from deck. EC: May band to a brown king, or you may take a brown card from II Kings or II Chronicles from Reserve. Cannot be negated if you control a meek Lost Soul.	playerNDeck
FoM__111-Ahimaaz	Ahimaaz (FoM)	redemption/fom/Redemption-FoM-AhimaazFoM.jpg	default	Hero	Hero	FoM	Fall of Man	Red/Teal	4	2	Warrior	Tabernacle High Priest, House of Eleazar	Common	II Samuel 18:27	Good	Rotation	First strike. Protect priests from capture, underdeck and set-aside abilities. You may look at a hand or Reserve. If David is in play, negate an evil or neutral card.	playerNDeck
Ki__Ahimaaz_(Ki)	Ahimaaz (Ki)	redemption/ki/Redemption-Ki-AhimaazKi.jpg	default	Hero	Hero	Ki	Kings	Blue	4	2	Warrior		Uncommon	II Samuel 17:17	Good		Holder may look at one opponent's hand or cards face down in a Site.  Hero may then withdraw from battle unharmed or continue the battle.  Ahimaaz cannot be captured.	playerNDeck
Pri__Ahimaaz_(Pi)	Ahimaaz (Pi)	redemption/pri/Redemption-Pri-AhimaazPi.jpg	default	Hero	Hero	Pri	Priests	Teal	4	2	Warrior	Tabernacle High Priest, House of Eleazar	Uncommon	II Samuel 17:17	Good		Protect this Hero from capture.  You may look at one opponent's hand or cards face down in a Site.  You may then withdraw Hero from battle unharmed.	playerNDeck
IR__053-Ahimaaz-the-Swift	Ahimaaz, the Swift	redemption/ir/Redemption-IR-AhimaazTheSwift.jpg	default	Hero	Hero	IR	Israel's Rebellion	Clay	6	3	Warrior	Tabernacle High Priest	Common	II Samuel 18:19	Good	Rotation	Protect O.T. priests from evil withdraw and reserve abilities. You may play a Lost Soul from a deck or negate a neutral card.	playerNDeck
FoM__068-Ahiman	Ahiman, son of Anak	redemption/fom/Redemption-FoM-AhimanSonOfAnak.jpg	default	Evil Character	Evil Character	FoM	Fall of Man	Black	9	11	Warrior	Canaanite, Giant	Common	Numbers 13:22	Evil	Rotation	You may take Hebron or a Canaanite giant from discard pile. May band to a son of Anak. Band abilities on giants cannot be negated.	playerNDeck
IR__054-Ahimelech-Chief-Priest-R	Ahimelech, Chief Priest	redemption/ir/Redemption-IR-AhimelechChiefPriest.jpg	default	Hero	Hero	IR	Israel's Rebellion	Clay	5	10	Territory	Tabernacle High Priest	Rare	I Samuel 21:1	Good	Rotation	If an O.T. clay card you own is reserved, you may draw 1. If attacking, you may take an O.T. clay card from Reserve.	playerNDeck
Pri__Ahimelech_Priest_at_Nob_(Pi)	Ahimelech, Priest at Nob	redemption/pri/Redemption-Pri-AhimelechPriestAtNob.jpg	default	Hero	Hero	Pri	Priests	Teal	3	3		Tabernacle Priest, House of Ithamar	Uncommon	II Samuel 15:12	Good		Search discard pile for a weapon class Enhancement and place on your warrior class Hero that has no weapon and convert weapon to that Hero's brigade.	playerNDeck
RoA__Ahimelek_the_Hittite_(RA2)	Ahimelek the Hittite	redemption/roa/Redemption-RoA-AhimelekTheHittite.jpg	default	Hero	Hero	RoA	Rock of Ages	Red	4	5	Warrior	Canaanite	Fixed	I Samuel 26:6	Good		Return an Evil Character to owner's hand. Protect your warrior class Heroes from capture. Cannot be negated if David is in play.	playerNDeck
Ki__Ahithophel_(Ki)	Ahithophel (Ki)	redemption/ki/Redemption-Ki-AhithophelKi.jpg	default	Evil Character	Evil Character	Ki	Kings	Gray	2	2			Uncommon	II Samuel 15:31	Evil		May band with any Evil Character with a reference from II Samuel 14-17.	playerNDeck
War__Ahithophel_(Wa)	Ahithophel (Wa)	redemption/war/Redemption-War-AhithophelWa.jpg	default	Evil Character	Evil Character	War	Warriors	Gray	2	2			Uncommon	II Samuel 15:31	Evil		May band with Absalom.	playerNDeck
IR__057-Ahitub-the-High-Priest	Ahitub, the High Priest	redemption/ir/Redemption-IR-AhitubTheHighPriest.jpg	default	Hero	Hero	IR	Israel's Rebellion	Clay	2	1		Tabernacle High Priest	Common	I Samuel 22:11	Good	Rotation	Protect Lost Souls from evil cards. You may reserve this card to add a Tabernacle priest from hand, deck or territory to battle.	playerNDeck
LoC__LoC_175-Ahuzzath	Ahuzzath (LoC)	redemption/loc/Redemption-LoC-AhuzzathLoC.jpg	default	Evil Character	Evil Character	LoC	Lineage of Christ	Black	2	6		Philistine, X = # of your Philistines	Common	Genesis 26:26	Evil	Rotation	You may topdeck an O.T. black Enhancement from Reserve (or take it if a black king is in play). You may banish up to X good cards from a discard pile.	playerNDeck
Ap__Alabaster_Jar_(Ap)	Alabaster Jar	redemption/ap/Redemption-Ap-AlabasterJar.jpg	default	Good Enhancement	Good Enhancement	Ap	Apostles	Blue	4	3			Common	Matthew 26:7	Good		Holder may search draw pile for Potter's Field and put it in play.	playerNDeck
Main__Alertness_(UL)	Alertness	redemption/main/Redemption-Main-Alertness.jpg	default	Good Enhancement	Good Enhancement	Main	Main	Purple	2	2			Common	I Peter 5:8	Good			playerNDeck
Main UL__Alertness_(UL)	Alertness	redemption/main-ul/Redemption-MainUL-Alertness.jpg	default	Good Enhancement	Good Enhancement	Main UL	Main Unlimited	Purple	2	2			Common	I Peter 5:8	Good			playerNDeck
