databaseId	name	subtitle	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	faction	rarity	cost	threshold	attack	defense	health	artist	flavour	text
hex-basilisk-rune-rune	Basilisk Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-BasiliskRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-BasiliskRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-basilisk-rune-rune	Kismet's Basilisk Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsBasiliskRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsBasiliskRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Basilisk Rune in play for each artifact you control.  At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-darkened-hallway-hallway	Darkened Hallway	Hallway	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-DarkenedHallway.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-DarkenedHallway.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Land	0					Nele Diel		At the start of your combat phase, gain 00 health.
hex-bird-rune-rune	Bird Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-BirdRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-BirdRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-bird-rune-rune	Kismet's Bird Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsBirdRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsBirdRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Bird Rune in play for each artifact you control. At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-chameleon-rune-rune	Chameleon Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChameleonRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChameleonRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-chameleon-rune-rune	Kismet's Chameleon Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsChameleonRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsChameleonRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Chameleon Rune in play for each artifact you control.  At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-snake-rune-rune	Snake Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SnakeRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SnakeRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-snake-rune-rune	Kismet's Snake Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsSnakeRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsSnakeRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Snake Rune in play for each artifact you control. At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-fish-rune-rune	Fish Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FishRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FishRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-fish-rune-rune	Kismet's Fish Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsFishRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsFishRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Fish Rune in play for each artifact you control. At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-gecko-rune-rune	Gecko Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GeckoRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GeckoRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-gecko-rune-rune	Kismet's Gecko Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsGeckoRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsGeckoRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Gecko Rune in play for each artifact you control. At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-frog-rune-rune	Frog Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FrogRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FrogRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-frog-rune-rune	Kismet's Frog Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsFrogRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsFrogRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Frog Rune in play for each artifact you control. At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-lizard-rune-rune	Lizard Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LizardRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LizardRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-lizard-rune-rune	Kismet's Lizard Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsLizardRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsLizardRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Lizard Rune in play for each artifact you control. At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-dingo-rune-rune	Dingo Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-DingoRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-DingoRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		Basic: Exhaust, (0) → If there is one Hidden counter on this, remove a Hidden counter from each artifact you control. Otherwise, destroy you.
hex-kismet-s-dingo-rune-rune	Kismet's Dingo Rune	Rune	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsDingoRune.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-KismetsDingoRune.jpg	default	Artifact	AI Only	AI Only	playerNDeck		Epic	0					Nele Diel		#AIMustPlay#Immediate Deploy - Secretly add a Hidden counter to each Dingo Rune in play for each artifact you control. At the end of your turn, sacrifice this and summon a Darkened Hallway.
hex-conflagrate	Conflagrate		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Conflagrate.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Conflagrate.jpg	default	Basic Action	AI Only	AI Only	playerNDeck		Epic	3	Ruby				Anton Kokarev		Add a burning counter to target champion. Deal 1 damage to each troop that champion controls for each burning counter on opposing champions.
hex-indulge	Indulge		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Indulge.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Indulge.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Draw a card. Gain 5 health. Gain [Wild 0][Ruby 1]. Add a seduction counter to you.
hex-resist	Resist		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Resist.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Resist.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							You can't play cards this turn.
hex-rose-knight-s-protection	Rose Knight's Protection		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-RoseKnightsProtection.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-RoseKnightsProtection.jpg	default	Basic Action	AI Only	AI Only	playerNDeck		Promo	0					Jon Buran		Summon three Rose Knight Ghosts.
hex-lost-gnome-gnome	Lost Gnome	Gnome	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LostGnome.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LostGnome.jpg	default	Troop	AI Only	AI Only	playerNDeck		Epic	2		1	2		Kieran Yanner		Unlimited When an opposing Wormoid enters play, put this into your deck and draw a card.
hex-wormoid-grub-wormoid	Wormoid Grub	Wormoid	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-WormoidGrub.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-WormoidGrub.jpg	default	Troop	AI Only	AI Only	playerNDeck		Epic	6	Ruby 2	4	3		Yuriy Chemezov		Basic [RUBY]: (2) → Tunneling 4. When an opposing champion plays a troop, if this is underground, this gets Tunneling -1.
hex-wormoid-wormoid	Wormoid	Wormoid	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Wormoid.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Wormoid.jpg	default	Troop	AI Only	AI Only	playerNDeck		Epic	8	Ruby 2	5	5		John Silva		Crush Basic [RUBY]: (2) → Tunneling 6. When an opposing champion plays an action, if this is underground, this gets Tunneling -2.
hex-firebreathing-wormoid-wormoid	Firebreathing Wormoid	Wormoid	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FirebreathingWormoid.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FirebreathingWormoid.jpg	default	Troop	AI Only	AI Only	playerNDeck		Epic	10	Ruby 2	9	4		Ilya Shkipin		Basic [RUBY]: (2) → Tunneling 8. When an opposing champion plays a resource, if this is underground, this gets Tunneling -1. Deploy - This deals 1 damage to each opposing troop for each Wormoid you control.
hex-long-tongue	Long Tongue		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LongTongue.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LongTongue.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							This gets Skyguard.
hex-corrosive-spit	Corrosive Spit		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-CorrosiveSpit.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-CorrosiveSpit.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Destroy target artifact.
hex-select-blood-shard	Select Blood Shard		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectBloodShard.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectBloodShard.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Select Blood.
hex-select-diamond-shard	Select Diamond Shard		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectDiamondShard.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectDiamondShard.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Select Diamond.
hex-select-ruby-shard	Select Ruby Shard		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectRubyShard.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectRubyShard.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Select Ruby.
hex-select-sapphire-shard	Select Sapphire Shard		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectSapphireShard.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectSapphireShard.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Select Sapphire.
hex-select-wild-shard	Select Wild Shard		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectWildShard.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SelectWildShard.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Select Wild.
hex-call-the-ardent	Call the Ardent		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-CallTheArdent.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-CallTheArdent.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Create a Valor and put it into your hand.
hex-crush-the-underworld	Crush the Underworld		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-CrushTheUnderworld.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-CrushTheUnderworld.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Target [UNDERWORLD] troop can't block this turn.
hex-reflection-of-ambition	Reflection of Ambition		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ReflectionOfAmbition.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ReflectionOfAmbition.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Rayden Chen		Each champion discards a card.
hex-reflection-of-sanctity	Reflection of Sanctity		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ReflectionOfSanctity.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ReflectionOfSanctity.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Rayden Chen		Each champion draws a card.
hex-tidy	Tidy		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Tidy.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-Tidy.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Revert a troop you control.
hex-choose-discard-action	Choose Discard Action		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseDiscardAction.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseDiscardAction.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Each opposing champion discards an action.
hex-choose-discard-constant	Choose Discard Constant		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseDiscardConstant.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseDiscardConstant.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Each opposing champion discards a constant.
hex-choose-discard-troop	Choose Discard Troop		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseDiscardTroop.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseDiscardTroop.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Each opposing champion discards a troop.
hex-gain-permanent-resource	Gain Permanent Resource		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GainPermanentResource.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GainPermanentResource.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Gain [Wild 0][Ruby 1].
hex-uncover-secrets	Uncover Secrets		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-UncoverSecrets.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-UncoverSecrets.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Your opponent searches their deck for a card and puts it into their hand.
hex-devour-secrets	Devour Secrets		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-DevourSecrets.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-DevourSecrets.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Your opponent searches your deck for four cards and voids them.
hex-oblation-of-mania	Oblation of Mania		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-OblationOfMania.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-OblationOfMania.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Bury the top five cards of your deck.
hex-oblation-of-intellect	Oblation of Intellect		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-OblationOfIntellect.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-OblationOfIntellect.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Your opponent draws a card.
hex-lose-your-mind	Lose Your Mind		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LoseYourMind.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LoseYourMind.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Bury the top half of your deck, rounded up.
hex-lose-control	Lose Control		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LoseControl.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-LoseControl.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							Your opponent gains control of #STORED_TARGET#.
hex-form-of-assault-bot	Form of Assault Bot		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FormOfAssaultBot.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FormOfAssaultBot.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Jeremy Love		Transform this into an Assault Bot.
hex-form-of-patrol-bot	Form of Patrol Bot		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FormOfPatrolBot.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FormOfPatrolBot.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Michele Giorgi		Transform this into a Patrol Bot.
hex-form-of-barrier-bot	Form of Barrier Bot		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FormOfBarrierBot.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-FormOfBarrierBot.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Oh Wang Jing		Transform this into a Barrier Bot.
hex-siphon-hopes	Siphon Hopes		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SiphonHopes.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-SiphonHopes.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							This gets Lifedrain.
hex-grandfather-s-strength	Grandfather's Strength		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersStrength.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersStrength.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							This gets Crush.
hex-grandfather-s-soul	Grandfather's Soul		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersSoul.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersSoul.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							This gets Lifedrain.
hex-grandfather-s-cunning	Grandfather's Cunning		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersCunning.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersCunning.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							This gets Spellshield.
hex-grandfather-s-dedication	Grandfather's Dedication		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersDedication.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-GrandfathersDedication.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0							This gets Steadfast.
hex-choose-gain-a-charge	Choose Gain a Charge		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseGainACharge.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ChooseGainACharge.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Max Grecke		Gain a charge.
hex-scrios-brick-1	Scrios Brick [(1)]		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick1.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick1.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Robb Mommaerts		This gets "When a champion draws a card with cost (1), create a Scrios Brick and put it into your hand."
hex-scrios-brick-2	Scrios Brick [(2)]		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick2.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick2.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Robb Mommaerts		This gets "When a champion draws a card with cost (2), create a Scrios Brick and put it into your hand."
hex-scrios-brick-3	Scrios Brick [(3)]		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick3.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick3.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Robb Mommaerts		This gets "When a champion draws a card with cost (3), create a Scrios Brick and put it into your hand."
hex-scrios-brick-4	Scrios Brick [(4)]		hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick4.jpg	hex-shards-of-fate/ai-only/HexShardsOfFate-AIOnly-ScriosBrick4.jpg	default	Choice	AI Only	AI Only	playerNDeck		Land	0					Robb Mommaerts		This gets "When a champion draws a card with cost (4), create a Scrios Brick and put it into your hand."
