databaseId	name	imageUrl	cardBack	type	subtitle	side	culture	race	twilight	strength	vitality	site	packName	rarity	collInfo	lore	text
5_14	That Is No Orc Horn	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-ThatIsNoOrcHorn.jpg	normal	EVENT		Free Peoples	Elven		2				Battle of Helm's Deep	C	5C14	Anxious defenders cheered the welcome sound of Elvish trumpets.	<b>Regroup:</b> Spot 3 Elf companions to heal a companion and liberate a site.
5_15	Birchseed, Tall Statesman	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BirchseedTallStatesman.jpg	normal	COMPANION	Tall Statesman	Free Peoples	Gandalf	Ent	3	8	4		Battle of Helm's Deep	U	5U15	Slender and royal, he presided over many Entmoots.	<b>Unhasty</b>. <b>Assignment:</b> Exert an unbound Hobbit or discard 2 cards from hand to allow Birchseed to skirmish. <b>Fellowship:</b> Exert Birchseed to heal an unbound Hobbit.
5_16	Down From the Hills	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-DownFromTheHills.jpg	normal	EVENT		Free Peoples	Gandalf		5				Battle of Helm's Deep	R	5R16	Down leaped Shadowfax, like a deer....	<b>Spell</b>. <b>Maneuver:</b> Exert Gandalf 3 times to make an unbound companion with the Gandalf signet strength +5, <b>defender +1</b>, <b>damage +2</b>, and unable to take wounds until the regroup phase.
5_17	Forest Guardian	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-ForestGuardian.jpg	normal	COMPANION		Free Peoples	Gandalf	Ent	2	8	3		Battle of Helm's Deep	C	5C17	'We keep off strangers and the foolhardy; and we train and we teach, we walk and we weed.'	<b>Unhasty</b>. <b>Assignment:</b> Exert an unbound Hobbit or discard 2 cards from hand to allow this companion to skirmish.
5_18	Fury of the White Rider	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-FuryOfTheWhiteRider.jpg	normal	EVENT		Free Peoples	Gandalf		3				Battle of Helm's Deep	R	5R18	The White Rider was upon them, and the terror of his coming filled the enemy with madness.	<b>Spell</b>. <b>Maneuver:</b> Spot 3 twilight tokens and exert Gandalf to wound a minion twice.
5_19	Lindenroot, Elder Shepherd	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-LindenrootElderShepherd.jpg	normal	COMPANION	Elder Shepherd	Free Peoples	Gandalf	Ent	4	10	4		Battle of Helm's Deep	R	5R19	A most well-founded and considerate Ent.	<b>Unhasty</b>. <b>Assignment:</b> Exert an unbound Hobbit or discard 2 cards from hand to allow Lindenroot to skirmish. <b>Skirmish:</b> Exert Lindenroot to wound an [isengard] minion he is skirmishing.
5_2	Dunlending Renegade	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-DunlendingRenegade.jpg	normal	MINION		Shadow	Dunland	Man	2	10	1	3	Battle of Helm's Deep	U	5U2	The strength of the hillmen was driven by passion and anger.	When you play this minion, the Free Peoples player may discard 2 cards from hand to discard him.
5_20	Turn of the Tide	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-TurnOfTheTide.jpg	normal	EVENT		Free Peoples	Gandalf		3				Battle of Helm's Deep	U	5U20	'Indeed my friends, none of you have any weapon that could hurt me.'	<b>Spell</b>. <b>Maneuver:</b> Exert Gandalf to discard up to 2 Shadow possessions. Any Shadow player may discard a minion to prevent this.
5_21	Be Back Soon	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BeBackSoon.jpg	normal	EVENT		Free Peoples	Gollum		1				Battle of Helm's Deep	R	5R21	'Now I wonder where he's got to?'	<b>Maneuver:</b> Discard Sméagol to discard a minion. An opponent may exert a minion twice to prevent this.
5_22	Evil-smelling Fens	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-EvilSmellingFens.jpg	normal	CONDITION		Shadow	Gollum		1				Battle of Helm's Deep	U	5U22	'No birds here. There are snakeses, wormses, things in the pools. Lots of things, lots of nasty things.'	Plays to your support area. Each site on the adventure path is a <b>marsh</b>. <b>Shadow:</b> Exert Gollum twice and discard this condition to play a minion from your discard pile.
5_23	Follow Sméagol	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-FollowSmAgol.jpg	normal	CONDITION		Free Peoples	Gollum		1				Battle of Helm's Deep	U	5U23	'Follow Sméagol very carefully, and you may go a long way, quite a long way, before He catches you, yes perhaps.'	Plays on Sméagol. <b>Regroup:</b> Exert Sméagol or Gollum to play the fellowship's next site (replacing opponent's site if necessary).
5_24	Gollum, Nasty Treacherous Creature	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-GollumNastyTreacherousCreature.jpg	normal	MINION	Nasty Treacherous Creature	Shadow	Gollum		2	5	4	3	Battle of Helm's Deep	C	5C24	'...we won't let you go, either. You're full of wickedness and mischief, Gollum.'	<b>Regroup:</b> Discard Gollum to exert a companion or ally.
5_25	Gollum, Stinker	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-GollumStinker.jpg	normal	MINION	Stinker	Shadow	Gollum		2	5	4	3	Battle of Helm's Deep	R	5R25	'Still he's a Baggins, my precious, yes, a Baggins. A Baggins stole it. He found it and he said nothing. We hates Bagginses.'	Gollum is strength +1 for each burden. Each time Gollum wins a skirmish, you may add a burden.
5_26	Look at Him	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-LookAtHim.jpg	normal	EVENT		Shadow	Gollum		0				Battle of Helm's Deep	U	5U26	'That's what it is. It's that Gollum! Snakes and adders! And to think I thought that we'd puzzle him with our bit of a climb!'	<b>Shadow:</b> Spot Sméagol or Gollum to add (1) for each burden.
5_27	Poor Wretch	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-PoorWretch.jpg	normal	CONDITION		Free Peoples	Gollum		1	1			Battle of Helm's Deep	C	5C27	'Throttle us in our sleep, that's his plan.'	Plays on Sméagol. <b>Skirmish:</b> Discard this condition to make Sméagol <b>damage +1</b>.
5_28	Sméagol, Old Noser	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-SmAgolOldNoser.jpg	normal	COMPANION	Old Noser	Free Peoples	Gollum		0	3	4		Battle of Helm's Deep	C	5C28	'Could you find anything fit for a hungry hobbit?'	<b>Ring-bound</b>. To play, add a burden. <b>Regroup:</b> Exert Sméagol (or Gollum) twice to reveal the top 4 cards of your draw deck. Wound a minion for each Shadow card revealed. Place those 4 cards beneath your draw deck in any order.
5_29	Sméagol, Slinker	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-SmAgolSlinker.jpg	normal	COMPANION	Slinker	Free Peoples	Gollum		0	3	4		Battle of Helm's Deep	R	5R29	'...that it is my fate to receive help from you, where I least looked for it, and your fate to help me whom you long pursued with evil purpose.'	<b>Ring-bound</b>. To play, add a burden. <b>Skirmish:</b> Add a burden to make Sméagol strength +2 and take no wounds.
5_3	Leaping Blaze	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-LeapingBlaze.jpg	normal	EVENT		Shadow	Dunland		1				Battle of Helm's Deep	R	5R3	...they saw torches, countless points of fiery light upon the black fields behind, scattered like red flowers, or winding up from the lowlands....	<b>Shadow:</b> Spot 3 [dunland] minions to shuffle your hand into your draw deck and draw 8 cards. The Free Peoples player may discard 3 cards from hand to prevent this.
5_30	We Must Have It	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-WeMustHaveIt.jpg	normal	EVENT		Shadow	Gollum		0				Battle of Helm's Deep	C	5C30	'No, sweet one. See, my precious: if we has it, then we can escape, even from Him, eh?'	<b>Shadow:</b> Play Gollum from your draw deck or discard pile. <b>Skirmish:</b> Discard a card at random from hand to make Gollum strength +3.
5_31	Alcarin, Warrior of Lamedon	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-AlcarinWarriorOfLamedon.jpg	normal	COMPANION	Warrior of Lamedon	Free Peoples	Gondor	Man	3	7	3		Battle of Helm's Deep	R	5R31	Named for a mighty king, Alcarin is determined to prove himself in battle.	<b>Knight</b>. The twilight cost of each other knight in your starting fellowship is -1. <b>Assignment:</b> Assign Alcarin to a minion bearing a [gondor] fortification to heal Alcarin.
5_32	Citadel of the Stars	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-CitadelOfTheStars.jpg	normal	CONDITION		Free Peoples	Gondor		1	-2	-1		Battle of Helm's Deep	C	5C32	The city of Osgiliath was the first capital of Gondor.	<b>Fortification</b>. Plays to your support area. <b>Skirmish:</b> Exert a [gondor] Man or spot 3 knights to transfer this condition from your support area to a minion skirmishing a [gondor] Man.
5_33	City Wall	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-CityWall.jpg	normal	CONDITION		Free Peoples	Gondor		1	-3			Battle of Helm's Deep	C	5C33	The war-weary defenses of Osgiliath still protected the Men of Gondor.	<b>Fortification</b>. Plays to your support area. <b>Skirmish:</b> Exert a [gondor] Man or spot 3 knights to transfer this condition from your support area to a minion skirmishing a [gondor] Man.
5_34	Fall Back	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-FallBack.jpg	normal	EVENT		Free Peoples	Gondor		0				Battle of Helm's Deep	U	5U34	Osgiliath's defenses protected the Gondorian troops.	<b>Skirmish:</b> Discard all Shadow cards borne by a minion bearing a [gondor] fortification.
5_35	Gondorian Knight	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-GondorianKnight.jpg	normal	COMPANION		Free Peoples	Gondor	Man	2	6	3		Battle of Helm's Deep	C	5C35	Soldiers of Gondor share a long heritage of defending their borders against Sauron's attackers.	<b>Knight</b>.
5_36	Knight of Gondor	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-KnightOfGondor.jpg	normal	COMPANION		Free Peoples	Gondor	Man	2	5	3		Battle of Helm's Deep	C	5C36	The brave men of Gondor's army were well-armed and armored.	<b>Knight</b>. <b>Fellowship:</b> Discard a [gondor] condition to heal this companion.
5_37	Men of Númenor	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-MenOfNMenor.jpg	normal	EVENT		Free Peoples	Gondor		0				Battle of Helm's Deep	C	5C37	'...I do not love the bright sword for its sharpness, nor the arrow for its swiftness, nor the warrior for his glory....'	<b>Skirmish:</b> Wound a minion bearing a [gondor] fortification.
5_38	Rally Point	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-RallyPoint.jpg	normal	CONDITION		Free Peoples	Gondor		1				Battle of Helm's Deep	U	5U38	A strategic fallback helps Gondorian knights to plan their counterattack.	Plays to your support area. <b>Regroup:</b> Exert a knight to transfer a [gondor] fortification borne by a minion to your support area.
5_39	Stone Tower	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-StoneTower.jpg	normal	CONDITION		Free Peoples	Gondor		1		-2		Battle of Helm's Deep	R	5R39	The battlements of Osgiliath provided some defense against Sauron's attackers.	<b>Fortification</b>. Plays to your support area. <b>Skirmish:</b> Exert 2 [gondor] Men to transfer this condition from your support area to a minion skirmishing a [gondor] Man.
5_4	Wild Men of the Hills	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-WildMenOfTheHills.jpg	normal	MINION		Shadow	Dunland	Man	6	18	2	3	Battle of Helm's Deep	R	5R4	The swarm of Dunlendings destroyed everything in its path.	The twilight cost of this minion is -2 during the skirmish phase. When you play this minion, the Free Peoples player may discard 4 cards from hand to discard it.
5_40	Take Cover	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-TakeCover.jpg	normal	EVENT		Free Peoples	Gondor		0				Battle of Helm's Deep	C	5C40	Gondor forces at Osgiliath were too few to fight the advancing armies in the field.	<b>Fellowship:</b> Exert a knight to play a [gondor] fortification from your discard pile.
5_41	These Are My People	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-TheseAreMyPeople.jpg	normal	EVENT		Free Peoples	Gondor		3				Battle of Helm's Deep	R	5R41	'...I will die as one of them.'	<b>Fellowship:</b> Exert Aragorn twice to play any number of possessions from your discard pile onto companions with the Aragorn signet.
5_42	Turgon, Man of Belfalas	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-TurgonManOfBelfalas.jpg	normal	COMPANION	Man of Belfalas	Free Peoples	Gondor	Man	2	6	3		Battle of Helm's Deep	U	5U42	He hopes to someday become one of the knights of Dol Amroth.	<b>Knight</b>. To play, spot a knight. <b>Maneuver:</b> Exert Turgon to wound a minion bearing a [gondor] fortification.
5_43	War Must Be	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-WarMustBe.jpg	normal	EVENT		Free Peoples	Gondor		0				Battle of Helm's Deep	C	5C43	'...we defend ourselves against a destroyer who would devour all....'	<b>Skirmish:</b> Make a [gondor] Man strength +2 (or +4 if skirmishing a minion bearing a [gondor] fortification).
5_44	Battering Ram	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BatteringRam.jpg	normal	CONDITION		Shadow	Isengard		0				Battle of Helm's Deep	U	5U44	The trees... smote the timbers with a rending boom.	<b>Machine</b>. Plays to your support area. <b>Shadow:</b> Exert an Uruk-hai to place an [isengard] token on this card. <b>Skirmish:</b> Spot 5 companions and an [isengard] token here to make an Uruk-hai <b>damage</b> <b>+1</b>. Discard this condition.
5_45	Berserk Rager	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BerserkRager.jpg	normal	MINION		Shadow	Isengard	Uruk-hai	5	10	3	5	Battle of Helm's Deep	U	5U45	Their mission at Helm's Deep was to clear the walls.	<b>Damage +1</b>. Berserk Rager is strength +1 for each wound on a character in its skirmish. <b>Skirmish:</b> Remove 3 [isengard] tokens from a machine and exert Berserk Rager twice to wound every ally twice.
5_46	Berserk Savage	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BerserkSavage.jpg	normal	MINION		Shadow	Isengard	Uruk-hai	6	12	3	5	Battle of Helm's Deep	R	5R46	Skull-like helmets are distinctive to the Berserkers.	<b>Damage +1</b>. Berserk Savage is strength +1 for each wound on a character in its skirmish. <b>Skirmish:</b> Remove 4 [isengard] tokens from a machine and exert Berserk Savage twice to make it strength +8.
5_47	Berserk Slayer	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BerserkSlayer.jpg	normal	MINION		Shadow	Isengard	Uruk-hai	7	12	3	5	Battle of Helm's Deep	R	5R47	Berserkers are the first wave of Uruks sent to battle.	<b>Damage +1</b>. Berserk Slayer is strength +2 for each wound on a character in its skirmish. <b>Skirmish:</b> Remove 5 [isengard] tokens from a machine and exert Berserk Slayer twice to wound every companion.
5_48	Black Shapes Crawling	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BlackShapesCrawling.jpg	normal	EVENT		Shadow	Isengard		1				Battle of Helm's Deep	U	5U48	Some were squat and broad, some were tall and grim, with high helms and sable shields.	<b>Maneuver:</b> Spot X Uruk-hai. The Free Peoples player may assign X wounds to your minions. Play X [isengard] weapons from your discard pile.
5_49	Devilry of Orthanc	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-DevilryOfOrthanc.jpg	normal	CONDITION		Shadow	Isengard		2				Battle of Helm's Deep	R	5R49	'They have a blasting fire, and... they took the Wall.'	<b>Machine</b>. Plays to your support area. <b>Shadow:</b> Exert an Uruk-hai to place an [isengard] token on this card. <b>Maneuver:</b> Spot 8 [isengard] tokens here to exert every character. Discard this condition.
5_5	Baruk Khazâd	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-BarukKhazD.jpg	normal	EVENT		Free Peoples	Dwarven		0				Battle of Helm's Deep	R	5R5	...a small dark figure that none had observed sprang out of the shadows and gave a hoarse shout....	<b>Maneuver:</b> Exert a Dwarf to wound a minion. You may take the next maneuver action.
5_50	Foul Horde	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-FoulHorde.jpg	normal	MINION		Shadow	Isengard	Orc	4	9	3	4	Battle of Helm's Deep	R	5R50		<b>Warg-rider</b>. While Foul Horde is not exhausted, it is <b>fierce</b>. While Foul Horde has at least 3 vitality, it is <b>ambush</b> (1). While Foul Horde has at least 4 vitality, it is <b>damage +1</b>.
5_51	Gríma, Chief Counselor	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-GrMaChiefCounselor.jpg	normal	MINION	Chief Counselor	Shadow	Isengard	Man	2	4	3	3	Battle of Helm's Deep	R	5R51	'I care for you and yours as best I may.... Let others deal with these irksome guests.'	<b>Maneuver:</b> Spot 4 Free Peoples cultures and exert Gríma to return an unbound companion, and all cards on him or her, to their owners' hands.
5_52	Isengard Flanker	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-IsengardFlanker.jpg	normal	MINION		Shadow	Isengard	Orc	2	7	2	4	Battle of Helm's Deep	C	5C52	Sharku used his warg-riders to scout and defend.	<b>Warg-rider</b>. While this minion is not exhausted, he is <b>fierce</b>.
5_53	Isengard Rider	lord-of-the-rings-ccg/battle-of-helms-deep/LordOfTheRingsTcg-BattleOfHelmsDeep-IsengardRider.jpg	normal	MINION		Shadow	Isengard	Orc	3	8	3	4	Battle of Helm's Deep	C	5C53	'He has taken Orcs into his service, and Wolf-riders, and evil Men....'	<b>Warg-rider</b>. While this minion is not exhausted, he is <b>fierce</b>.
