databaseId	name	imageUrl	cardBack	type	category	clan	group	capacity	discipline	poolCost	bloodCost	set	rarity	text	loadGroupId
ambroginogiovannig2	Ambrogino Giovanni	vampire-the-eternal-struggle/fn/Vtes-FN-AmbroginoGiovanni.jpg	crypt	Vampire	Vampire	Giovanni	2	9	aus DOM NEC POT THA			FN	FN:U2, POD:DTC	Independent. 1 vote (titled): +1 bleed.	playerNCrypt
ambroginogiovannig2adv	Ambrogino Giovanni (ADV)	vampire-the-eternal-struggle/kmw/Vtes-KMW-AmbroginoGiovanniADV.jpg	crypt	Vampire	Vampire	Giovanni	2	9	aus DOM NEC POT THA			KMW	KMW:U, POD:DTC	Independent: During your unlock phase, Ambrogino can remove seven cards in your ash heap from the game to gain 2 blood. Red List. +1 bleed. [MERGED] +1 stealth.	playerNCrypt
ambrosioluismoncadaplenipotentiaryg2	Ambrosio Luis Moncada, Plenipotentiary	vampire-the-eternal-struggle/sw/Vtes-SW-AmbrosioLuisMoncadaPlenipotentiary.jpg	crypt	Vampire	Vampire	Lasombra	2	10	aus for DOM OBT POT PRE			SW	SW:U, POD:DTC	Sabbat cardinal: Moncada cannot block. Actions directed at him cost 1 additional pool. If he is ready during your discard phase, you can unlock another ready Lasombra.	playerNCrypt
ameliag2	Amelia	vampire-the-eternal-struggle/sw/Vtes-SW-Amelia.jpg	crypt	Vampire	Vampire	Brujah antitribu	2	7	CEL POT PRE			SW	SW:PB	Sabbat bishop: Amelia can enter combat with any vampire of capacity below 4 controlled by another Methuselah as a +1 stealth (D) action.	playerNCrypt
amelialockeg6	Amelia Locke	vampire-the-eternal-struggle/nb/Vtes-NB-AmeliaLocke.jpg	crypt	Vampire	Vampire	Ventrue	6	6	cel dom FOR PRE			NB	NB:PV1	Camarilla.	playerNCrypt
ameliathebloodredtearsg3	Amelia, The Blood Red Tears	vampire-the-eternal-struggle/bsc/Vtes-BSC-AmeliaTheBloodRedTears.jpg	crypt	Vampire	Vampire	Nosferatu	3	5	ani obf POT			BSC	CE:V, BSC:X	Camarilla: After combat with Amelia, the opposing minion burns 1 blood or life.	playerNCrypt
amenophobisg4	Amenophobis	vampire-the-eternal-struggle/gehenna/Vtes-Gehenna-Amenophobis.jpg	crypt	Vampire	Vampire	Ministry	4	7	dom pre OBF SER			Gehenna	Gehenna:U, POD:DTC	Camarilla primogen: You can draw 1 card (discard down afterward) after resolution of any successful action requiring Serpentis [ser]. Amenophobis gets +1 bleed against the Methuselah who has the Edge.	playerNCrypt
americajohnsong5	America Johnson	vampire-the-eternal-struggle/sp/Vtes-SP-AmericaJohnson.jpg	crypt	Vampire	Vampire	Tzimisce	5	4	vic AUS			SP	SP:DoF2, POD:DTC	Sabbat.	playerNCrypt
amisag2	Amisa	vampire-the-eternal-struggle/fn/Vtes-FN-Amisa.jpg	crypt	Vampire	Vampire	Ministry	2	8	pre pro OBF SER			FN	AH:V3, FN:PS, POD:DTC	Independent. 2 votes (titled): Amisa can lock a vampire with capacity 8 or more as a (D) action.	playerNCrypt
anaritamontanag3	Ana Rita Montana	vampire-the-eternal-struggle/bh/Vtes-BH-AnaRitaMontana.jpg	crypt	Vampire	Vampire	Tzimisce	3	5	aus dom obf VIC			BH	BH:U2, POD:DTC	Sabbat.	playerNCrypt
anarchconvertany	Anarch Convert	vampire-the-eternal-struggle/promo/Vtes-Promo-AnarchConvert.jpg	crypt	Vampire	Vampire	Caitiff	ANY	1				Promo	TR:U, Anthology:2, Promo-20210310	Anarch: As the convert enters play, you can remove him from the game to make a non-titled vampire you control Anarch and either gain 1 pool or draw 1 card from your crypt.	playerNCrypt
anastasiagreyg1	Anastasia Grey	vampire-the-eternal-struggle/tenth/Vtes-Tenth-AnastasiaGrey.jpg	crypt	Vampire	Vampire	Gangrel	1	3	ani pro			Tenth	Jyhad:V, VTES:V, Tenth:B	Camarilla.	playerNCrypt
anastaszdizagrebg3	Anastasz di Zagreb	vampire-the-eternal-struggle/bsc/Vtes-BSC-AnastaszDiZagreb.jpg	crypt	Vampire	Vampire	Tremere	3	8	ani cel dom AUS THA			BSC	CE:V, KMW:PAl, BSC:X	Camarilla Tremere Justicar: If there are any other justicars ready, Anastasz gets 1 fewer vote from his justicar title. Anastasz may steal 1 blood as a ranged strike.	playerNCrypt
anatoleprophetofgehennag2	Anatole, Prophet of Gehenna	vampire-the-eternal-struggle/ce/Vtes-CE-AnatoleProphetOfGehenna.jpg	crypt	Vampire	Vampire	Malkavian	2	8	dom for AUS DEM OBF			CE	FN:U, CE:PM	Camarilla: If Anatole is ready during your master phase, you may look at the top 5 cards of your library and then shuffle the top 5 cards of your library. +1 intercept.	playerNCrypt
andiliug6	Andi Liu	vampire-the-eternal-struggle/nb/Vtes-NB-AndiLiu.jpg	crypt	Vampire	Vampire	Malkavian	6	6	aus obf pre DOM			NB	V5:PM2, NB:PM1	Camarilla Prince of Taipei.	playerNCrypt
andrelerouxg5	Andre LeRoux	vampire-the-eternal-struggle/kotr/Vtes-KoTR-AndreLeRoux.jpg	crypt	Vampire	Vampire	Toreador	5	3	aus			KoTR	KoT:V/B2	Camarilla: If a vampire you control would successfully bleed, you can reduce the bleed amount by 1 to give Andre +2 bleed this turn.	playerNCrypt
andrethemanipulatorg5	Andre the Manipulator	vampire-the-eternal-struggle/sob/Vtes-SoB-AndreTheManipulator.jpg	crypt	Vampire	Vampire	Gangrel	5	6	FOR PRO			SoB	Anthology:LARP1, SoB:10	Camarilla: While Andre is ready, you get +2 hand size.	playerNCrypt
andreagiovannig2	Andrea Giovanni	vampire-the-eternal-struggle/fn/Vtes-FN-AndreaGiovanni.jpg	crypt	Vampire	Vampire	Giovanni	2	7	pot vic DOM NEC			FN	FN:U2, POD:DTC	Independent: Andrea gets +1 stealth during actions requiring Necromancy [nec].	playerNCrypt
andreasthebardofcreteg1	Andreas, The Bard of Crete	vampire-the-eternal-struggle/tenth/Vtes-Tenth-AndreasTheBardOfCrete.jpg	crypt	Vampire	Vampire	Toreador	1	9	dom pro AUS CEL PRE			Tenth	Jyhad:V, VTES:V, Tenth:B	Camarilla primogen: Once each turn, Andreas may burn 1 blood to get +1 intercept for the current action.	playerNCrypt
andreipuxong2	Andrei Puxon	vampire-the-eternal-struggle/tenth/Vtes-Tenth-AndreiPuxon.jpg	crypt	Vampire	Vampire	Ravnos	2	5	ani cel chi for			Tenth	DS:V, Tenth:B, POD:DTC	Independent.	playerNCrypt
andrewemoryg4	Andrew Emory	vampire-the-eternal-struggle/httb/Vtes-HttB-AndrewEmory.jpg	crypt	Vampire	Vampire	Lasombra	4	5	aus dom pot OBT			HttB	Third:V, HttB:PKia, POD:DTC	Sabbat bishop.	playerNCrypt
andrewstuartg4	Andrew Stuart	vampire-the-eternal-struggle/kotr/Vtes-KoTR-AndrewStuart.jpg	crypt	Vampire	Vampire	Tremere	4	5	AUS DOM THA			KoTR	KoT:V/B2	Camarilla: As Andrew plays a card requiring Blood Sorcery [tha] (before replacing the card), reveal the top card of your library. If it also requires Blood Sorcery, the card played is canceled and Andrew burns 1 blood.	playerNCrypt
andyg4	Andy	vampire-the-eternal-struggle/tr/Vtes-TR-Andy.jpg	crypt	Vampire	Vampire	Caitiff	4	1	for			TR	TR:U	Camarilla: An older vampire opposing Andy gets one optional press each combat.	playerNCrypt
angelg1	Angel	vampire-the-eternal-struggle/tenth/Vtes-Tenth-Angel.jpg	crypt	Vampire	Vampire	Brujah	1	2	cel			Tenth	Jyhad:V, VTES:V, Tenth:A	Camarilla.	playerNCrypt
angelchavarriag6	Angel Chavarria	vampire-the-eternal-struggle/httbr/Vtes-HttBR-AngelChavarria.jpg	crypt	Vampire	Vampire	Samedi	6	3	THN			HttBR	HttB:U/A2	Independent.	playerNCrypt
angelguerrerog6	Angel Guerrero	vampire-the-eternal-struggle/v5c/Vtes-V5C-AngelGuerrero.jpg	crypt	Vampire	Vampire	Tzimisce	6	7	ANI DOM PRO			V5C	V5C:PTz2	Anarch Baron of Ciudad Juarez.	playerNCrypt
angeladeckerg2	Angela Decker	vampire-the-eternal-struggle/sw/Vtes-SW-AngelaDecker.jpg	crypt	Vampire	Vampire	Pander	2	1	pre			SW	Sabbat:V, SW:U, POD:DTC	Sabbat: After Angela is burned in combat, burn 2 pool.	playerNCrypt
angelaprestong2	Angela Preston	vampire-the-eternal-struggle/bl/Vtes-BL-AngelaPreston.jpg	crypt	Vampire	Vampire	Daughter of Cacophony	2	5	for MEL PRE			BL	BL:U2, POD:DTC	Camarilla: During your influence phase, Angela can lock to unlock another vampire. She must burn 1 blood to attempt to block an older vampire.	playerNCrypt
angelicathecanonicusg2	Angelica, The Canonicus	vampire-the-eternal-struggle/sw/Vtes-SW-AngelicaTheCanonicus.jpg	crypt	Vampire	Vampire	Lasombra	2	10	cel obf DOM OBT POT			SW	Sabbat:V, SW:PL, POD:DTC	Sabbat cardinal: During an action, Angelica can discard X master cards to get +X intercept.	playerNCrypt
angeliqueg6	Angelique	vampire-the-eternal-struggle/lk/Vtes-LK-Angelique.jpg	crypt	Vampire	Vampire	Harbinger of Skulls	6	9	AUS FOR NEC SER THA			LK	LK:3	Sabbat: While Angelique is ready, cards requiring Necromancy [nec] cost Harbingers of Skulls you control 1 fewer blood.	playerNCrypt
angelog3	Angelo	vampire-the-eternal-struggle/promo/Vtes-Promo-Angelo.jpg	crypt	Vampire	Vampire	Blood Brother	3	7	pot vic CEL FOR SAN			Promo	Promo-20051026	Independent. Red List: All Blood Brothers may play cards that require Sanguinus [san] as if Angelo were a member of any circle. Angelo can burn a location as a (D) action. He cannot have or use retainers. Sterile.	playerNCrypt
angustheunruledg1	Angus the Unruled	vampire-the-eternal-struggle/tenth/Vtes-Tenth-AngusTheUnruled.jpg	crypt	Vampire	Vampire	Gangrel	1	10	cel for pot ANI PRO			Tenth	Jyhad:V, VTES:V, Tenth:B	Camarilla Gangrel Justicar: +1 strength.	playerNCrypt
anielg7	Aniel	vampire-the-eternal-struggle/v5c/Vtes-V5C-Aniel.jpg	crypt	Vampire	Vampire	Salubri	7	6	for AUS DOM			V5C	V5C:PSal1	Independent: Aniel can burn 1 corruption counter or a card requiring a Discipline from another ready minion as a +1 stealth (D) action that costs 1 blood.	playerNCrypt
anisamariannalopezg2	Anisa Marianna Lopez	vampire-the-eternal-struggle/bl/Vtes-BL-AnisaMariannaLopez.jpg	crypt	Vampire	Vampire	Harbinger of Skulls	2	8	aus FOR NEC QUI			BL	BL:U1	Sabbat: Anisa can burn a vampire with a capacity less than 4 controlled by your predator or prey as a (D) action that costs 1 pool.	playerNCrypt
anitawainwrightg6	Anita Wainwright	vampire-the-eternal-struggle/nb2/Vtes-NB2-AnitaWainwright.jpg	crypt	Vampire	Vampire	Brujah	6	3	cel pre			NB2	NB2:PB1	Anarch.	playerNCrypt
anjalikaunderwoodg5	Anjalika Underwood	vampire-the-eternal-struggle/lotn/Vtes-LotN-AnjalikaUnderwood.jpg	crypt	Vampire	Vampire	Ravnos	5	5	aus chi for ANI			LotN	LotN:U, POD:DTC	Independent.	playerNCrypt
ankapriestessofthornsg2	Anka, Priestess of Thorns	vampire-the-eternal-struggle/fn/Vtes-FN-AnkaPriestessOfThorns.jpg	crypt	Vampire	Vampire	Ravnos	2	4	ani chi pro			FN	FN:U2, POD:DTC	Sabbat: Anka can enter combat with a Lasombra as a (D) action.	playerNCrypt
ankhsensutekhg4	Ankh-sen-Sutekh	vampire-the-eternal-struggle/kmw/Vtes-KMW-AnkhSenSutekh.jpg	crypt	Vampire	Vampire	Ministry	4	6	obf PRE SER			KMW	KMW:U, POD:DTC	Independent: +1 bleed.	playerNCrypt
anklahotepg2	Ankla Hotep	vampire-the-eternal-struggle/fn/Vtes-FN-AnklaHotep.jpg	crypt	Vampire	Vampire	Ravnos	2	9	pro CHI FOR OBF PRE			FN	FN:PR, POD:DTC	Independent: Rescuing Ankla from torpor costs 2 fewer blood. He gets 1 optional press each combat.	playerNCrypt
ankoutheg5	Ankou, The	vampire-the-eternal-struggle/kotr/Vtes-KoTR-AnkouThe.jpg	crypt	Vampire	Vampire	Malkavian	5	10	AUS DEM OBF			KoTR	KoT:V/A2	Camarilla: If any vampire successfully hunts while the Ankou is ready and unlocked, the Ankou can burn that vampire as a (D) action that turn (even on another Methuselah's turn).	playerNCrypt
annadictatrix11suljicg4	Anna "Dictatrix11" Suljic	vampire-the-eternal-struggle/nor/Vtes-NoR-AnnaDictatrix11Suljic.jpg	crypt	Imbued	Imbued	Martyr	4	6	mar red viz			NoR	NoR:U	Anna may move 2 blood from the blood bank to any vampire as a +1 stealth action. During your unlock phase, you may look at the top three cards of your library.	playerNCrypt
annabelletriabellg3	Annabelle Triabell	vampire-the-eternal-struggle/bsc/Vtes-BSC-AnnabelleTriabell.jpg	crypt	Vampire	Vampire	Toreador	3	9	dom for AUS CEL PRE			BSC	CE:V, BSC:X	Camarilla primogen: Annabelle can give Toreador vampires +1 bleed for the remainder of the turn as a +1 stealth action that costs 1 blood. If that action is successful, Annabelle unlocks.	playerNCrypt
annabelletriabellg6	Annabelle Triabell (G6)	vampire-the-eternal-struggle/30th/Vtes-30th-AnnabelleTriabellG6.jpg	crypt	Vampire	Vampire	Toreador	6	9	dom for AUS CEL PRE			30th	30th:2	Camarilla primogen: While Annabelle is locked, other Toreador you control get +1 stealth.	playerNCrypt
annazirg5	Annazir	vampire-the-eternal-struggle/httbr/Vtes-HttBR-Annazir.jpg	crypt	Vampire	Vampire	Baali	5	9	DAI OBF POT PRE			HttBR	HttB:U/A2, POD:DTC	Independent. 2 votes (titled): Annazir can burn a location or steal an equipment as a (D) action. Infernal. +1 bleed.	playerNCrypt
annemariebourgeoisinconnurecruiterg5	Anne-Marie Bourgeois, Inconnu Recruiter	vampire-the-eternal-struggle/sob/Vtes-SoB-AnneMarieBourgeoisInconnuRecruiter.jpg	crypt	Vampire	Vampire	Toreador	5	5	cel pre AUS			SoB	Anthology:LARP1, SoB:10	Camarilla: Equipment cost Anne-Marie -1 pool.	playerNCrypt
annekeg1	Anneke	vampire-the-eternal-struggle/tenth/Vtes-Tenth-Anneke.jpg	crypt	Vampire	Vampire	Toreador	1	10	dom AUS CEL PRE			Tenth	Jyhad:V, VTES:V, Tenth:B	Camarilla Toreador Justicar: Anneke may attempt to block a vampire controlled by another Methuselah, ignoring the normal prey, predator or target restrictions for blocking actions. +1 bleed.	playerNCrypt
anoushathemaniacg6	Anousha, The Maniac	vampire-the-eternal-struggle/sv5/Vtes-SV5-AnoushaTheManiac.jpg	crypt	Vampire	Vampire	Tzimisce	6	7	dom ANI PRO THA			SV5	SV5:PCaine1	Sabbat bishop: +1 strength.	playerNCrypt
ansong1	Anson	vampire-the-eternal-struggle/tenth/Vtes-Tenth-Anson.jpg	crypt	Vampire	Vampire	Toreador	1	8	aus dom CEL PRE			Tenth	Jyhad:V, VTES:V, Tenth:A	Camarilla Prince of Seattle: If Anson is ready during your master phase, you get two master phase actions (instead of one).	playerNCrypt
antarag4	Antara	vampire-the-eternal-struggle/kmw/Vtes-KMW-Antara.jpg	crypt	Vampire	Vampire	Banu Haqim	4	8	aus obf pre CEL FOR QUI			KMW	Gehenna:U, KMW:PAn, POD:DTC	Independent: Antara gets +1 intercept against Sabbat vampires. He burns 1 blood after any Methuselah plays a Gehenna event. Blood cursed.	playerNCrypt
antoinethelostg4	Antoine, The Lost	vampire-the-eternal-struggle/tr/Vtes-TR-AntoineTheLost.jpg	crypt	Vampire	Vampire	Malkavian	4	5	aus cel dem OBF			TR	TR:U	Camarilla.	playerNCrypt
antoinetteduboisg4	Antoinette Dubois	vampire-the-eternal-struggle/lob/Vtes-LoB-AntoinetteDubois.jpg	crypt	Vampire	Vampire	Daughter of Cacophony	4	4	for mel PRE			LoB	LoB:U, POD:DTC	Independent: Toreador and Toreador antitribu cannot block Antoinette. -1 intercept.	playerNCrypt
antoinetteduchampg2	Antoinette DuChamp	vampire-the-eternal-struggle/tenth/Vtes-Tenth-AntoinetteDuChamp.jpg	crypt	Vampire	Vampire	Caitiff	2	1	cel pre			Tenth	DS:V, Tenth:A	Camarilla: Action cards and strike cards that require Celerity [cel] cost Antoinette an additional blood.	playerNCrypt
antoinetteshewhowatchesg3	Antoinette, She Who Watches	vampire-the-eternal-struggle/bsc/Vtes-BSC-AntoinetteSheWhoWatches.jpg	crypt	Vampire	Vampire	Toreador	3	6	cel obf AUS PRE			BSC	CE:V, BSC:X	Camarilla primogen.	playerNCrypt
antong2	Anton	vampire-the-eternal-struggle/sw/Vtes-SW-Anton.jpg	crypt	Vampire	Vampire	Tzimisce	2	8	cel obf vic ANI AUS			SW	Sabbat:V, SW:U/PT, POD:DTC	Sabbat: +1 intercept.	playerNCrypt
antondeconcepciong4	Anton de Concepcion	vampire-the-eternal-struggle/sp/Vtes-SP-AntonDeConcepcion.jpg	crypt	Vampire	Vampire	Lasombra	4	9	aus ANI DOM OBT POT			SP	Third:V, SP:PoS2, POD:DTC	Sabbat Archbishop of Chicago: Anton gets 1 optional maneuver during the first round of combat.	playerNCrypt
antoninog3	Antonino	vampire-the-eternal-struggle/anarchs/Vtes-Anarchs-Antonino.jpg	crypt	Vampire	Vampire	Gangrel	3	6	ani pre pro FOR			Anarchs	Anarchs:PAB	Independent: Antonino gets +1 stealth on undirected actions.	playerNCrypt
antonioderletteg4	Antonio d'Erlette	vampire-the-eternal-struggle/sp/Vtes-SP-AntonioDErlette.jpg	crypt	Vampire	Vampire	Tremere antitribu	4	5	dom for pot THA			SP	Third:V, SP:PwN5	Sabbat: While Antonio is ready, you can use 4 transfers to search your library (shuffle afterward) andor hand for a mage ally he could play. Put that ally in play with life equal to its starting life and pay its cost as normal.	playerNCrypt
antoniodelgadog2	Antonio Delgado	vampire-the-eternal-struggle/sw/Vtes-SW-AntonioDelgado.jpg	crypt	Vampire	Vampire	Lasombra	2	9	tha DOM OBT POT			SW	Sabbat:V, SW:U/PL, POD:DTC	Sabbat Archbishop of Atlanta: If Antonio performs a political action whose referendum passes, he can unlock during the discard phase.	playerNCrypt
antonioveradasg3	Antonio Veradas	vampire-the-eternal-struggle/bsc/Vtes-BSC-AntonioVeradas.jpg	crypt	Vampire	Vampire	Brujah antitribu	3	8	obf CEL POT PRE			BSC	CE:V, BSC:X	Sabbat bishop: Antonio gets +1 stealth when equipping with a weapon. During your discard phase, Antonio may burn 1 blood to unlock.	playerNCrypt
anudiptinatpag6	Anu Diptinatpa	vampire-the-eternal-struggle/httbr/Vtes-HttBR-AnuDiptinatpa.jpg	crypt	Vampire	Vampire	Nagaraja	6	7	aus vic DOM NEC			HttBR	HttB:U/A2	Independent: During a bleed action, Anu can burn 1 blood to give the acting minion +1 bleed. Scarce.	playerNCrypt
anvilg1	Anvil	vampire-the-eternal-struggle/tenth/Vtes-Tenth-Anvil.jpg	crypt	Vampire	Vampire	Brujah	1	6	dom pre tha CEL POT			Tenth	Jyhad:V, VTES:V, Tenth:A	Camarilla primogen.	playerNCrypt
anwarg2	Anwar	vampire-the-eternal-struggle/fn/Vtes-FN-Anwar.jpg	crypt	Vampire	Vampire	Banu Haqim	2	4	cel obf qui			FN	FN:U2, POD:DTC	Independent: Blood cursed.	playerNCrypt
anxovilelag6	Anxo Vilela	vampire-the-eternal-struggle/sv5/Vtes-SV5-AnxoVilela.jpg	crypt	Vampire	Vampire	Tremere	6	6	dom obl AUS THA			SV5	SV5:PDeath1	Sabbat: While you have the Edge, Anxo gets +1 strength.	playerNCrypt
apachejonesg4	Apache Jones	vampire-the-eternal-struggle/third/Vtes-Third-ApacheJones.jpg	crypt	Vampire	Vampire	Malkavian antitribu	4	5	aus for obf DEM			Third	Third:PM2/SKM1, POD:DTC	Sabbat.	playerNCrypt
apoloniaczarneckig5	Apolonia Czarnecki	vampire-the-eternal-struggle/eog/Vtes-EoG-ApoloniaCzarnecki.jpg	crypt	Vampire	Vampire	Malkavian	5	7	pre AUS DEM OBF			EoG	Anthology:LARP1, FB:PM1, EoG:5	Camarilla: Apolonia can steal 1 blood from a younger vampire as a (D) action.	playerNCrypt
appiusclaudiuscorvusg5	Appius Claudius Corvus	vampire-the-eternal-struggle/soc/Vtes-SoC-AppiusClaudiusCorvus.jpg	crypt	Vampire	Vampire	Lasombra	5	10	cel nec DOM OBT POT			SoC	SoC:V, POD:DTC	Sabbat: Black Hand. Seraph. +1 stealth.	playerNCrypt
appoloniusg1	Appolonius	vampire-the-eternal-struggle/tenth/Vtes-Tenth-Appolonius.jpg	crypt	Vampire	Vampire	Brujah	1	10	for pot CEL PRE			Tenth	Jyhad:V, VTES:V, Tenth:A	Camarilla primogen: Appolonius gets one optional press each combat. +1 bleed.	playerNCrypt
appoloniusg1adv	Appolonius (ADV)	vampire-the-eternal-struggle/anthology/Vtes-Anthology-AppoloniusADV.jpg	crypt	Vampire	Vampire	Brujah	1	10	dom CEL FOR POT PRE			Anthology	AU:C/2, Anthology:1	Anarch: Appolonius gets +1 bleed for each titled vampire controlled by the target Methuselah. [MERGED] Baron of London: Appolonius can enter combat with a minion as a (D) action.	playerNCrypt
araceliceliariverag6	Araceli "Celia" Rivera	vampire-the-eternal-struggle/v5/Vtes-V5-AraceliCeliaRivera.jpg	crypt	Vampire	Vampire	Lasombra	6	3	dom obl			V5	V5:PL1	Camarilla.	playerNCrypt
arcadiantheg5	Arcadian, The	vampire-the-eternal-struggle/httbr/Vtes-HttBR-ArcadianThe.jpg	crypt	Vampire	Vampire	Kiasyd	5	8	chi for DOM MYT OBT			HttBR	HttB:U/B2	Sabbat: The Arcadian can bleed with +1 bleed as a +1 stealth (D) action that costs 1 blood.	playerNCrypt
ardanlaneg3	Ardan Lane	vampire-the-eternal-struggle/kmw/Vtes-KMW-ArdanLane.jpg	crypt	Vampire	Vampire	Tremere	3	8	dom obf pre AUS THA			KMW	Anarchs:U2, KMW:PB	Camarilla primogen: When stealing blood with a strike that requires Blood Sorcery [tha], Ardan steals an additional blood.	playerNCrypt
aredhelg4	Aredhel	vampire-the-eternal-struggle/httb/Vtes-HttB-Aredhel.jpg	crypt	Vampire	Vampire	Salubri antitribu	4	5	aus FOR VAL			HttB	LoB:U, HttB:PSal	Sabbat. Black Hand.	playerNCrypt
arenpriestofeshug4	Aren, Priest of Eshu	vampire-the-eternal-struggle/lob/Vtes-LoB-ArenPriestOfEshu.jpg	crypt	Vampire	Vampire	Guruhi	4	7	ani obf POT PRE			LoB	LoB:PG2	Laibon: Aren gets +1 stealth on political actions. Any vampire casting votes or ballots against a referendum called by Aren burns 1 blood when the results are tallied.	playerNCrypt
ariadneg5	Ariadne	vampire-the-eternal-struggle/kotr/Vtes-KoTR-Ariadne.jpg	crypt	Vampire	Vampire	Gangrel	5	8	chi ANI FOR PRO			KoTR	KoT:V/A2	Camarilla: Blood hunts cannot be called on Ariadne. +1 hunt.	playerNCrypt
arianeg5	Ariane	vampire-the-eternal-struggle/v5a/Vtes-V5A-Ariane.jpg	crypt	Vampire	Vampire	Brujah	5	3	cel pot pre			V5A	AU:C/2, V5A:PB1	Anarch: Ariane gets -1 stealth during undirected actions.	playerNCrypt
ariannetheconquerorg5	Arianne, The Conqueror	vampire-the-eternal-struggle/soc/Vtes-SoC-ArianneTheConqueror.jpg	crypt	Vampire	Vampire	Toreador antitribu	5	7	aus CEL DOM PRE			SoC	SoC:V	Sabbat: On any round after the first, Arianne may strike to end combat and inflict 1 damage on the opposing minion after combat ends.	playerNCrypt
arielg6	Ariel	vampire-the-eternal-struggle/httbr/Vtes-HttBR-Ariel.jpg	crypt	Vampire	Vampire	Salubri antitribu	6	6	AUS FOR VAL			HttBR	HttB:U/B2	Sabbat.	playerNCrypt
arikag2	Arika	vampire-the-eternal-struggle/ce/Vtes-CE-Arika.jpg	crypt	Vampire	Vampire	Ventrue	2	11	aus cel DOM FOR OBF PRE			CE	DS:V, CE:PV	Camarilla Ventrue Inner Circle: If Arika is ready during your prey's unlock phase, your prey chooses which locations he or she keeps in play. For each location he or she controls, your prey burns 1 pool or burns the location. +2 bleed.	playerNCrypt
